Line,Gen,is_cluster_id,min_dist,head_qend,tail_qstart,min_i,min_j,raw_dist,min_start_raw,min_end_raw,flank_dist,dir
L06-4,2,9,3094,2999,1,9248,9250,3095,2444029,2447124,3094,True
L06-4,2,10,3094,2999,1,9251,9253,3095,2493304,2496399,3094,True
L06-4,2,11,3094,2999,1,9255,9259,3095,3171096,3174191,3094,True
L06-4,2,12,3094,2999,1,9261,9263,3095,3252281,3255376,3094,True
L06-4,2,13,3093,2999,1,9265,9266,3094,3300411,3303505,3093,True
L06-4,2,14,3094,2999,1,9268,9269,3095,3397157,3400252,3094,True
L06-4,2,15,3094,2999,1,9270,9273,3095,3413739,3416834,3094,True
L06-4,2,16,3093,2999,1,9274,9275,3094,3517201,3520295,3093,True
L06-4,2,17,3094,2999,1,9276,9277,3095,3536190,3539285,3094,True
L06-4,2,18,1429069,2999,2819,9278,9279,-1426250,3729382,2300314,-1429069,True
L06-4,2,19,779860,180,1685,9333,9387,-775356,2447126,1667267,-779860,False
L06-4,2,20,1828775,1348,531,9388,9466,-1826593,2724547,895773,-1828775,True
L06-4,2,21,3094,2999,1,9541,9542,3095,3814484,3817579,3094,True
L07-1,1,0,3094,2999,1,9543,9544,3095,33491,36586,3094,True
L07-1,1,1,3095,2999,1,9546,9549,3096,853708,856804,3095,True
L07-1,1,2,3094,2999,1,9550,9603,3095,1074607,1077702,3094,True
L07-1,1,3,3094,2999,1,9605,9608,3095,1283563,1286658,3094,True
L07-1,1,4,3090,2455,1,9609,9709,3635,1306074,1309165,3090,True
L07-1,1,5,3094,2999,1,9710,9711,3095,1861013,1864108,3094,True
L07-1,1,6,3094,2058,944,9718,9801,4979,2122997,2126092,3094,True
L07-1,1,7,3090,2711,1,9802,9803,3379,2150334,2153425,3090,True
L07-1,1,8,3091,2999,1498,9804,9805,4589,2348748,2351840,3091,True
L07-1,1,9,3094,2999,1,9806,9809,3095,2433257,2436352,3094,True
L07-1,1,10,3093,2999,1,9810,9833,3094,2986796,2989890,3093,True
L07-1,1,11,3094,2999,1,9837,9838,3095,3021391,3024486,3094,True
L07-1,1,12,3094,2999,1,9839,9840,3095,3580636,3583731,3094,True
L07-1,1,13,3094,2999,1,9841,9842,3095,3802870,3805965,3094,True
L07-1,2,0,3094,2999,1,9843,9844,3095,33490,36585,3094,True
L07-1,2,1,3094,2999,1,9846,9848,3095,164057,167152,3094,True
L07-1,2,2,3092,2999,1,9849,9852,3093,853649,856742,3092,True
L07-1,2,3,3094,2999,1,9853,9906,3095,1074535,1077630,3094,True
L07-1,2,4,3091,2999,1,9908,9911,3092,1283487,1286579,3091,True
L07-1,2,5,896126,2067,1,9912,10008,897057,406239,1302364,-896126,False
L07-1,2,6,3095,2999,1,10009,10089,3096,1481994,1485090,3095,True
L07-1,2,7,3091,2999,1,10090,10091,3092,1854166,1857258,3091,True
L07-1,2,8,3095,2999,1,10098,10181,3096,2116139,2119235,3095,True
L07-1,2,9,3093,2999,1,10182,10183,3094,2143471,2146565,3093,True
L07-1,2,10,3093,2999,1,10184,10185,3094,2341879,2344973,3093,True
L07-1,2,11,3094,2999,1,10187,10190,3095,2426377,2429472,3094,True
L07-1,2,12,56537,2999,1,10191,10214,56536,2929557,2986093,-56537,False
L07-1,2,13,3092,2999,1,10218,10219,3093,3017591,3020684,3092,True
L07-1,2,14,3094,2999,1,10220,10269,3095,3348440,3351535,3094,True
L07-1,2,15,3095,2999,1,10286,10287,3096,3576780,3579876,3095,True
L07-1,2,16,3091,2999,1,10288,10289,3092,3799014,3802106,3091,True
L07-2,1,0,3094,2999,1,10290,10291,3095,33495,36590,3094,True
L07-2,1,1,3095,2999,1,10293,10296,3096,850641,853737,3095,True
L07-2,1,2,3092,2999,1693,10297,10350,4785,1071544,1074637,3092,True
L07-2,1,3,3095,2999,1,10352,10355,3096,1278807,1281903,3095,True
L07-2,1,4,3095,2999,1,10356,10456,3096,1301864,1304960,3095,True
L07-2,1,5,3095,2999,1,10457,10458,3096,1856814,1859910,3095,True
L07-2,1,6,3093,2999,798,10465,10548,3891,2122849,2125943,3093,True
L07-2,1,7,3096,2997,1,10549,10550,3099,2150621,2153718,3096,True
L07-2,1,9,3094,2999,1,10552,10555,3095,2431799,2434894,3094,True
L07-2,1,10,3095,2999,1,10556,10579,3096,2985360,2988456,3095,True
L07-2,1,11,3095,2999,1,10583,10584,3096,3019957,3023053,3095,True
L07-2,1,12,3094,2999,1,10585,10586,3095,3576113,3579208,3094,True
L07-2,1,13,3094,2999,1,10587,10588,3095,3798354,3801449,3094,True
L07-2,2,0,3093,2999,1,10589,10590,3094,33487,36581,3093,True
L07-2,2,1,3092,2999,1,10592,10595,3093,850367,853460,3092,True
L07-2,2,2,3090,2999,1,10596,10649,3091,1071213,1074304,3090,True
L07-2,2,3,3091,2999,1,10652,10655,3092,1278413,1281505,3091,True
L07-2,2,4,3097,2999,1,10656,10756,3098,1301464,1304562,3097,True
L07-2,2,5,3095,2999,5,10757,10836,3100,1484062,1487158,3095,True
L07-2,2,6,3090,2999,737,10837,10838,3827,1856237,1859328,3090,True
L07-2,2,7,3092,2999,1,10845,10846,3093,1921772,1924865,3092,True
L07-2,2,8,3093,2999,1,10847,10928,3094,2121460,2124554,3093,True
L07-2,2,9,3093,2999,1,10929,10930,3094,2149222,2152316,3093,True
L07-2,2,10,3091,2999,1,10931,10932,3092,2350670,2353762,3091,True
L07-2,2,11,3093,2999,1,10938,10941,3094,2433393,2436487,3093,True
L07-2,2,12,3089,2999,1,10942,10965,3090,2986817,2989907,3089,True
L07-2,2,13,3093,2999,1,10969,10970,3094,3021398,3024492,3093,True
L07-3,1,0,3095,2999,1,10973,10974,3096,33493,36589,3095,True
L07-3,1,1,3095,2999,1,10976,10979,3096,850628,853724,3095,True
L07-3,1,2,3092,2999,1,10980,11032,3093,1071529,1074622,3092,True
L07-3,1,3,3093,2999,1,11034,11037,3094,1280482,1283576,3093,True
L07-3,1,4,182116,1888,1,11038,11138,183228,1302426,1484543,182116,False
L07-3,1,5,3094,2999,1,11139,11140,3095,1860488,1863583,3094,True
L07-3,1,6,3093,2999,828,11147,11228,3921,2123419,2126513,3093,True
L07-3,1,7,3096,2997,1,11229,11230,3099,2151160,2154257,3096,True
L07-3,1,8,3097,2999,152,11231,11232,3249,2349574,2352672,3097,True
L07-3,1,9,3095,2999,1,11233,11236,3096,2435434,2438530,3095,True
L07-3,1,10,3094,2999,1,11237,11260,3095,2988985,2992080,3094,True
L07-3,1,11,3095,2540,1,11264,11265,3555,3023123,3026219,3095,True
L07-3,1,12,3095,2999,1,11266,11267,3096,3579278,3582374,3095,True
L07-3,1,13,3094,2999,1,11268,11269,3095,3783887,3786982,3094,True
L07-3,2,0,3092,2999,1,11270,11271,3093,33480,36573,3092,True
L07-3,2,1,3091,2999,1,11273,11276,3092,853551,856643,3091,True
L07-3,2,2,3092,2999,1,11277,11329,3093,1074393,1077486,3092,True
L07-3,2,3,3094,2999,1,11331,11334,3095,1283289,1286384,3094,True
L07-3,2,4,3092,2999,1,11335,11446,3093,1305229,1308322,3092,True
L07-3,2,5,3091,2999,1,11523,11524,3092,1487300,1490392,3091,True
L07-3,2,6,3095,2999,1,11528,11529,3096,1546843,1549939,3095,True
L07-3,2,7,3092,2999,1,11533,11534,3093,1863078,1866171,3092,True
L07-3,2,8,3093,2999,1,11541,11622,3094,2125928,2129022,3093,True
L07-3,2,9,3091,2999,1,11623,11624,3092,2153665,2156757,3091,True
L07-3,2,10,3089,2999,1,11625,11626,3090,2351994,2355084,3089,True
L07-3,2,11,3094,2999,1,11627,11630,3095,2437807,2440902,3094,True
L07-3,2,12,3092,2999,1,11631,11654,3093,2994310,2997403,3092,True
L07-3,2,13,3553,2998,1,11658,11659,3555,3028444,3031998,3553,True
L07-3,2,14,3092,2999,1,11660,11661,3093,3584880,3587973,3092,True
L07-3,2,15,3091,2999,479,11662,11663,3570,3712965,3716057,3091,True
L07-3,2,16,3091,2999,1,11667,11668,3092,3788954,3792046,3091,True
L07-4,1,0,3095,2999,1,11669,11670,3096,33495,36591,3095,True
L07-4,1,1,3096,709,1,11672,11675,5387,849800,852897,3096,True
L07-4,1,2,3095,2999,1,11676,11729,3096,1070703,1073799,3095,True
L07-4,1,3,3094,2999,1,11731,11734,3095,1279665,1282760,3094,True
L07-4,1,4,3092,2999,1,11735,11835,3093,1302721,1305814,3092,True
L07-4,1,5,3094,2999,1,11836,11837,3095,1854576,1857671,3094,True
L07-4,1,6,3095,2369,1,11844,11927,3726,2116884,2119980,3095,True
L07-4,1,7,3097,2997,1,11928,11929,3100,2145455,2148553,3097,True
L07-4,1,8,3095,2999,1,11930,11931,3096,2343880,2346976,3095,True
L07-4,1,9,3094,2999,1,11932,11935,3095,2429888,2432983,3094,True
L07-4,1,10,3095,2999,1,11936,11959,3096,2983461,2986557,3095,True
L07-4,1,12,3093,2999,1,11964,11965,3094,3581979,3585073,3093,True
L07-4,1,13,3095,2999,1,11966,11967,3096,3807324,3810420,3095,True
L07-4,2,0,3092,2999,1,11968,11969,3093,33485,36578,3092,True
L07-4,2,1,3944,2998,1,11971,11972,3946,852685,856630,3944,True
L07-4,2,2,3101,2293,1,11973,12025,3808,1073694,1076796,3101,True
L07-4,2,3,3093,2999,1,12027,12030,3094,1282618,1285712,3093,True
L07-4,2,4,182415,2999,1,12031,12131,182416,1305670,1488086,182415,False
L07-4,2,5,3093,2999,1,12132,12133,3094,1863541,1866635,3093,True
L07-4,2,6,3722,2999,1,12140,12221,3723,2128845,2132568,3722,True
L07-4,2,7,3093,2999,1,12222,12223,3094,2158035,2161129,3093,True
L07-4,2,8,3090,2999,1586,12224,12225,4676,2356393,2359484,3090,True
L07-4,2,9,3095,2999,1,12226,12229,3096,2440776,2443872,3095,True
L07-4,2,10,3090,2999,1,12230,12253,3091,2983114,2986205,3090,True
L07-4,2,12,3094,2999,1,12258,12259,3095,3572608,3575703,3094,True
L07-4,2,13,7,2998,1,12260,12262,-5,3616228,3616222,-7,True
L07-4,2,14,3093,2999,1,12263,12264,3094,3767078,3770172,3093,True
L08-1,1,0,3095,2999,1,12265,12266,3096,33495,36591,3095,True
L08-1,1,1,3095,2999,1,12268,12269,3096,69489,72585,3095,True
L08-1,1,2,3093,1025,190,12270,12273,5257,856309,859403,3093,True
L08-1,1,3,3095,2999,1,12274,12327,3096,1077013,1080109,3095,True
L08-1,1,5,882777,1520,1,12332,12429,884255,406294,1289070,-882777,False
L08-1,1,6,3095,2999,1,12430,12431,3096,1837821,1840917,3095,True
L08-1,1,7,3093,2999,786,12438,12521,3879,2100760,2103854,3093,True
L08-1,1,8,3096,2997,1,12522,12523,3099,2128542,2131639,3096,True
L08-1,1,10,3094,2999,1,12525,12528,3095,2394645,2397740,3094,True
L08-1,1,11,199004,2999,558,12529,12552,-198446,2948203,2749200,-199004,False
L08-1,1,13,3094,2999,1,12556,12557,3095,3520713,3523808,3094,True
L08-1,1,14,3094,2999,1,12558,12559,3095,3742953,3746048,3094,True
L08-1,2,0,3092,2999,1,12560,12561,3093,33484,36577,3092,True
L08-1,2,1,3092,2999,1,12563,12564,3093,69468,72561,3092,True
L08-1,2,2,3092,2999,1,12565,12567,3093,516600,519693,3092,True
L08-1,2,3,3092,2999,1,12568,12569,3093,856015,859108,3092,True
L08-1,2,4,134636,1130,1,12570,12622,-132768,1211069,1076432,134636,False
L08-1,2,5,3092,2999,1,12624,12627,3093,1282261,1285354,3092,True
L08-1,2,6,3093,2999,1,12628,12629,3094,1833992,1837086,3093,True
L08-1,2,7,3092,2999,1,12636,12718,3093,2096880,2099973,3092,True
L08-1,2,8,3092,2999,1,12719,12720,3093,2124657,2127750,3092,True
L08-1,2,9,886578,2999,294,12721,12722,886872,2323032,3209611,886578,False
L08-1,2,10,3093,2134,1,12726,12729,3959,2366459,2369553,3093,True
L08-1,2,11,3092,2999,1,12730,12753,3093,2919922,2923015,3092,True
L08-1,2,12,3093,2999,1,12755,12778,3094,2936267,2939361,3093,True
L08-1,2,13,3092,2999,1,12779,12780,3093,3492299,3495392,3092,True
L08-2,1,0,3093,2999,1,12782,12783,3094,33496,36590,3093,True
L08-2,1,1,3094,2999,1,12785,12786,3095,69492,72587,3094,True
L08-2,1,2,3095,2999,1,12787,12790,3096,855173,858269,3095,True
L08-2,1,3,3095,2999,1,12791,12844,3096,1076073,1079169,3095,True
L08-2,1,4,3094,2999,1,12846,12849,3095,1285028,1288123,3094,True
L08-2,1,5,3099,942,1,12850,12948,5157,1306025,1309125,3099,True
L08-2,1,6,3095,2999,1,12949,12950,3096,1857873,1860969,3095,True
L08-2,1,7,3094,2999,1,12957,13040,3095,2120801,2123896,3094,True
L08-2,1,8,3097,2997,1,13041,13042,3100,2149370,2152468,3097,True
L08-2,1,10,3095,2135,1,13044,13047,3960,2387176,2390272,3095,True
L08-2,1,11,3093,2999,1,13048,13071,3094,2940740,2943834,3093,True
L08-2,1,12,3095,2999,1,13075,13076,3096,2986795,2989891,3095,True
L08-2,1,13,3095,2999,1,13077,13078,3096,3542953,3546049,3095,True
L08-2,1,14,3094,2999,1,13079,13080,3095,3765191,3768286,3094,True
L08-2,2,0,3093,2999,1,13081,13082,3094,33487,36581,3093,True
L08-2,2,1,3093,2999,1,13084,13085,3094,69479,72573,3093,True
L08-2,2,2,3092,2999,1,13086,13089,3093,855055,858148,3092,True
L08-2,2,3,3090,2999,447,13090,13143,3537,1079033,1082124,3090,True
L08-2,2,4,3092,2999,1,13145,13148,3093,1293705,1296798,3092,True
L08-2,2,5,24090,2999,1,13150,13163,24091,1314698,1338789,24090,True
L08-2,2,6,3092,2999,1,13164,13165,3093,1887441,1890534,3092,True
L08-2,2,7,3088,2999,810,13172,13255,3898,2153435,2156524,3088,True
L08-2,2,8,3093,2999,1,13256,13257,3094,2181184,2184278,3093,True
L08-2,2,9,3094,2999,1,13258,13259,3095,2379558,2382653,3094,True
L08-2,2,10,3093,2999,1,13260,13277,3094,2418940,2422034,3093,True
L08-2,2,11,202082,2999,558,13278,13301,-201524,2975525,2773444,-202082,False
L08-2,2,13,3094,2999,1,13305,13306,3095,3559397,3562492,3094,True
L08-2,2,14,3093,2999,1,13307,13308,3094,3781614,3784708,3093,True
L08-3,1,0,3095,2999,1,13309,13310,3096,33496,36592,3095,True
L08-3,1,1,3093,2999,1,13312,13313,3094,69495,72589,3093,True
L08-3,1,2,3094,2999,1,13314,13317,3095,855175,858270,3094,True
L08-3,1,3,3094,2999,1,13318,13372,3095,1076074,1079169,3094,True
L08-3,1,4,3094,2999,1,13374,13377,3095,1285034,1288129,3094,True
L08-3,1,5,3094,2999,1,13378,13486,3095,1308090,1311185,3094,True
L08-3,1,6,3094,2999,1,13487,13488,3095,1859937,1863032,3094,True
L08-3,1,7,3092,2999,975,13495,13582,4067,2122874,2125967,3092,True
L08-3,1,8,3096,2997,1,13583,13584,3099,2150466,2153563,3096,True
L08-3,1,10,3095,2999,1,13586,13589,3096,2407556,2410652,3095,True
L08-3,1,11,199010,2999,558,13591,13614,-198452,3251172,3052163,-199010,False
L08-3,1,12,3094,2999,1,13617,13618,3095,3271055,3274150,3094,True
L08-3,1,13,3094,2999,1,13619,13620,3095,3827227,3830322,3094,True
L08-3,1,14,3094,2999,1,13621,13622,3095,4049467,4052562,3094,True
L08-3,2,0,3093,2999,1,13623,13624,3094,33492,36586,3093,True
L08-3,2,1,3092,2999,1,13626,13627,3093,69489,72582,3092,True
L08-3,2,2,3094,2999,1,13628,13631,3095,855112,858207,3094,True
L08-3,2,3,3092,2999,1,13632,13686,3093,1075999,1079092,3092,True
L08-3,2,4,3094,2999,1,13688,13691,3095,1284944,1288039,3094,True
L08-3,2,5,3105,2999,1,13692,13800,3106,1308007,1311113,3105,True
L08-3,2,6,3086,2999,1,13801,13802,3087,1862995,1866082,3086,True
L08-3,2,7,3095,2999,1,13809,13895,3096,2125941,2129037,3095,True
L08-3,2,8,3090,2978,1,13896,13897,3112,2153515,2156606,3090,True
L08-3,2,10,3094,2999,1,13899,13902,3095,2401379,2404474,3094,True
L08-3,2,11,287238,2999,1,13904,13907,-287237,2691711,2404474,-287238,True
L08-3,2,12,3093,2999,1,13909,13932,3094,3245546,3248640,3093,True
L08-3,2,13,3094,2999,1,13933,13934,3095,3265427,3268522,3094,True
L08-3,2,14,3093,2999,1,13935,13936,3094,3821538,3824632,3093,True
L08-3,2,15,3093,2999,1,13937,13938,3094,4043756,4046850,3093,True
L08-4,1,0,3095,2999,1,13939,13940,3096,33496,36592,3095,True
L08-4,1,1,3094,2999,1,13942,13943,3095,69494,72589,3094,True
L08-4,1,2,3095,709,1,13944,13947,5386,852878,855974,3095,True
L08-4,1,3,3094,2999,1,13948,14001,3095,1073780,1076875,3094,True
L08-4,1,4,3095,2999,1,14003,14006,3096,1282736,1285832,3095,True
L08-4,1,5,3095,2999,1,14007,14107,3096,1305793,1308889,3095,True
L08-4,1,6,3094,2999,1,14108,14109,3095,1857637,1860732,3094,True
L08-4,1,7,3094,2369,1,14116,14199,3725,2119940,2123035,3094,True
L08-4,1,8,3095,2997,1,14200,14201,3098,2148506,2151602,3095,True
L08-4,1,9,3093,2999,1,14202,14203,3094,2346920,2350014,3093,True
L08-4,1,10,3095,2999,1,14204,14207,3096,2432928,2436024,3095,True
L08-4,1,11,3093,2999,1,14208,14231,3094,2986480,2989574,3093,True
L08-4,1,13,3094,2999,1,14236,14237,3095,3584990,3588085,3094,True
L08-4,1,14,3094,2999,1,14238,14239,3095,3810332,3813427,3094,True
L08-4,2,0,3094,2999,1,14240,14241,3095,33488,36583,3094,True
L08-4,2,1,7,2998,1,14243,14244,-5,69480,69474,-7,True
L08-4,2,2,3093,2999,1,14245,14246,3094,852784,855878,3093,True
L08-4,2,3,3093,2999,1,14247,14300,3094,1073666,1076760,3093,True
L08-4,2,4,3093,2999,1,14302,14305,3094,1282608,1285702,3093,True
L08-4,2,5,3094,2999,1,14306,14406,3095,1305663,1308758,3094,True
L08-4,2,6,3094,2999,1,14407,14408,3095,1857465,1860560,3094,True
L08-4,2,7,3092,2999,1,14415,14498,3093,2119754,2122847,3092,True
L08-4,2,8,3094,2999,1,14499,14500,3095,2148319,2151414,3094,True
L08-4,2,9,3094,2999,1,14501,14502,3095,2349827,2352922,3094,True
L08-4,2,10,3095,2999,1,14503,14506,3096,2435831,2438927,3095,True
L08-4,2,11,3094,2999,1,14507,14530,3095,2989350,2992445,3094,True
L08-4,2,12,3094,2999,1,14534,14535,3095,3031698,3034793,3094,True
L08-4,2,14,3094,2999,1,14537,14539,3095,3621055,3624150,3094,True
L08-4,2,15,3093,2999,1,14540,14541,3094,3802751,3805845,3093,True
L09-1,1,0,4090,2999,1,14542,14550,4091,394735,398826,4090,True
L09-1,1,1,3094,2999,1,14633,14637,3095,771655,774750,3094,True
L09-1,1,2,3095,2999,1,14638,14640,3096,1088919,1092015,3095,True
L09-1,1,3,3095,2999,1,14641,14644,3096,1286892,1289988,3095,True
L09-1,1,4,4092,2997,1,14645,14646,4095,1701845,1705938,4092,True
L09-1,1,5,4089,2999,1,14647,14651,4090,1757027,1761117,4089,True
L09-1,1,6,4090,2999,1,14652,14653,4091,2264578,2268669,4090,True
L09-1,1,7,3094,2999,1,14655,14657,3095,2332555,2335650,3094,True
L09-1,1,8,3093,2999,1,14658,14659,3094,3160067,3163161,3093,True
L09-1,1,9,3094,2999,1,14661,14662,3095,3505871,3508966,3094,True
L09-1,1,10,4090,2999,1,14664,14665,4091,3583602,3587693,4090,True
L09-1,1,11,3095,2999,1,14667,14668,3096,3743054,3746150,3095,True
L09-1,2,0,4089,2999,1,14670,14671,4090,42329,46419,4089,True
L09-1,2,1,4090,2798,1,14672,14680,4292,394486,398577,4090,True
L09-1,2,2,3094,2999,1,14763,14767,3095,771375,774470,3094,True
L09-1,2,3,3094,2999,1,14768,14770,3095,1088619,1091714,3094,True
L09-1,2,4,3093,2999,1,14771,14774,3094,1286587,1289681,3093,True
L09-1,2,6,4088,2999,1,14776,14780,4089,1746773,1750862,4088,True
L09-1,2,7,4090,2999,1,14781,14782,4091,2254292,2258383,4090,True
L09-1,2,8,3095,2999,1,14784,14785,3096,2301987,2305083,3095,True
L09-1,2,9,3092,2999,1,14786,14788,3093,2322264,2325357,3092,True
L09-1,2,10,3094,2999,1,14789,14790,3095,3157547,3160642,3094,True
L09-1,2,11,3095,2999,1,14792,14793,3096,3503331,3506427,3095,True
L09-1,2,12,4087,2999,347,14795,14796,4434,3581058,3585146,4087,True
L09-1,2,13,3094,2999,1,14798,14799,3095,3740153,3743248,3094,True
L09-2,1,0,8,2999,1,14814,14822,-7,390635,390628,-8,True
L09-2,1,1,3095,2999,1,14905,14909,3096,763453,766549,3095,True
L09-2,1,2,3095,2999,1,14910,14912,3096,1080725,1083821,3095,True
L09-2,1,3,3095,2999,1,14913,14916,3096,1278707,1281803,3095,True
L09-2,1,5,4089,2665,1,14918,14919,4424,2243392,2247482,4089,True
L09-2,1,6,3095,2999,1,14921,14923,3096,2308265,2311361,3095,True
L09-2,1,7,3095,2999,1,14924,14925,3096,3135783,3138879,3095,True
L09-2,1,8,3095,2999,1,14927,14928,3096,3481600,3484696,3095,True
L09-2,1,9,4090,2999,1,14930,14931,4091,3559327,3563418,4090,True
L09-2,1,10,171529,2999,1,14933,14934,171530,3718777,3890307,171529,False
L09-2,2,0,3093,2999,1,14936,14940,3094,763447,766541,3093,True
L09-2,2,1,3094,2999,1,14941,14943,3095,1083807,1086902,3094,True
L09-2,2,2,3095,2999,1,14944,14947,3096,1281785,1284881,3095,True
L09-2,2,3,8,2999,1,14948,14949,-7,1412348,1412341,-8,True
L09-2,2,4,56471,2999,1,14953,14955,56470,1636785,1693255,-56471,False
L09-2,2,6,3095,2999,1,14958,14960,3096,2291942,2295038,3095,True
L09-2,2,7,3095,2999,1,14961,14962,3096,3119464,3122560,3095,True
L09-2,2,8,3095,2999,1,14964,14965,3096,3465283,3468379,3095,True
L09-2,2,9,4090,2795,277,14967,14968,4571,3542808,3546899,4090,True
L09-2,2,10,3094,2999,1,14970,14971,3095,3701985,3705080,3094,True
L09-2,2,11,3094,2999,1,14974,14976,3095,3873512,3876607,3094,True
L09-3,1,0,4091,2999,1,14977,14985,4092,398819,402911,4091,True
L09-3,1,1,3093,2999,1,15068,15072,3094,775726,778820,3093,True
L09-3,1,2,3093,2999,1,15073,15075,3094,1092986,1096080,3093,True
L09-3,1,3,3094,2999,1,15076,15079,3095,1290954,1294049,3094,True
L09-3,1,5,4104,2998,14,15081,15085,4119,1755373,1759478,4104,True
L09-3,1,6,4089,2999,1,15086,15087,4090,2268432,2272522,4089,True
L09-3,1,7,3095,2999,1,15089,15091,3096,2333303,2336399,3095,True
L09-3,1,8,3094,2999,1,15092,15093,3095,3160816,3163911,3094,True
L09-3,1,9,3095,2999,1,15095,15096,3096,3506626,3509722,3095,True
L09-3,1,10,4088,2999,228,15098,15099,4316,3584355,3588444,4088,True
L09-3,1,11,3095,2999,1,15101,15102,3096,3743569,3746665,3095,True
L09-3,2,0,4089,2999,143,15104,15184,4232,157047,161137,4089,True
L09-3,2,1,7,2998,1,15186,15532,-5,374905,374899,-7,True
L09-3,2,2,4093,2999,1,15533,15541,4094,394595,398689,4093,True
L09-3,2,3,3095,2999,1,15624,15628,3096,771526,774622,3095,True
L09-3,2,4,3095,2999,1,15629,15631,3096,1088802,1091898,3095,True
L09-3,2,5,3094,2999,1,15632,15635,3095,1286783,1289878,3094,True
L09-3,2,6,4091,2999,1,15636,15637,4092,1643887,1647979,4091,True
L09-3,2,7,4091,2999,1,15640,15643,4092,1700150,1704242,4091,True
L09-3,2,8,4251,2998,700,15644,15648,4952,1755349,1759601,4251,True
L09-3,2,10,4091,2999,1,15652,15653,4092,2181094,2185186,4091,True
L09-3,2,11,4091,2999,1,15654,15655,4092,2269808,2273900,4091,True
L09-3,2,12,3095,2999,1,15657,15659,3096,2334688,2337784,3095,True
L09-3,2,13,3096,2999,1,15660,15661,3097,3169731,3172828,3096,True
L09-3,2,14,3095,2999,1,15663,15664,3096,3519655,3522751,3095,True
L09-3,2,15,4090,2999,1,15666,15667,4091,3597385,3601476,4090,True
L09-3,2,16,3094,2999,1,15669,15670,3095,3756608,3759703,3094,True
L09-4,1,0,4089,2999,1,15672,15680,4090,386240,390330,4089,True
L09-4,1,1,3094,2999,1,15763,15767,3095,763154,766249,3094,True
L09-4,1,2,3094,2999,1,15768,15770,3095,1080421,1083516,3094,True
L09-4,1,3,3093,2999,1,15771,15774,3094,1278391,1281485,3093,True
L09-4,1,4,4092,2997,1,15775,15776,4095,1693326,1697419,4092,True
L09-4,1,5,4092,2712,1,15777,15778,4380,2251670,2255763,4092,True
L09-4,1,6,3093,2999,1,15780,15782,3094,2316550,2319644,3093,True
L09-4,1,7,3095,2999,1,15783,15784,3096,3144052,3147148,3095,True
L09-4,1,8,3094,2999,1,15786,15787,3095,3489864,3492959,3094,True
L09-4,1,9,4091,2999,1,15789,15790,4092,3567586,3571678,4091,True
L09-4,1,10,3095,2999,1,15792,15793,3096,3727034,3730130,3095,True
L09-4,2,0,4091,2999,1,15795,15796,4092,152802,156894,4091,True
L09-4,2,1,4091,2999,1,15797,15805,4092,386379,390471,4091,True
L09-4,2,2,3095,2999,1,15888,15892,3096,763305,766401,3095,True
L09-4,2,3,3094,2999,1,15893,15895,3095,1080571,1083666,3094,True
L09-4,2,4,3094,2999,1,15896,15899,3095,1278549,1281644,3094,True
L09-4,2,5,4091,2999,1,15900,15901,4092,1693502,1697594,4091,True
L09-4,2,6,4090,2999,1,15902,15903,4091,2254966,2259057,4090,True
L09-4,2,7,3094,2999,1,15905,15907,3095,2319840,2322935,3094,True
L09-4,2,8,3094,2999,1,15908,15909,3095,3147354,3150449,3094,True
L09-4,2,9,3094,2999,1,15911,15912,3095,3493175,3496270,3094,True
L09-4,2,10,4091,2999,1,15914,15915,4092,3570903,3574995,4091,True
L09-4,2,11,3095,2999,1,15917,15918,3096,3730356,3733452,3095,True
L09-4,2,12,84,2998,1,15920,15921,86,3852079,3852164,84,True
L10-1,1,0,3094,2999,1,15922,15923,3095,120548,123643,3094,True
L10-1,1,1,3095,2999,1,15924,15927,3096,1276755,1279851,3095,True
L10-1,1,2,3095,2999,1,15928,15929,3096,1918388,1921484,3095,True
L10-1,1,3,3094,2999,1,15930,15931,3095,2024619,2027714,3094,True
L10-1,1,4,3095,2999,1,15932,15933,3096,2088173,2091269,3095,True
L10-1,1,5,3094,2999,1,15934,15935,3095,2529749,2532844,3094,True
L10-1,1,6,3093,2999,1,15940,15943,3094,2768650,2771744,3093,True
L10-1,1,7,3094,2999,1,15947,15948,3095,3583493,3586588,3094,True
L10-1,1,8,8606,2999,1,15951,15953,8607,3720119,3728726,8606,True
L10-1,1,9,3094,2999,1,15957,15958,3095,3965851,3968946,3094,True
L10-1,2,0,3094,2999,1,15960,15961,3095,120548,123643,3094,True
L10-1,2,1,3095,2999,1,15962,15965,3096,850456,853552,3095,True
L10-1,2,2,3092,2999,245,15966,15969,3337,1275872,1278965,3092,True
L10-1,2,3,3094,2999,1,15970,15971,3095,1923463,1926558,3094,True
L10-1,2,4,3095,2999,1,15972,15973,3096,2029693,2032789,3095,True
L10-1,2,5,3093,2999,1,15974,15975,3094,2093248,2096342,3093,True
L10-1,2,6,3094,2999,1,15976,15977,3095,2495432,2498527,3094,True
L10-1,2,7,3093,2999,955,15978,15979,4048,2534824,2537918,3093,True
L10-1,2,8,459350,2994,1,15984,15986,-459346,3211847,2752496,459350,False
L10-1,2,9,3095,2999,1,15990,15991,3096,3564252,3567348,3095,True
L10-1,2,10,8606,2999,1,15994,15996,8607,3700879,3709486,8606,True
L10-1,2,11,7,2998,1,16000,16002,-5,3878616,3878610,-7,True
