group,start,end,depth,length,start_fix,end_fix,is_start,is_end,line,gen_id
3,157186,1725839,1.0,1568654,161276,1759650,3,21,L09-3,3
4,1725840,1726370,0.0,531,1759651,1760181,21,22,L09-3,3
5,1726371,1891061,1.0,164691,1760182,1924872,22,24,L09-3,3
6,1891062,1897311,0.0,6250,1924873,1934216,24,27,L09-3,3
7,1897312,3019542,1.0,1122231,1934217,3067719,27,36,L09-3,3
8,3019543,3020192,0.0,650,3067720,3068369,36,37,L09-3,3
9,3020193,3936060,1.0,915868,3068370,3997607,37,-1,L09-3,3
1,1,152788,1.0,152788,1,152788,-1,1,L09-4,2
2,152789,161261,0.0,8473,152789,161261,1,2,L09-4,2
3,161262,2238530,1.0,2077269,161262,2255988,2,13,L09-4,2
4,2238531,2238816,0.0,286,2255989,2256274,13,14,L09-4,2
5,2238817,3815303,1.0,1576487,2256275,3853313,14,26,L09-4,2
6,3815304,3815385,0.0,82,3853314,3853395,26,27,L09-4,2
7,3815386,3947620,1.0,132235,3853396,3985630,27,-1,L09-4,2
1,1,3938895,1.0,3938895,1,3985080,-1,-1,L09-4,3
1,1,847306,1.0,847306,1,850399,-1,3,L10-1,2
2,847307,849376,0.0,2070,850400,852469,3,4,L10-1,2
3,849377,3948368,1.0,3098992,852470,3982402,4,-1,L10-1,2
1,1,1126365,1.0,1126365,1,1132552,-1,5,L10-1,3
2,1126366,1130351,0.0,3986,1132553,1136538,5,6,L10-1,3
3,1130352,1270566,1.0,140215,1136539,1276753,6,7,L10-1,3
4,1270567,1270812,0.0,246,1276754,1280093,7,9,L10-1,3
5,1270813,2508093,1.0,1237281,1280094,2529748,9,20,L10-1,3
6,2508094,2509049,0.0,956,2532842,2533797,20,22,L10-1,3
7,2509050,2720526,1.0,211477,2533798,2745274,22,23,L10-1,3
8,2720527,2743901,0.0,23375,2745275,2768649,23,24,L10-1,3
9,2743902,3910851,1.0,1166950,2771742,3953483,24,33,L10-1,3
10,3910852,3923218,0.0,12367,3953484,3965850,33,34,L10-1,3
11,3923219,3946535,1.0,23317,3968944,3992260,34,-1,L10-1,3
1,1,120541,1.0,120541,1,120541,-1,1,L10-2,2
2,120542,125371,3.0,4830,123635,128464,1,3,L10-2,2
3,125372,136190,2.0,10819,128465,139283,3,5,L10-2,2
4,136191,1901650,1.0,1765460,139284,1907836,5,12,L10-2,2
5,1901651,1913945,0.0,12295,1907837,1923225,12,15,L10-2,2
6,1913946,3043947,1.0,1130002,1923226,3065600,15,26,L10-2,2
7,3043948,3044334,0.0,387,3065601,3065987,26,27,L10-2,2
8,3044335,3910895,1.0,866561,3065988,3941837,27,33,L10-2,2
9,3910896,3925052,0.0,14157,3941838,3955994,33,34,L10-2,2
10,3925053,3948368,1.0,23316,3955995,3982402,34,-1,L10-2,2
1,1,116657,1.0,116657,1,116657,-1,1,L10-2,3
2,116658,141032,0.0,24375,116658,147218,1,6,L10-2,3
3,141033,3942315,1.0,3801283,153418,4026576,6,-1,L10-2,3
1,1,120145,1.0,120145,1,120145,-1,2,L10-3,2
2,120146,120541,0.0,396,120146,120541,2,3,L10-3,2
3,120542,1382453,1.0,1261912,123635,1388639,3,8,L10-3,2
4,1382454,1399801,0.0,17348,1388640,1405987,8,9,L10-3,2
5,1399802,2073386,1.0,673585,1405988,2085759,9,14,L10-3,2
6,2073387,2074655,0.0,1269,2085760,2087028,14,15,L10-3,2
7,2074656,3923798,1.0,1849143,2087029,3954740,15,26,L10-3,2
8,3923799,3925053,0.0,1255,3954741,3955995,26,27,L10-3,2
9,3925054,3948368,1.0,23315,3959088,3982402,27,-1,L10-3,2
1,1,117977,1.0,117977,1,121070,-1,1,L10-3,3
2,117978,120162,0.0,2185,121071,123255,1,3,L10-3,3
3,120163,1008847,1.0,888685,126349,1020444,3,8,L10-3,3
4,1008848,1009802,0.0,955,1020445,1021399,8,9,L10-3,3
5,1009803,1377113,1.0,367311,1021400,1391803,9,12,L10-3,3
6,1377114,1383223,0.0,6110,1391804,1404107,12,15,L10-3,3
7,1383224,1933695,1.0,550472,1404108,1957672,15,18,L10-3,3
8,1933696,1957397,0.0,23702,1957673,1981374,18,19,L10-3,3
9,1957398,3475389,1.0,1517992,1981375,3518718,19,32,L10-3,3
10,3475390,3538739,2.0,63350,3518719,3582068,32,33,L10-3,3
11,3538740,3892092,1.0,353353,3585162,3947809,33,39,L10-3,3
12,3892093,3905037,0.0,12945,3947810,3960754,39,40,L10-3,3
13,3905038,3928356,1.0,23319,3963849,3987167,40,-1,L10-3,3
1,1,118315,1.0,118315,1,118315,-1,1,L10-4,2
2,118316,120896,0.0,2581,118316,123989,1,4,L10-4,2
3,120897,3924884,1.0,3803988,123990,3955826,4,25,L10-4,2
4,3924885,3925053,0.0,169,3955827,3955995,25,26,L10-4,2
5,3925054,3948368,1.0,23315,3959088,3982402,26,-1,L10-4,2
1,1,1270036,1.0,1270036,1,1273129,-1,5,L10-4,3
2,1270037,1270272,0.0,236,1273130,1276458,5,7,L10-4,3
3,1270273,1908254,1.0,637982,1276459,1920625,7,14,L10-4,3
4,1908255,1908584,0.0,330,1920626,1920955,14,15,L10-4,3
5,1908585,2281965,1.0,373381,1924049,2303615,15,23,L10-4,3
6,2281966,2311870,2.0,29905,2303616,2333520,23,24,L10-4,3
7,2311871,3688375,1.0,1376505,2336615,3725493,24,37,L10-4,3
8,3688376,3688641,0.0,266,3725494,3725759,37,38,L10-4,3
9,3688642,3945803,1.0,257162,3731954,3992207,38,-1,L10-4,3
1,1,3967141,1.0,3967141,1,4004265,-1,-1,L11-1,2
1,1,161100,1.0,161100,1,164194,-1,3,L11-1,3
2,161101,161296,0.0,196,167289,167484,3,5,L11-1,3
3,161297,1210929,1.0,1049633,167485,1226389,5,12,L11-1,3
4,1210930,1231586,0.0,20657,1226390,1247046,12,13,L11-1,3
5,1231587,3630160,1.0,2398574,1247047,3676553,13,34,L11-1,3
6,3630161,3634397,0.0,4237,3676554,3680790,34,36,L11-1,3
7,3634398,3714446,1.0,80049,3680791,3760839,36,37,L11-1,3
8,3714447,3714622,0.0,176,3760840,3761015,37,38,L11-1,3
9,3714623,3966427,1.0,251805,3761016,4019007,38,-1,L11-1,3
1,1,1271800,1.0,1271800,1,1281078,-1,8,L11-2,2
2,1271801,1286413,2.0,14613,1284173,1298785,8,10,L11-2,2
3,1286414,2075355,1.0,788942,1298786,2093913,10,17,L11-2,2
4,2075356,2080403,2.0,5048,2093914,2098961,17,18,L11-2,2
5,2080404,2111576,3.0,31173,2098962,2130134,18,19,L11-2,2
6,2111577,3967141,1.0,1855565,2133231,4004265,19,-1,L11-2,2
1,1,1271522,1.0,1271522,1,1283895,-1,11,L11-2,3
2,1271523,1286137,2.0,14615,1283896,1301603,11,13,L11-2,3
3,1286138,1286218,0.0,81,1304699,1304779,13,15,L11-2,3
4,1286219,1860128,1.0,573910,1304780,1891062,15,24,L11-2,3
5,1860129,1860320,0.0,192,1891063,1894347,24,26,L11-2,3
6,1860321,2125662,1.0,265342,1894348,2162782,26,30,L11-2,3
7,2125663,2130714,0.0,5052,2165876,2170927,30,-1,L11-2,3
8,2130715,2156645,1.0,25931,2170928,2196858,-1,-1,L11-2,3
9,2156646,2193040,0.0,36395,2196859,2236346,-1,34,L11-2,3
10,2193041,4048373,1.0,1855333,2239440,4113329,34,-1,L11-2,3
1,1,2429642,1.0,2429642,1,2454387,-1,17,L11-3,2
2,2429643,2429808,0.0,166,2457484,2457649,17,19,L11-3,2
3,2429809,3604823,1.0,1175015,2457650,3635758,19,22,L11-3,2
4,3604824,3632891,0.0,28068,3635759,3666921,22,25,L11-3,2
5,3632892,3967141,1.0,334250,3666922,4004265,25,-1,L11-3,2
1,1,1845527,1.0,1845527,1,1864089,-1,13,L11-3,3
2,1845528,1868423,0.0,22896,1864090,1886985,13,15,L11-3,3
3,1868424,3938152,1.0,2069729,1886986,3975273,15,-1,L11-3,3
1,1,1978700,1.0,1978700,1,1997258,-1,17,L11-4,2
2,1978701,1996263,0.0,17563,1997259,2014821,17,18,L11-4,2
3,1996264,2111576,1.0,115313,2014822,2130134,18,19,L11-4,2
4,2111577,2117111,0.0,5535,2133231,2138765,19,21,L11-4,2
5,2117112,2429642,1.0,312531,2138766,2454387,21,24,L11-4,2
6,2429643,2434684,0.0,5042,2457484,2462525,24,26,L11-4,2
7,2434685,3967141,1.0,1532457,2462526,4004265,26,-1,L11-4,2
1,1,161100,1.0,161100,1,164193,-1,3,L11-4,3
2,161101,381042,2.0,219942,167287,390321,3,7,L11-4,3
3,381043,1845346,1.0,1464304,393415,1873186,7,21,L11-4,3
4,1845347,1845536,0.0,190,1873187,1873376,21,22,L11-4,3
5,1845537,3912458,1.0,2066922,1873377,3978933,22,49,L11-4,3
6,3912459,3913930,0.0,1472,3978934,3980405,49,50,L11-4,3
7,3913931,3938293,1.0,24363,3983500,4007862,50,-1,L11-4,3
