gene,synonyms,bnumber,strand,start,end
thrL,b0001;ECK0001;JW4367,b0001,True,189,255
yfcH,b2304;ECK2298;JW2301,b2304,True,1992074,1992968
yfcI,b2305;ECK2299;JW2302,b2305,True,1993015,1993906
hisP,b2306;ECK2300;JW2303,b2306,True,1994102,1994876
hisM,b2307;ECK2301;JW2304,b2307,True,1994883,1995600
hisQ,b2308;ECK2302;JW2305,b2308,True,1995596,1996283
hisJ,b2309;ECK2303;JW2306,b2309,True,1996372,1997155
argT,b2310;ECK2304;JW2307,b2310,True,1997375,1998158
ubiX,b2311;ECK2305;JW2308,b2311,True,1998423,1998993
purF,b2312;ECK2306;JW2309,b2312,True,1999087,2000605
cvpA,b2313;ECK2307;JW2310,b2313,True,2000641,2001130
dedD,b2314;ECK2308;JW5378,b2314,True,2001388,2002051
folC,b2315;ECK2309;JW2312,b2315,True,2002040,2003309
accD,b2316;ECK2310;JW2313,b2316,True,2003378,2004293
dedA,b2317;ECK2311;JW2314,b2317,True,2004448,2005108
truA,b2318;ECK2312;JW2315,b2318,True,2005190,2006003
usg,b2319;ECK2313;JW2316,b2319,True,2006002,2007016
pdxB,b2320;ECK2314;JW2317,b2320,True,2007081,2008218
flk,b2321;ECK2315;JW2318,b2321,True,2008316,2009312
yfcJ,b2322;ECK2316;JW2319,b2322,True,2009308,2010487
fabB,b2323;ECK2317;JW2320,b2323,True,2010751,2011972
trmC,b2324;ECK2318;JW5380,b2324,True,2012130,2014137
yfcL,b2325;ECK2319;JW2322,b2325,True,2014257,2014536
yfcM,b2326;ECK2320;JW5381,b2326,True,2014569,2015118
yfcA,b2327;ECK2321;JW2324,b2327,True,2015117,2015927
mepA,b2328;ECK2322;JW2325,b2328,True,2015926,2016751
aroC,b2329;ECK2323;JW2326,b2329,True,2016754,2017840
prmB,b2330;ECK2324;JW5841,b2330,True,2017874,2018807
yfcN,b2331;ECK2325;JW2328,b2331,True,2018972,2019524
yfcO,b2332;ECK2326;JW2329,b2332,True,2019594,2020416
yfcP,b2333;ECK2327;JW2330,b2333,True,2020417,2020957
yfcQ,b2334;ECK2328;JW2331,b2334,True,2020953,2021442
yfcR,b2335;ECK2329;JW2332,b2335,True,2021438,2021951
yfcS,b2336;ECK2330;JW2333,b2336,True,2021950,2022703
yfcT,b2337;ECK2331;JW2334,b2337,True,2022722,2023619
yfcU,b2338;ECK2332;JW2335,b2338,True,2023631,2025368
yfcV,b2339;ECK2333;JW2336,b2339,True,2025449,2026013
sixA,b2340;ECK2334;JW2337,b2340,True,2026693,2027179
yfcX,b2341;ECK2335;JW2338,b2341,True,2027381,2029526
yfcY,b2342;ECK2336;JW2339,b2342,True,2029525,2030836
yfcZ,b2343;ECK2337;JW2340,b2343,True,2031016,2031301
fadL,b2344;ECK2338;JW2341,b2344,True,2031666,2033013
yfdF,b2345;ECK2339;JW2342,b2345,True,2033378,2034437
vacJ,b2346;ECK2340;JW2343,b2346,True,2034618,2035374
yfdC,b2347;ECK2341;JW2344,b2347,True,2035667,2036600
argW,b2348;ECK2342;JWR0044,b2348,True,2036675,2036750
torI,b4501;ECK2359;JW5387,b4501,True,2037042,2037243
dsdC,b2364;ECK2360;JW2361,b2364,True,2037426,2038362
dsdX,b2365;ECK2361;JW2362,b2365,True,2038579,2039917
dsdA,b2366;ECK2362;JW2363,b2366,True,2039934,2041263
emrY,b2367;ECK2363;JW2364,b2367,True,2041370,2042909
emrK,b2368;ECK2364;JW2365,b2368,True,2042908,2044072
evgA,b2369;ECK2365;JW2366,b2369,True,2044487,2045102
evgS,b2370;ECK2366;JW2367,b2370,True,2045106,2048700
yfdE,b2371;ECK2367;JW2368,b2371,True,2048755,2049901
yfdV,b2372;ECK2368;JW2369,b2372,True,2049974,2050919
oxc,b2373;ECK2369;JW2370,b2373,True,2050988,2052683
frc,b2374;ECK2370;JW2371,b2374,True,2052736,2053987
yfdX,b2375;ECK2371;JW2372,b2375,True,2054499,2055135
ypdI,b2376;ECK2372;JW2373,b2376,True,2055430,2055706
yfdY,b2377;ECK2373;JW2374,b2377,True,2055782,2056025
ddg,b2378;ECK2374;JW2375,b2378,True,2056377,2057298
yfdZ,b2379;ECK2375;JW2376,b2379,True,2057789,2059028
ypdA,b2380;ECK2376;JW5388,b2380,True,2059403,2061101
ypdB,b2381;ECK2377;JW2378,b2381,True,2061115,2061850
ypdC,b2382;ECK2378;JW2379,b2382,True,2061862,2062720
ypdD,b2383;ECK2379;JW2380,b2383,True,2062722,2065218
ypdE,b2384;ECK2380;JW2381,b2384,True,2065242,2066280
ypdF,b2385;ECK2381;JW2382,b2385,True,2066279,2067365
ypdG,b2386;ECK2382;JW2383,b2386,True,2067379,2068627
ypdH,b2387;ECK2383;JW5389,b2387,True,2068648,2068975
glk,b2388;ECK2384;JW2385,b2388,True,2069193,2070159
alaX,b2396;ECK2390;JWR0046,b2396,True,2070454,2070530
alaW,b2397;ECK2391;JWR0045,b2397,True,2070569,2070645
yfeC,b2398;ECK2392;JW2393,b2398,True,2070880,2071225
yfeD,b2399;ECK2393;JW2394,b2399,True,2071226,2071619
gltX,b2400;ECK2394;JW2395,b2400,True,2071670,2073086
valU,b2401;ECK2395;JWR0047,b2401,True,2073344,2073420
valX,b2402;ECK2396;JWR0048,b2402,True,2073464,2073540
valY,b2403;ECK2397;JWR0049,b2403,True,2073586,2073662
lysV,b2404;ECK2398;JWR0050,b2404,True,2073666,2073742
xapR,b2405;ECK2399;JW2396,b2405,True,2074009,2074894
xapB,b2406;ECK2400;JW2397,b2406,True,2075145,2076402
xapA,b2407;ECK2401;JW2398,b2407,True,2076461,2077295
yfeN,b2408;ECK2402;JW2399,b2408,True,2077543,2078308
yfeR,b2409;ECK2403;JW2400,b2409,True,2078346,2079273
yfeH,b2410;ECK2404;JW5876,b2410,True,2079362,2080361
ypeB,b4546;ECK2405;JW5877,b4546,True,2080357,2080576
ligA,b2411;ECK2406;JW2403,b2411,True,2080577,2082593
zipA,b2412;ECK2407;JW2404,b2412,True,2082663,2083650
cysZ,b2413;ECK2408;JW2406,b2413,True,2083879,2084641
cysK,b2414;ECK2409;JW2407,b2414,True,2084825,2085797
ptsH,b2415;ECK2410;JW2408,b2415,True,2086180,2086438
ptsI,b2416;ECK2411;JW2409,b2416,True,2086482,2088210
crr,b2417;ECK2412;JW2410,b2417,True,2088250,2088760
pdxK,b2418;ECK2413;JW2411,b2418,True,2088802,2089654
yfeK,b2419;ECK2414;JW2412,b2419,True,2089758,2090133
yfeS,b2420;ECK2415;JW2413,b2420,True,2090165,2090900
cysM,b2421;ECK2416;JW2414,b2421,True,2091088,2092000
cysA,b2422;ECK2417;JW2415,b2422,True,2092133,2093231
cysW,b2423;ECK2418;JW2416,b2423,True,2093220,2094096
cysU,b2424;ECK2419;JW2417,b2424,True,2094095,2094929
cysP,b2425;ECK2420;JW2418,b2425,True,2094928,2095945
ucpA,b2426;ECK2421;JW5394,b2426,True,2096248,2097040
yfeT,b2427;ECK2422;JW2420,b2427,True,2097168,2098026
yfeU,b2428;ECK2423;JW2421,b2428,True,2098189,2099086
murP,b2429;ECK2424;JW2422,b2429,True,2099089,2100514
yfeW,b2430;ECK2425;JW5395,b2430,True,2100518,2101823
yfeX,b2431;ECK2426;JW2424,b2431,True,2102062,2102962
yfeY,b2432;ECK2427;JW2425,b2432,True,2103057,2103633
yfeZ,b2433;ECK2428;JW2426,b2433,True,2103693,2104143
ypeA,b2434;ECK2429;JW2427,b2434,True,2104129,2104555
amiA,b2435;ECK2430;JW2428,b2435,True,2104768,2105638
hemF,b2436;ECK2431;JW2429,b2436,True,2105641,2106541
yfeG,b2437;ECK2432;JW2430,b2437,True,2106546,2107599
yffI,b2438;ECK2433;JW2431,b2438,True,2107644,2108145
eutL,b2439;ECK2434;JW2432,b2439,True,2108157,2108817
eutC,b2440;ECK2435;JW2433,b2440,True,2108826,2109714
eutB,b2441;ECK2436;JW2434,b2441,True,2109734,2111096
eutA,b2451;ECK2446;JW2435,b2451,True,2111107,2112511
eutH,b2452;ECK2447;JW2436,b2452,True,2112507,2113734
eutG,b2453;ECK2448;JW2437,b2453,True,2113950,2115138
eutJ,b2454;ECK2449;JW2438,b2454,True,2115127,2115964
eutE,b2455;ECK2450;JW2439,b2455,True,2115974,2117378
cchB,b2456;ECK2451;JW2440,b2456,True,2117389,2117677
cchA,b2457;ECK2452;JW2441,b2457,True,2117783,2118077
eutI,b2458;ECK2453;JW2442,b2458,True,2118115,2119132
eutT,b2459;ECK2454;JW2443,b2459,True,2119128,2119932
eutQ,b2460;ECK2455;JW2444,b2460,True,2119928,2120630
eutP,b2461;ECK2456;JW2445,b2461,True,2120604,2121084
ypfE,b2462;ECK2457;JW2446,b2462,True,2121096,2121432
maeB,b2463;ECK2458;JW2447,b2463,True,2121724,2124004
talA,b2464;ECK2459;JW2448,b2464,True,2124292,2125243
tktB,b2465;ECK2460;JW2449,b2465,True,2125262,2127266
ypfG,b2466;ECK2461;JW2450,b2466,True,2127360,2128404
yffH,b2467;ECK2462;JW2451,b2467,True,2128529,2129105
aegA,b2468;ECK2463;JW2452,b2468,True,2129172,2131152
narQ,b2469;ECK2464;JW2453,b2469,True,2131357,2133058
acrD,b2470;ECK2465;JW2454,b2470,True,2133221,2136335
yffB,b2471;ECK2466;JW2455,b2471,True,2136873,2137230
dapE,b2472;ECK2467;JW2456,b2472,True,2137233,2138361
ypfN,b4547;ECK2468;JW2457,b4547,True,2138388,2138589
ypfH,b2473;ECK2469;JW5396,b2473,True,2138698,2139397
ypfI,b2474;ECK2470;JW2459,b2474,True,2139470,2141486
ypfJ,b2475;ECK2471;JW2460,b2475,True,2141500,2142364
purC,b2476;ECK2472;JW2461,b2476,True,2142531,2143245
nlpB,b2477;ECK2473;JW2462,b2477,True,2143457,2144492
dapA,b2478;ECK2474;JW2463,b2478,True,2144508,2145387
gcvR,b2479;ECK2475;JW2464,b2479,True,2145532,2146105
bcp,b2480;ECK2476;JW2465,b2480,True,2146104,2146575
hyfA,b2481;ECK2477;JW2466,b2481,True,2146827,2147445
hyfB,b2482;ECK2478;JW2467,b2482,True,2147444,2149463
hyfC,b2483;ECK2479;JW2468,b2483,True,2149473,2150421
hyfD,b2484;ECK2480;JW2469,b2484,True,2150437,2151877
hyfE,b2485;ECK2481;JW2470,b2485,True,2151888,2152539
hyfF,b2486;ECK2482;JW2471,b2486,True,2152543,2154124
hyfG,b2487;ECK2483;JW2472,b2487,True,2154113,2155781
hyfH,b2488;ECK2484;JW2473,b2488,True,2155790,2156336
hyfI,b2489;ECK2485;JW5805,b2489,True,2156332,2157091
hyfJ,b2490;ECK2486;JW2475,b2490,True,2157083,2157497
hyfR,b2491;ECK2487;JW2476,b2491,True,2157526,2159539
focB,b2492;ECK2488;JW2477,b2492,True,2159560,2160409
yfgO,b2493;ECK2489;JW2478,b2493,True,2160446,2161508
yfgC,b2494;ECK2490;JW2479,b2494,True,2161720,2163184
yfgD,b2495;ECK2491;JW2480,b2495,True,2163204,2163564
hda,b2496;ECK2492;JW5397,b2496,True,2163701,2164448
uraA,b2497;ECK2493;JW2482,b2497,True,2164497,2165787
upp,b2498;ECK2494;JW2483,b2498,True,2165872,2166499
purM,b2499;ECK2495;JW2484,b2499,True,2166823,2167861
purN,b2500;ECK2496;JW2485,b2500,True,2167860,2168499
ppk,b2501;ECK2497;JW2486,b2501,True,2168670,2170737
ppx,b2502;ECK2498;JW2487,b2502,True,2170741,2172283
yfgF,b2503;ECK2499;JW2488,b2503,True,2172321,2174565
yfgG,b2504;ECK2500;JW5399,b2504,True,2174916,2175108
yfgH,b2505;ECK2501;JW5400,b2505,True,2175418,2175937
yfgI,b2506;ECK2502;JW2490,b2506,True,2175952,2176492
guaA,b2507;ECK2503;JW2491,b2507,True,2176584,2178162
guaB,b2508;ECK2504;JW5401,b2508,True,2178230,2179697
xseA,b2509;ECK2505;JW2493,b2509,True,2179858,2181229
yfgJ,b2510;ECK2506;JW5402,b2510,True,2181225,2181441
der,b2511;ECK2507;JW5403,b2511,True,2181510,2182983
yfgL,b2512;ECK2508;JW2496,b2512,True,2183100,2184279
yfgM,b2513;ECK2509;JW2497,b2513,True,2184289,2184910
hisS,b2514;ECK2510;JW2498,b2514,True,2184927,2186202
ispG,b2515;ECK2511;JW2499,b2515,True,2186312,2187431
yfgA,b2516;ECK2512;JW2500,b2516,True,2187457,2188471
yfgB,b2517;ECK2513;JW2501,b2517,True,2188755,2189910
ndk,b2518;ECK2514;JW2502,b2518,True,2190059,2190491
pbpC,b2519;ECK2515;JW2503,b2519,True,2190639,2192952
yfhM,b2520;ECK2516;JW2504,b2520,True,2192952,2197914
sseA,b2521;ECK2517;JW2505,b2521,True,2198120,2198966
ryfA,b4440;ECK2518;JWR0244,b4440,True,2199481,2199785
sseB,b2522;ECK2519;JW5404,b2522,True,2199783,2200560
pepB,b2523;ECK2520;JW2507,b2523,True,2200701,2201985
yfhJ,b2524;ECK2521;JW2508,b2524,True,2202162,2202363
fdx,b2525;ECK2522;JW2509,b2525,True,2202374,2202710
hscA,b2526;ECK2523;JW2510,b2526,True,2202711,2204562
hscB,b2527;ECK2524;JW2511,b2527,True,2204578,2205094
iscA,b2528;ECK2525;JW2512,b2528,True,2205189,2205513
iscU,b2529;ECK2526;JW2513,b2529,True,2205529,2205916
iscS,b2530;ECK2527;JW2514,b2530,True,2205943,2207158
iscR,b2531;ECK2528;JW2515,b2531,True,2207269,2207758
yfhQ,b2532;ECK2529;JW2516,b2532,True,2208209,2208950
suhB,b2533;ECK2530;JW2517,b2533,True,2209068,2209872
yfhR,b2534;ECK2531;JW2518,b2534,True,2209989,2210871
csiE,b2535;ECK2532;JW5878,b2535,True,2211061,2212342
hcaT,b2536;ECK2533;JW2520,b2536,True,2212333,2213473
hcaR,b2537;ECK2534;JW2521,b2537,True,2213632,2214523
hcaE,b2538;ECK2535;JW2522,b2538,True,2214658,2216020
hcaF,b2539;ECK2536;JW2523,b2539,True,2216016,2216535
hcaC,b2540;ECK2537;JW2524,b2540,True,2216534,2216855
hcaB,b2541;ECK2538;JW2525,b2541,True,2216851,2217664
hcaD,b2542;ECK2539;JW2526,b2542,True,2217673,2218876
yphA,b2543;ECK2540;JW2527,b2543,True,2218900,2219395
yphB,b2544;ECK2541;JW2528,b2544,True,2219442,2220315
yphC,b2545;ECK2542;JW5842,b2545,True,2220326,2221388
yphD,b2546;ECK2543;JW2530,b2546,True,2221453,2222452
yphE,b2547;ECK2544;JW2531,b2547,True,2222476,2223988
yphF,b2548;ECK2545;JW2532,b2548,True,2224010,2224994
yphG,b2549;ECK2546;JW5405,b2549,True,2225090,2228372
yphH,b2550;ECK2547;JW5406,b2550,True,2228489,2229683
glyA,b2551;ECK2548;JW2535,b2551,True,2229880,2231134
hmp,b2552;ECK2549;JW2536,b2552,True,2231461,2232652
glnB,b2553;ECK2550;JW2537,b2553,True,2232696,2233035
yfhA,b2554;ECK2551;JW2538,b2554,True,2233095,2234430
yfhG,b2555;ECK2552;JW2539,b2555,True,2234419,2235133
yfhK,b2556;ECK2553;JW5407,b2556,True,2235297,2236725
sroF,b4441;ECK2554;JWR0245,b4441,True,2236818,2236967
purL,b2557;ECK2555;JW2541,b2557,True,2237282,2241170
yfhD,b2558;ECK2556;JW2542,b2558,True,2241565,2242984
tadA,b2559;ECK2557;JW2543,b2559,True,2242980,2243517
yfhB,b2560;ECK2558;JW5408,b2560,True,2243541,2244177
yfhH,b2561;ECK2559;JW2545,b2561,True,2244385,2245234
yfhL,b2562;ECK2560;JW2546,b2562,True,2245289,2245550
acpS,b2563;ECK2561;JW2547,b2563,True,2246244,2246625
pdxJ,b2564;ECK2562;JW2548,b2564,True,2246624,2247356
recO,b2565;ECK2563;JW2549,b2565,True,2247367,2248096
era,b2566;ECK2564;JW2550,b2566,True,2248107,2249013
rnc,b2567;ECK2565;JW2551,b2567,True,2249009,2249690
lepB,b2568;ECK2566;JW2552,b2568,True,2249961,2250936
lepA,b2569;ECK2567;JW2553,b2569,True,2250951,2252751
rseC,b2570;ECK2568;JW2554,b2570,True,2252948,2253428
rseB,b2571;ECK2569;JW2555,b2571,True,2253424,2254381
rseA,b2572;ECK2570;JW2556,b2572,True,2254380,2255031
rpoE,b2573;ECK2571;JW2557,b2573,True,2255063,2255639
nadB,b2574;ECK2572;JW2558,b2574,True,2256046,2257669
yfiC,b2575;ECK2573;JW2559,b2575,True,2257653,2258391
srmB,b2576;ECK2574;JW2560,b2576,True,2258522,2259857
yfiE,b2577;ECK2575;JW2561,b2577,True,2260065,2260947
yfiK,b2578;ECK2576;JW2562,b2578,True,2261049,2261637
yfiD,b2579;ECK2577;JW2563,b2579,True,2261692,2262076
ung,b2580;ECK2578;JW2564,b2580,True,2262380,2263070
yfiF,b2581;ECK2579;JW2565,b2581,True,2263117,2264155
trxC,b2582;ECK2580;JW2566,b2582,True,2264361,2264781
yfiP,b2583;ECK2581;JW5409,b2583,True,2264849,2265548
yfiQ,b2584;ECK2582;JW2568,b2584,True,2265579,2268240
pssA,b2585;ECK2583;JW2569,b2585,True,2268353,2269709
yfiM,b2586;ECK2584;JW2570,b2586,True,2269805,2270078
kgtP,b2587;ECK2585;JW2571,b2587,True,2270074,2271373
rrfG,b2588;ECK2586;JWR0051,b2588,True,2271695,2271815
rrlG,b2589;ECK2587;JWR0052,b2589,True,2271907,2274811
gltW,b2590;ECK2588;JWR0053,b2590,True,2274995,2275071
rrsG,b2591;ECK2589;JWR0054,b2591,True,2275242,2276784
clpB,b2592;ECK2590;JW2573,b2592,True,2277226,2279800
yfiH,b2593;ECK2591;JW2575,b2593,True,2279929,2280661
rluD,b2594;ECK2592;JW2576,b2594,True,2280657,2281638
yfiO,b2595;ECK2593;JW2577,b2595,True,2281772,2282510
yfiA,b2597;ECK2594;JW2578,b2597,True,2282780,2283122
pheL,b2598;ECK2595;JW2579,b2598,True,2283225,2283273
pheA,b2599;ECK2596;JW2580,b2599,True,2283371,2284532
tyrA,b2600;ECK2597;JW2581,b2600,True,2284574,2285696
aroF,b2601;ECK2598;JW2582,b2601,True,2285706,2286777
yfiL,b2602;ECK2599;JW5412,b2602,True,2286986,2287352
yfiR,b2603;ECK2600;JW2584,b2603,True,2287501,2288020
yfiN,b2604;ECK2601;JW2585,b2604,True,2288009,2289236
yfiB,b2605;ECK2602;JW2586,b2605,True,2289251,2289734
rplS,b2606;ECK2603;JW2587,b2606,True,2289809,2290157
trmD,b2607;ECK2604;JW2588,b2607,True,2290198,2290966
rimM,b2608;ECK2605;JW5413,b2608,True,2290996,2291545
rpsP,b2609;ECK2606;JW2590,b2609,True,2291563,2291812
ffh,b2610;ECK2607;JW5414,b2610,True,2292060,2293422
ypjD,b2611;ECK2608;JW2592,b2611,True,2293513,2294380
yfjD,b4461;ECK2609;JW5415,b4461,True,2294490,2295687
grpE,b2614;ECK2610;JW2594,b2614,True,2295741,2296335
uppS,b2615;ECK2611;JW2596,b2615,True,2296457,2297336
recN,b2616;ECK2612;JW5416,b2616,True,2297421,2299083
smpA,b2617;ECK2613;JW2598,b2617,True,2299231,2299573
yfjF,b2618;ECK2614;JW2599,b2618,True,2299634,2299925
yfjG,b2619;ECK2615;JW2600,b2619,True,2299914,2300391
smpB,b2620;ECK2616;JW2601,b2620,True,2300522,2301005
ssrA,b2621;ECK2617;JWR0055,b2621,True,2301219,2301582
gabD,b2661;ECK2655;JW2636,b2661,True,2301807,2303256
gabT,b2662;ECK2656;JW2637,b2662,True,2303269,2304550
gabP,b2663;ECK2657;JW2638,b2663,True,2304787,2306188
csiR,b2664;ECK2658;JW2639,b2664,True,2306208,2306871
ygaU,b2665;ECK2659;JW2640,b2665,True,2306871,2307321
yqaE,b2666;ECK2660;JW2641,b2666,True,2307404,2307563
ygaV,b2667;ECK2661;JW2642,b2667,True,2307745,2308045
ygaP,b2668;ECK2662;JW2643,b2668,True,2308054,2308579
stpA,b2669;ECK2663;JW2644,b2669,True,2308625,2309030
ygaW,b2670;ECK2664;JW2645,b2670,True,2309698,2310148
ygaC,b2671;ECK2665;JW2646,b2671,True,2310184,2310529
ygaM,b2672;ECK2666;JW2647,b2672,True,2310668,2311010
nrdH,b2673;ECK2667;JW2648,b2673,True,2311257,2311503
nrdI,b2674;ECK2668;JW2649,b2674,True,2311499,2311910
nrdE,b2675;ECK2669;JW2650,b2675,True,2311882,2314027
nrdF,b2676;ECK2670;JW2651,b2676,True,2314036,2314996
proV,b2677;ECK2671;JW2652,b2677,True,2315349,2316552
proW,b2678;ECK2672;JW2653,b2678,True,2316544,2317609
proX,b2679;ECK2673;JW2654,b2679,True,2317666,2318659
ygaX,b2680;ECK2674;JW2655,b2680,True,2318850,2319117
ygaY,b2681;ECK2675;JW5428,b2681,True,2319146,2320028
ygaZ,b2682;ECK2676;JW2657,b2682,True,2320151,2320889
ygaH,b2683;ECK2677;JW2658,b2683,True,2320878,2321214
mprA,b2684;ECK2678;JW2659,b2684,True,2321304,2321835
emrA,b2685;ECK2679;JW2660,b2685,True,2321961,2323134
emrB,b2686;ECK2680;JW2661,b2686,True,2323150,2324689
luxS,b2687;ECK2681;JW2662,b2687,True,2324752,2325268
sraD,b4442;ECK2682;JWR0246,b4442,True,2325335,2325410
gshA,b2688;ECK2683;JW2663,b2688,True,2325417,2326974
yqaA,b2689;ECK2684;JW2664,b2689,True,2327046,2327475
yqaB,b2690;ECK2685;JW2665,b2690,True,2327471,2328038
argQ,b2691;ECK2686;JWR0057,b2691,True,2328318,2328395
argZ,b2692;ECK2687;JWR0058,b2692,True,2328593,2328670
argY,b2693;ECK2688;JWR0059,b2693,True,2328732,2328809
argV,b2694;ECK2689;JWR0060,b2694,True,2329007,2329084
serV,b2695;ECK2690;JWR0061,b2695,True,2329087,2329180
csrA,b2696;ECK2691;JW2666,b2696,True,2329495,2329681
alaS,b2697;ECK2692;JW2667,b2697,True,2329915,2332546
recX,b2698;ECK2693;JW2668,b2698,True,2332673,2333174
recA,b2699;ECK2694;JW2669,b2699,True,2333242,2334304
ygaD,b2700;ECK2695;JW2670,b2700,True,2334383,2334881
mltB,b2701;ECK2696;JW2671,b2701,True,2335025,2336111
srlA,b2702;ECK2697;JW5429,b2702,True,2336366,2336930
srlE,b2703;ECK2698;JW5430,b2703,True,2336926,2337886
srlB,b2704;ECK2699;JW2673,b2704,True,2337896,2338268
srlD,b2705;ECK2700;JW2674,b2705,True,2338271,2339051
gutM,b2706;ECK2701;JW2675,b2706,True,2339155,2339515
srlR,b2707;ECK2702;JW2676,b2707,True,2339581,2340355
gutQ,b2708;ECK2703;JW5431,b2708,True,2340347,2341313
norR,b2709;ECK2704;JW5843,b2709,True,2341309,2342824
norV,b2710;ECK2705;JW2680,b2710,True,2343010,2344450
norW,b2711;ECK2706;JW2681,b2711,True,2344446,2345580
hypF,b2712;ECK2707;JW5433,b2712,True,2345707,2347960
hydN,b2713;ECK2708;JW2683,b2713,True,2348112,2348640
ascG,b2714;ECK2709;JW5434,b2714,True,2348788,2349802
ascF,b2715;ECK2710;JW5435,b2715,True,2350058,2351516
ascB,b2716;ECK2711;JW2686,b2716,True,2351524,2352949
hycI,b2717;ECK2712;JW2687,b2717,True,2353107,2353578
hycH,b2718;ECK2713;JW2688,b2718,True,2353570,2353981
hycG,b2719;ECK2714;JW2689,b2719,True,2353977,2354745
hycF,b2720;ECK2715;JW2690,b2720,True,2354744,2355287
hycE,b2721;ECK2716;JW2691,b2721,True,2355296,2357006
hycD,b2722;ECK2717;JW2692,b2722,True,2357023,2357947
hycC,b2723;ECK2718;JW2693,b2723,True,2357949,2359776
hycB,b2724;ECK2719;JW2694,b2724,True,2359772,2360384
hycA,b2725;ECK2720;JW2695,b2725,True,2360508,2360970
hypA,b2726;ECK2721;JW2696,b2726,True,2361181,2361532
hypB,b2727;ECK2722;JW2697,b2727,True,2361535,2362408
hypC,b2728;ECK2723;JW2698,b2728,True,2362398,2362671
hypD,b2729;ECK2724;JW2699,b2729,True,2362670,2363792
hypE,b2730;ECK2725;JW2700,b2730,True,2363830,2364799
fhlA,b2731;ECK2726;JW2701,b2731,True,2364872,2366951
ygbA,b2732;ECK2727;JW2702,b2732,True,2366987,2367341
mutS,b2733;ECK2728;JW2703,b2733,True,2367627,2370189
pphB,b2734;ECK2729;JW2704,b2734,True,2370294,2370951
ygbI,b2735;ECK2730;JW2705,b2735,True,2371001,2371799
ygbJ,b2736;ECK2731;JW2706,b2736,True,2371964,2372873
ygbK,b2737;ECK2732;JW2707,b2737,True,2372869,2374036
ygbL,b2738;ECK2733;JW2708,b2738,True,2374127,2374766
ygbM,b2739;ECK2734;JW2709,b2739,True,2374770,2375547
ygbN,b2740;ECK2735;JW2710,b2740,True,2375635,2377000
rpoS,b2741;ECK2736;JW5437,b2741,True,2377093,2378086
nlpD,b2742;ECK2737;JW2712,b2742,True,2378148,2379288
pcm,b2743;ECK2738;JW2713,b2743,True,2379427,2380054
surE,b2744;ECK2739;JW2714,b2744,True,2380047,2380809
truD,b2745;ECK2740;JW2715,b2745,True,2380789,2381839
ispF,b2746;ECK2741;JW2716,b2746,True,2381835,2382315
ispD,b2747;ECK2742;JW2717,b2747,True,2382314,2383025
ftsB,b2748;ECK2743;JW2718,b2748,True,2383043,2383355
ygbE,b2749;ECK2744;JW2719,b2749,True,2383548,2383872
cysC,b2750;ECK2745;JW2720,b2750,True,2383921,2384527
cysN,b2751;ECK2746;JW2721,b2751,True,2384526,2385954
cysD,b2752;ECK2747;JW2722,b2752,True,2385955,2386864
iap,b2753;ECK2748;JW2723,b2753,True,2387115,2388153
ygbF,b2754;ECK2749;JW5438,b2754,True,2389103,2389388
ygbT,b2755;ECK2750;JW2725,b2755,True,2389389,2390307
ygcH,b2756;ECK2751;JW2726,b2756,True,2390322,2390922
ygcI,b2757;ECK2752;JW5844,b2757,True,2390908,2391583
ygcJ,b2758;ECK2753;JW2728,b2758,True,2391585,2392677
ygcK,b2759;ECK2754;JW2729,b2759,True,2392689,2393172
ygcL,b2760;ECK2755;JW2730,b2760,True,2393164,2394673
ygcB,b2761;ECK2756;JW2731,b2761,True,2395087,2397754
cysH,b2762;ECK2757;JW2732,b2762,True,2398112,2398847
cysI,b2763;ECK2758;JW2733,b2763,True,2398921,2400634
cysJ,b2764;ECK2759;JW2734,b2764,True,2400633,2402433
ygcM,b2765;ECK2760;JW2735,b2765,True,2402748,2403114
ygcN,b2766;ECK2761;JW2736,b2766,True,2403191,2404463
ygcO,b2767;ECK2762;JW2737,b2767,True,2404453,2404714
ygcP,b2768;ECK2763;JW2738,b2768,True,2404730,2405306
ygcQ,b2769;ECK2764;JW5440,b2769,True,2405453,2406314
ygcR,b2770;ECK2765;JW5441,b2770,True,2406310,2407090
ygcS,b2771;ECK2766;JW5845,b2771,True,2407067,2408405
ygcU,b4463;ECK2767;JW5442,b4463,True,2408498,2409953
ygcW,b2774;ECK2768;JW5443,b2774,True,2410022,2410808
yqcE,b2775;ECK2769;JW2746,b2775,True,2411126,2412404
ygcE,b2776;ECK2770;JW5444,b2776,True,2412430,2413909
ygcF,b2777;ECK2771;JW2748,b2777,True,2415281,2415953
ygcG,b2778;ECK2772;JW5445,b2778,True,2416245,2417118
eno,b2779;ECK2773;JW2750,b2779,True,2417177,2418476
pyrG,b2780;ECK2774;JW2751,b2780,True,2418563,2420201
mazG,b2781;ECK2775;JW2752,b2781,True,2420428,2421220
chpA,b2782;ECK2776;JW2753,b2782,True,2421290,2421626
chpR,b2783;ECK2777;JW2754,b2783,True,2421625,2421874
relA,b2784;ECK2778;JW2755,b2784,True,2421951,2424186
rumA,b2785;ECK2779;JW2756,b2785,True,2424233,2425535
barA,b2786;ECK2780;JW2757,b2786,True,2425591,2428348
gudD,b2787;ECK2781;JW2758,b2787,True,2428579,2429920
