gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,line,gen_id,duplicated
ftsE,100.0,668,0,0,1,668,3462696,3463363,0.0,1234,668,L05-3,3,False
can,100.0,662,0,0,1,662,753575,754236,0.0,1223,662,L05-3,3,False
ribB,100.0,653,0,0,1,653,3080431,3081083,0.0,1206,653,L05-3,3,False
adk,100.0,644,0,0,1,644,1023013,1023656,0.0,1190,644,L05-3,3,False
ribC,100.0,641,0,0,1,641,1887530,1888170,0.0,1184,641,L05-3,3,False
nadD,100.0,641,0,0,1,641,1161537,1162177,0.0,1184,641,L05-3,3,False
tmk,100.0,641,0,0,1,641,1610523,1611163,0.0,1184,641,L05-3,3,False
rplC,100.0,629,0,0,1,629,3332754,3333382,0.0,1162,629,L05-3,3,False
lolB,100.0,623,0,0,1,623,1695427,1696049,0.0,1151,623,L05-3,3,False
gmk,100.0,623,0,0,1,623,3666267,3666889,0.0,1151,623,L05-3,3,False
rpsD,100.0,620,0,0,1,620,3321512,3322131,0.0,1146,620,L05-3,3,False
coaE,100.0,620,0,0,1,620,724166,724785,0.0,1146,620,L05-3,3,False
lolA,100.0,614,0,0,1,614,1424144,1424757,0.0,1134,614,L05-3,3,False
lexA,100.0,608,0,0,1,608,323810,324417,0.0,1123,608,L05-3,3,False
rplD,100.0,605,0,0,1,605,3332138,3332742,0.0,1118,605,L05-3,3,False
yihA,100.0,596,0,0,1,596,130362,130957,0.0,1101,596,L05-3,3,False
grpE,100.0,593,0,0,1,593,2746299,2746891,0.0,1096,593,L05-3,3,False
ribA,100.0,590,0,0,1,590,1769919,1770508,0.0,1090,590,L05-3,3,False
pth,100.0,584,0,0,1,584,1690479,1691062,0.0,1079,584,L05-3,3,False
rlpB,100.0,581,0,0,1,581,1163211,1163791,0.0,1074,581,L05-3,3,False
yrbK,100.0,575,0,0,1,575,3232531,3233105,0.0,1062,575,L05-3,3,False
yrdC,99.825,572,0,1,1,572,3311302,3311872,0.0,1050,572,L05-3,3,False
kdsC,100.0,566,0,0,1,566,3231968,3232533,0.0,1046,566,L05-3,3,False
efp,100.0,566,0,0,1,566,445372,445937,0.0,1046,566,L05-3,3,False
yhbN,100.0,557,0,0,1,557,3233075,3233631,0.0,1029,557,L05-3,3,False
frr,100.0,557,0,0,1,557,798525,799081,0.0,1029,557,L05-3,3,False
pgsA,100.0,548,0,0,1,548,2118430,2118977,0.0,1013,548,L05-3,3,False
nusG,100.0,545,0,0,1,545,244440,244984,0.0,1007,545,L05-3,3,False
hemG,100.0,545,0,0,1,545,114839,115383,0.0,1007,545,L05-3,3,False
orn,100.0,545,0,0,1,545,461276,461820,0.0,1007,545,L05-3,3,False
infC,100.0,542,0,0,1,542,1943609,1944150,0.0,1002,542,L05-3,3,False
rplE,100.0,539,0,0,1,539,3327356,3327894,0.0,996,539,L05-3,3,False
rpsG,100.0,539,0,0,1,539,3338073,3338611,0.0,996,539,L05-3,3,False
dnaT,100.0,539,0,0,1,539,576082,576620,0.0,996,539,L05-3,3,False
ssb,100.0,536,0,0,1,536,340819,341354,0.0,990,536,L05-3,3,False
rplF,100.0,533,0,0,1,533,3326064,3326596,0.0,985,533,L05-3,3,False
fldA,100.0,530,0,0,1,530,1201354,1201883,0.0,979,530,L05-3,3,False
ppa,100.0,530,0,0,1,530,518788,519317,0.0,979,530,L05-3,3,False
fabA,100.0,518,0,0,1,518,1502721,1503238,0.0,957,518,L05-3,3,False
secM,100.0,512,0,0,1,512,719272,719783,0.0,946,512,L05-3,3,False
def,100.0,509,0,0,1,509,3314148,3314656,0.0,941,509,L05-3,3,False
rpsE,100.0,503,0,0,1,503,3325183,3325685,0.0,929,503,L05-3,3,False
rplJ,100.0,497,0,0,1,497,246693,247189,0.0,918,497,L05-3,3,False
lspA,100.0,494,0,0,1,494,636779,637272,0.0,913,494,L05-3,3,False
mreD,100.0,488,0,0,1,488,3282599,3283086,0.0,902,488,L05-3,3,False
folA,100.0,479,0,0,1,479,661393,661871,0.0,885,479,L05-3,3,False
ispF,100.0,479,0,0,1,479,2832389,2832867,0.0,885,479,L05-3,3,False
coaD,100.0,479,0,0,1,479,3654747,3655225,0.0,885,479,L05-3,3,False
folK,100.0,479,0,0,1,479,768820,769298,0.0,885,479,L05-3,3,False
accB,100.0,470,0,0,1,470,3289648,3290117,0.0,869,470,L05-3,3,False
ribE,100.0,470,0,0,1,470,960485,960954,0.0,869,470,L05-3,3,False
yjeE,100.0,461,0,0,1,461,465257,465717,0.0,852,461,L05-3,3,False
fabZ,99.78,455,0,1,1,455,807753,808206,0.0,833,455,L05-3,3,False
dut,100.0,452,0,0,4,455,3658856,3659307,0.0,835,455,L05-3,3,False
rplO,100.0,434,0,0,1,434,3324562,3324995,0.0,802,434,L05-3,3,False
rplM,100.0,428,0,0,1,428,3262436,3262863,0.0,791,428,L05-3,3,False
nusB,100.0,419,0,0,1,419,960975,961393,0.0,774,419,L05-3,3,False
yqgF,100.0,416,0,0,1,416,3023278,3023693,0.0,769,416,L05-3,3,False
rplP,100.0,410,0,0,1,410,3329216,3329625,0.0,758,410,L05-3,3,False
rpsI,100.0,392,0,0,1,392,3262028,3262419,0.0,725,392,L05-3,3,False
rpsH,100.0,392,0,0,1,392,3326610,3327001,0.0,725,392,L05-3,3,False
rpsK,100.0,389,0,0,1,389,3322166,3322554,0.0,719,389,L05-3,3,False
rplQ,100.0,383,0,0,1,383,3320073,3320455,0.0,708,383,L05-3,3,False
secE,100.0,383,0,0,1,383,244055,244437,0.0,708,383,L05-3,3,False
acpS,100.0,380,0,0,1,380,2696804,2697183,0.0,702,380,L05-3,3,False
rnpB,100.0,376,0,0,1,376,3159912,3160287,0.0,695,376,L05-3,3,False
rpsL,100.0,374,0,0,1,374,3338709,3339082,0.0,691,374,L05-3,3,False
rplN,100.0,371,0,0,1,371,3328235,3328605,0.0,686,371,L05-3,3,False
folB,100.0,368,0,0,1,368,3093923,3094290,0.0,680,368,L05-3,3,False
ftsL,100.0,365,0,0,1,365,702599,702963,0.0,675,365,L05-3,3,False
rplL,100.0,365,0,0,1,365,247257,247621,0.0,675,365,L05-3,3,False
rnpA,100.0,359,0,0,1,359,3732431,3732789,0.0,664,359,L05-3,3,False
rplT,100.0,356,0,0,1,356,1942906,1943261,0.0,658,356,L05-3,3,False
rpsM,100.0,356,0,0,1,356,3322572,3322927,0.0,658,356,L05-3,3,False
rplR,100.0,353,0,0,1,353,3325701,3326053,0.0,652,353,L05-3,3,False
rplS,100.0,347,0,0,1,347,2740367,2740713,0.0,641,347,L05-3,3,False
yadR,100.0,344,0,0,1,344,782263,782606,0.0,636,344,L05-3,3,False
rplV,100.0,332,0,0,1,332,3330358,3330689,1.4899999999999999e-176,614,332,L05-3,3,False
yceQ,100.0,320,0,0,1,320,1599903,1600222,6.73e-170,592,320,L05-3,3,False
rplX,100.0,314,0,0,1,314,3327910,3328223,1.43e-166,580,314,L05-3,3,False
ftsB,100.0,311,0,0,1,311,2833597,2833907,6.58e-165,575,311,L05-3,3,False
rpsJ,100.0,311,0,0,1,311,3333416,3333726,6.58e-165,575,311,L05-3,3,False
rplU,100.0,311,0,0,1,311,3222836,3223146,6.58e-165,575,311,L05-3,3,False
rpsN,100.0,305,0,0,1,305,3327036,3327340,1.3900000000000001e-161,564,305,L05-3,3,False
rplW,100.0,302,0,0,1,302,3331839,3332140,6.42e-160,558,302,L05-3,3,False
groS,100.0,293,0,0,1,293,437260,437552,6.26e-155,542,293,L05-3,3,False
rpsS,100.0,278,0,0,1,278,3330705,3330982,1.29e-146,514,278,L05-3,3,False
rpmA,100.0,257,0,0,1,257,3222558,3222814,5.58e-135,475,257,L05-3,3,False
rpsQ,100.0,254,0,0,1,254,3328771,3329024,2.56e-133,470,254,L05-3,3,False
rpsP,100.0,248,0,0,1,248,2742121,2742368,5.41e-130,459,248,L05-3,3,False
acpP,100.0,236,0,0,1,236,1607015,1607250,2.4000000000000003e-123,436,236,L05-3,3,False
rpmB,100.0,236,0,0,1,236,3656360,3656595,2.4000000000000003e-123,436,236,L05-3,3,False
rpsR,100.0,227,0,0,1,227,495507,495733,2.32e-118,420,227,L05-3,3,False
infA,100.0,218,0,0,1,218,1413001,1413218,2.23e-113,403,218,L05-3,3,False
rpmC,100.0,191,0,0,1,191,3329025,3329215,1.98e-98,353,191,L05-3,3,False
csrA,100.0,185,0,0,1,185,2780051,2780235,4.13e-95,342,185,L05-3,3,False
rpmD,100.0,179,0,0,1,179,3325000,3325178,8.62e-92,331,179,L05-3,3,False
rpmH,100.0,140,0,0,1,140,3732274,3732413,3.11e-70,259,140,L05-3,3,False
ffs,100.0,113,0,0,1,113,1002286,1002398,2.4599999999999997e-55,209,113,L05-3,3,False
serV,100.0,92,0,0,1,92,2779643,2779734,9.13e-44,171,92,L05-3,3,False
serT,100.0,87,0,0,1,87,1518392,1518478,5.12e-41,161,87,L05-3,3,False
leuU,100.0,86,0,0,1,86,3211768,3211853,1.81e-40,159,86,L05-3,3,False
leuZ,100.0,86,0,0,1,86,2117976,2118061,1.81e-40,159,86,L05-3,3,False
leuW,100.0,84,0,0,1,84,1187384,1187467,2.28e-39,156,84,L05-3,3,False
argU,100.0,76,0,0,1,76,1083272,1083347,5.590000000000001e-35,141,76,L05-3,3,False
proM,100.0,76,0,0,1,76,60087,60162,5.590000000000001e-35,141,76,L05-3,3,False
hisR,100.0,76,0,0,1,76,59862,59937,5.590000000000001e-35,141,76,L05-3,3,False
argX,100.0,76,0,0,1,76,59728,59803,5.590000000000001e-35,141,76,L05-3,3,False
trpT,100.0,75,0,0,1,75,21212,21286,1.97e-34,139,75,L05-3,3,False
thrU,100.0,75,0,0,1,75,242085,242159,1.97e-34,139,75,L05-3,3,False
glyT,100.0,74,0,0,1,74,242370,242443,6.969999999999999e-34,137,74,L05-3,3,False
cysT,100.0,73,0,0,1,73,2118075,2118147,2.4600000000000002e-33,135,73,L05-3,3,False
mukB,99.978,4460,0,1,1,4460,1470315,1474773,0.0,8229,4460,L05-4,1,False
rpoC,100.0,4223,0,0,1,4223,259597,263819,0.0,7799,4223,L05-4,1,False
rpoB,100.0,4028,0,0,1,4028,255492,259519,0.0,7439,4028,L05-4,1,False
ftsK,100.0,3989,0,0,1,3989,1427214,1431202,0.0,7367,3989,L05-4,1,False
dnaE,100.0,3482,0,0,1,3482,815226,818707,0.0,6431,3482,L05-4,1,False
rne,100.0,3185,0,0,1,3185,1603800,1606984,0.0,5882,3185,L05-4,1,False
valS,100.0,2855,0,0,1,2855,555097,557951,0.0,5273,2855,L05-4,1,False
ileS,100.0,2816,0,0,1,2816,638420,641235,0.0,5201,2816,L05-4,1,False
polA,100.0,2786,0,0,1,2786,121217,124002,0.0,5145,2786,L05-4,1,False
secA,100.0,2705,0,0,1,2705,724299,727003,0.0,4996,2705,L05-4,1,False
infB,100.0,2672,0,0,1,2672,3375879,3378550,0.0,4935,2672,L05-4,1,False
alaS,99.962,2630,0,1,1,2630,2923958,2926586,0.0,4850,2630,L05-4,1,False
gyrA,100.0,2627,0,0,1,2627,2498144,2500770,0.0,4852,2627,L05-4,1,False
topA,100.0,2597,0,0,1,2597,1766515,1769111,0.0,4796,2597,L05-4,1,False
leuS,100.0,2582,0,0,1,2582,1170045,1172626,0.0,4769,2582,L05-4,1,False
yaeT,100.0,2432,0,0,1,2432,808028,810459,0.0,4492,2432,L05-4,1,False
plsB,100.0,2423,0,0,1,2423,328290,330712,0.0,4475,2423,L05-4,1,False
gyrB,100.0,2414,0,0,1,2414,3899117,3901530,0.0,4458,2414,L05-4,1,False
pheT,100.0,2387,0,0,1,2387,2068150,2070536,0.0,4409,2387,L05-4,1,False
imp,100.0,2354,0,0,1,2354,670782,673135,0.0,4348,2354,L05-4,1,False
nrdA,100.0,2285,0,0,1,2285,2506216,2508500,0.0,4220,2285,L05-4,1,False
parC,100.0,2258,0,0,1,2258,3233183,3235440,0.0,4170,2258,L05-4,1,False
priA,100.0,2198,0,0,1,2198,198858,201055,0.0,4060,2198,L05-4,1,False
yrfF,100.0,2135,0,0,1,2135,3570693,3572827,0.0,3943,2135,L05-4,1,False
fusA,100.0,2114,0,0,1,2114,3515624,3517737,0.0,3904,2114,L05-4,1,False
spoT,100.0,2108,0,0,1,2108,3843817,3845924,0.0,3893,2108,L05-4,1,False
glyS,100.0,2069,0,0,1,2069,3752088,3754156,0.0,3821,2069,L05-4,1,False
metG,100.0,2033,0,0,1,2033,2359436,2361468,0.0,3755,2033,L05-4,1,False
ligA,100.0,2015,0,0,1,2015,2674638,2676652,0.0,3722,2015,L05-4,1,False
ftsH,100.0,1934,0,0,1,1934,3387538,3389471,0.0,3572,1934,L05-4,1,False
dnaX,100.0,1931,0,0,1,1931,1024171,1026101,0.0,3567,1931,L05-4,1,False
thrS,100.0,1928,0,0,1,1928,2073235,2075162,0.0,3561,1928,L05-4,1,False
mrdA,100.0,1901,0,0,1,1901,1164160,1166060,0.0,3511,1901,L05-4,1,False
parE,100.0,1892,0,0,1,1892,3242972,3244863,0.0,3494,1892,L05-4,1,False
dxs,100.0,1862,0,0,1,1862,970396,972257,0.0,3439,1862,L05-4,1,False
secD,100.0,1847,0,0,1,1847,959728,961574,0.0,3411,1847,L05-4,1,False
rpoD,100.0,1841,0,0,1,1841,3275596,3277436,0.0,3400,1841,L05-4,1,False
glmS,100.0,1829,0,0,1,1829,3933247,3935075,0.0,3378,1829,L05-4,1,False
aspS,100.0,1772,0,0,1,1772,2219898,2221669,0.0,3273,1772,L05-4,1,False
ftsI,99.887,1766,0,2,1,1766,707436,709199,0.0,3249,1766,L05-4,1,False
yejM,100.0,1760,0,0,1,1760,2449509,2451268,0.0,3251,1760,L05-4,1,False
msbA,100.0,1748,0,0,1,1748,1460611,1462358,0.0,3229,1748,L05-4,1,False
dnaG,99.943,1745,0,1,1,1745,3273657,3275400,0.0,3216,1745,L05-4,1,False
argS,100.0,1733,0,0,1,1733,2231210,2232942,0.0,3201,1733,L05-4,1,False
proS,100.0,1718,0,0,1,1718,827154,828871,0.0,3173,1718,L05-4,1,False
rpsA,100.0,1673,0,0,1,1673,1455985,1457657,0.0,3090,1673,L05-4,1,False
glnS,100.0,1664,0,0,1,1664,1202750,1204413,0.0,3073,1664,L05-4,1,False
groL,100.0,1646,0,0,1,1646,445152,446797,0.0,3040,1646,L05-4,1,False
yidC,99.939,1646,0,1,1,1646,3906488,3908132,0.0,3033,1646,L05-4,1,False
pyrG,100.0,1637,0,0,1,1637,3015251,3016887,0.0,3024,1637,L05-4,1,False
lnt,100.0,1538,0,0,1,1538,1186001,1187538,0.0,2841,1538,L05-4,1,False
mviN,100.0,1535,0,0,1,1535,1602048,1603582,0.0,2835,1535,L05-4,1,False
ftsY,99.933,1493,0,1,1,1493,3643065,3644556,0.0,2750,1493,L05-4,1,False
nusA,100.0,1487,0,0,1,1487,3378576,3380062,0.0,2747,1487,L05-4,1,False
murE,100.0,1487,0,0,1,1487,709187,710673,0.0,2747,1487,L05-4,1,False
murC,100.0,1475,0,0,1,1475,716786,718260,0.0,2724,1475,L05-4,1,False
der,100.0,1472,0,0,1,1472,2775562,2777033,0.0,2719,1472,L05-4,1,False
dnaB,100.0,1415,0,0,1,1415,338560,339974,0.0,2614,1415,L05-4,1,False
gltX,100.0,1415,0,0,1,1415,2665734,2667148,0.0,2614,1415,L05-4,1,False
dnaA,100.0,1403,0,0,1,1403,3903738,3905140,0.0,2591,1403,L05-4,1,False
asnS,100.0,1400,0,0,1,1400,1481572,1482971,0.0,2586,1400,L05-4,1,False
cysS,100.0,1385,0,0,1,1385,1079399,1080783,0.0,2558,1385,L05-4,1,False
glmU,100.0,1370,0,0,1,1370,3935238,3936607,0.0,2531,1370,L05-4,1,False
ffh,100.0,1361,0,0,1,1361,2886107,2887467,0.0,2514,1361,L05-4,1,False
murF,100.0,1358,0,0,1,1358,710671,712028,0.0,2508,1358,L05-4,1,False
pssA,100.0,1355,0,0,1,1355,2862401,2863755,0.0,2503,1355,L05-4,1,False
yaeL,100.0,1352,0,0,1,1352,806646,807997,0.0,2497,1352,L05-4,1,False
accC,100.0,1349,0,0,1,1349,3462971,3464319,0.0,2492,1349,L05-4,1,False
glmM,100.0,1337,0,0,1,1337,3385270,3386606,0.0,2470,1337,L05-4,1,False
secY,100.0,1331,0,0,1,1331,3502916,3504246,0.0,2459,1331,L05-4,1,False
mukF,100.0,1322,0,0,1,1322,1468308,1469629,0.0,2442,1322,L05-4,1,False
murD,100.0,1316,0,0,1,1316,713108,714423,0.0,2431,1316,L05-4,1,False
eno,100.0,1298,0,0,1,1298,3013865,3015162,0.0,2398,1298,L05-4,1,False
tilS,99.923,1298,0,1,1,1298,822431,823727,0.0,2390,1298,L05-4,1,False
serS,100.0,1292,0,0,1,1292,1433418,1434709,0.0,2386,1292,L05-4,1,False
hemL,100.0,1280,0,0,1,1280,783706,784985,0.0,2364,1280,L05-4,1,False
kdtA,100.0,1277,0,0,1,1277,3830040,3831316,0.0,2359,1277,L05-4,1,False
tyrS,100.0,1274,0,0,1,1274,1985592,1986865,0.0,2353,1274,L05-4,1,False
hisS,100.0,1274,0,0,1,1274,2778979,2780252,0.0,2353,1274,L05-4,1,False
folC,100.0,1268,0,0,1,1268,2596111,2597378,0.0,2342,1268,L05-4,1,False
ftsA,100.0,1262,0,0,1,1262,720003,721264,0.0,2331,1262,L05-4,1,False
murA,100.0,1259,0,0,1,1259,3397772,3399030,0.0,2326,1259,L05-4,1,False
rho,100.0,1259,0,0,1,1259,40671,41929,0.0,2326,1259,L05-4,1,False
hemA,100.0,1256,0,0,1,1256,1700382,1701637,0.0,2320,1256,L05-4,1,False
ftsW,100.0,1244,0,0,1,1244,714424,715667,0.0,2298,1244,L05-4,1,False
lolE,100.0,1244,0,0,1,1244,1639936,1641179,0.0,2298,1244,L05-4,1,False
cca,100.0,1238,0,0,1,1238,3264442,3265679,0.0,2287,1238,L05-4,1,False
fabB,100.0,1220,0,0,1,1220,2604822,2606041,0.0,2254,1220,L05-4,1,False
dfp,99.918,1220,0,1,1,1220,3834231,3835449,0.0,2246,1220,L05-4,1,False
lolC,100.0,1199,0,0,1,1199,1638043,1639241,0.0,2215,1199,L05-4,1,False
dxr,100.0,1196,0,0,1,1196,803622,804817,0.0,2209,1196,L05-4,1,False
obgE,100.0,1172,0,0,1,1172,3393119,3394290,0.0,2165,1172,L05-4,1,False
pgk,100.0,1163,0,0,1,1163,3174796,3175958,0.0,2148,1163,L05-4,1,False
metK,100.0,1154,0,0,1,1154,3190042,3191195,0.0,2132,1154,L05-4,1,False
ftsZ,100.0,1151,0,0,1,1151,721326,722476,0.0,2126,1151,L05-4,1,False
lpxB,100.0,1148,0,0,1,1148,813448,814595,0.0,2121,1148,L05-4,1,False
nrdB,100.0,1130,0,0,1,1130,2508735,2509864,0.0,2087,1130,L05-4,1,False
dapE,100.0,1127,0,0,1,1127,2731290,2732416,0.0,2082,1127,L05-4,1,False
ispG,100.0,1118,0,0,1,1118,2780364,2781481,0.0,2065,1118,L05-4,1,False
mrdB,100.0,1112,0,0,1,1112,1163045,1164156,0.0,2054,1112,L05-4,1,False
trmU,100.0,1106,0,0,1,1106,1655281,1656386,0.0,2043,1106,L05-4,1,False
ribD,100.0,1103,0,0,1,1103,965536,966638,0.0,2037,1103,L05-4,1,False
mreC,100.0,1103,0,0,1,1103,3455929,3457031,0.0,2037,1103,L05-4,1,False
asd,100.0,1103,0,0,1,1103,3617999,3619101,0.0,2037,1103,L05-4,1,False
yjgP,100.0,1100,0,0,1,1100,560333,561432,0.0,2032,1100,L05-4,1,False
dnaN,100.0,1100,0,0,1,1100,3902633,3903732,0.0,2032,1100,L05-4,1,False
prfB,100.0,1098,0,0,1,1098,3138522,3139619,0.0,2028,1098,L05-4,1,False
prfA,100.0,1082,0,0,1,1082,1701679,1702760,0.0,1999,1082,L05-4,1,False
yjgQ,100.0,1082,0,0,1,1082,561433,562514,0.0,1999,1082,L05-4,1,False
mraY,100.0,1082,0,0,1,1082,712023,713104,0.0,1999,1082,L05-4,1,False
fbaA,100.0,1079,0,0,1,1079,3173502,3174580,0.0,1993,1079,L05-4,1,False
degS,100.0,1067,0,0,1,1067,3439256,3440322,0.0,1971,1067,L05-4,1,False
murG,100.0,1067,0,0,1,1067,715665,716731,0.0,1971,1067,L05-4,1,False
ftsX,100.0,1058,0,0,1,1058,3641343,3642400,0.0,1954,1058,L05-4,1,False
rsgA,100.0,1052,0,0,1,1052,464583,465634,0.0,1943,1052,L05-4,1,False
mreB,100.0,1043,0,0,1,1043,3457098,3458140,0.0,1927,1043,L05-4,1,False
holA,100.0,1031,0,0,1,1031,1168418,1169448,0.0,1905,1031,L05-4,1,False
murB,100.0,1028,0,0,1,1028,246304,247331,0.0,1899,1028,L05-4,1,False
lpxD,100.0,1025,0,0,1,1025,811071,812095,0.0,1893,1025,L05-4,1,False
gpsA,100.0,1019,0,0,1,1019,3804148,3805166,0.0,1882,1019,L05-4,1,False
ygjD,100.0,1013,0,0,1,1013,3272080,3273092,0.0,1871,1013,L05-4,1,False
holB,100.0,1004,0,0,1,1004,1618378,1619381,0.0,1855,1004,L05-4,1,False
trpS,100.0,1004,0,0,1,1004,3556858,3557861,0.0,1855,1004,L05-4,1,False
gapA,100.0,995,0,0,1,995,2135359,2136353,0.0,1838,995,L05-4,1,False
rpoA,100.0,989,0,0,1,989,3500190,3501178,0.0,1827,989,L05-4,1,False
zipA,100.0,986,0,0,1,986,2676724,2677709,0.0,1821,986,L05-4,1,False
lpxK,100.0,986,0,0,1,986,1462356,1463341,0.0,1821,986,L05-4,1,False
pheS,100.0,983,0,0,1,983,2070552,2071534,0.0,1816,983,L05-4,1,False
thiL,100.0,977,0,0,1,977,967715,968691,0.0,1805,977,L05-4,1,False
hemB,100.0,974,0,0,1,974,930742,931715,0.0,1799,974,L05-4,1,False
lepB,100.0,974,0,0,1,974,2844009,2844982,0.0,1799,974,L05-4,1,False
ispB,100.0,971,0,0,1,971,3396247,3397217,0.0,1794,971,L05-4,1,False
secF,100.0,971,0,0,1,971,961586,962556,0.0,1794,971,L05-4,1,False
psd,100.0,968,0,0,1,968,463519,464486,0.0,1788,968,L05-4,1,False
birA,100.0,965,0,0,1,965,247329,248293,0.0,1783,965,L05-4,1,False
hemH,100.0,962,0,0,1,962,1030134,1031095,0.0,1777,962,L05-4,1,False
accA,100.0,959,0,0,1,959,818721,819679,0.0,1772,959,L05-4,1,False
ftsN,100.0,959,0,0,1,959,196626,197584,0.0,1772,959,L05-4,1,False
coaA,100.0,950,0,0,1,950,248323,249272,0.0,1755,950,L05-4,1,False
ispH,100.0,950,0,0,1,950,642306,643255,0.0,1755,950,L05-4,1,False
prsA,100.0,947,0,0,1,947,1697596,1698542,0.0,1749,947,L05-4,1,False
fmt,100.0,947,0,0,1,947,3494365,3495311,0.0,1749,947,L05-4,1,False
hemC,100.0,941,0,0,1,941,64078,65018,0.0,1738,941,L05-4,1,False
ribF,100.0,941,0,0,1,941,637436,638376,0.0,1738,941,L05-4,1,False
fabD,100.0,929,0,0,1,929,1612345,1613273,0.0,1716,929,L05-4,1,False
lpxC,100.0,917,0,0,1,917,722578,723494,0.0,1694,917,L05-4,1,False
accD,100.0,914,0,0,1,914,2597449,2598362,0.0,1688,914,L05-4,1,False
glyQ,100.0,911,0,0,1,911,3754167,3755077,0.0,1683,911,L05-4,1,False
era,100.0,905,0,0,1,905,2842155,2843059,0.0,1672,905,L05-4,1,False
ispA,100.0,899,0,0,1,899,972283,973181,0.0,1661,899,L05-4,1,False
dapA,100.0,878,0,0,1,878,2738565,2739442,0.0,1622,878,L05-4,1,False
uppS,100.0,878,0,0,1,878,2890504,2891381,0.0,1622,878,L05-4,1,False
lgt,100.0,875,0,0,1,875,3072380,3073254,0.0,1616,875,L05-4,1,False
ubiA,100.0,872,0,0,1,872,327263,328134,0.0,1611,872,L05-4,1,False
folD,100.0,866,0,0,1,866,1081663,1082528,0.0,1600,866,L05-4,1,False
murI,100.0,857,0,0,1,857,239675,240531,0.0,1583,857,L05-4,1,False
cdsA,100.0,857,0,0,1,857,805777,806633,0.0,1583,857,L05-4,1,False
kdsA,100.0,854,0,0,1,854,1704832,1705685,0.0,1578,854,L05-4,1,False
rpoH,100.0,854,0,0,1,854,3640244,3641097,0.0,1578,854,L05-4,1,False
tsf,100.0,851,0,0,1,851,800958,801808,0.0,1572,851,L05-4,1,False
ispE,100.0,851,0,0,1,851,1698694,1699544,0.0,1572,851,L05-4,1,False
prmC,100.0,833,0,0,1,833,1702761,1703593,0.0,1539,833,L05-4,1,False
ftsQ,100.0,830,0,0,1,830,719176,720005,0.0,1533,830,L05-4,1,False
nadE,100.0,827,0,0,1,827,2095048,2095874,0.0,1528,827,L05-4,1,False
dapD,100.0,824,0,0,1,824,795224,796047,0.0,1522,824,L05-4,1,False
dapB,100.0,821,0,0,1,821,644403,645223,0.0,1517,821,L05-4,1,False
rplB,100.0,821,0,0,1,821,3510693,3511513,0.0,1517,821,L05-4,1,False
suhB,100.0,803,0,0,1,803,2803119,2803921,0.0,1483,803,L05-4,1,False
map,100.0,794,0,0,1,794,798813,799606,0.0,1467,794,L05-4,1,False
lpxA,100.0,788,0,0,1,788,812660,813447,0.0,1456,788,L05-4,1,False
fabI,100.0,788,0,0,1,788,1785715,1786502,0.0,1456,788,L05-4,1,False
trmD,100.0,767,0,0,1,767,2884245,2885011,0.0,1417,767,L05-4,1,False
ispU,99.869,761,0,1,1,761,805004,805763,0.0,1399,761,L05-4,1,False
kdsB,100.0,746,0,0,1,746,1464842,1465587,0.0,1378,746,L05-4,1,False
hda,100.0,746,0,0,1,746,2757755,2758500,0.0,1378,746,L05-4,1,False
hemD,100.0,740,0,0,1,740,63341,64080,0.0,1367,740,L05-4,1,False
dnaC,100.0,737,0,0,1,737,579793,580529,0.0,1362,737,L05-4,1,False
yfiO,100.0,737,0,0,1,737,2875819,2876555,0.0,1362,737,L05-4,1,False
plsC,100.0,737,0,0,1,737,3232213,3232949,0.0,1362,737,L05-4,1,False
fabG,100.0,734,0,0,1,734,1613287,1614020,0.0,1356,734,L05-4,1,False
rpsB,100.0,725,0,0,1,725,799975,800699,0.0,1339,725,L05-4,1,False
yhbG,100.0,725,0,0,1,725,3406481,3407205,0.0,1339,725,L05-4,1,False
pyrH,100.0,725,0,0,1,725,801956,802680,0.0,1339,725,L05-4,1,False
lpxH,99.861,722,0,1,1,722,1078007,1078727,0.0,1327,722,L05-4,1,False
ispD,99.859,710,0,1,1,710,2976353,2977061,0.0,1304,710,L05-4,1,False
lolD,100.0,701,0,0,1,701,1639235,1639935,0.0,1295,701,L05-4,1,False
rpsC,100.0,701,0,0,1,701,3509332,3510032,0.0,1295,701,L05-4,1,False
yeaZ,100.0,695,0,0,1,695,2161721,2162415,0.0,1284,695,L05-4,1,False
mukE,100.0,677,0,0,1,677,1469638,1470314,0.0,1251,677,L05-4,1,False
folE,100.0,668,0,0,1,668,2408117,2408784,0.0,1234,668,L05-4,1,False
ftsE,100.0,668,0,0,1,668,3642394,3643061,0.0,1234,668,L05-4,1,False
can,100.0,662,0,0,1,662,758027,758688,0.0,1223,662,L05-4,1,False
ribB,100.0,653,0,0,1,653,3253281,3253933,0.0,1206,653,L05-4,1,False
adk,100.0,644,0,0,1,644,1029254,1029897,0.0,1190,644,L05-4,1,False
ribC,99.844,641,0,1,1,641,2012244,2012883,0.0,1177,641,L05-4,1,False
nadD,100.0,641,0,0,1,641,1167775,1168415,0.0,1184,641,L05-4,1,False
tmk,100.0,641,0,0,1,641,1617740,1618380,0.0,1184,641,L05-4,1,False
rplC,100.0,629,0,0,1,629,3512447,3513075,0.0,1162,629,L05-4,1,False
