,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
4263,L09-3,1,distance_3_prime,22095,22095,8,0.23988860569837225,116.23715106233648
4183,L09-1,1,distance_3_prime,22095,22095,8,0.23988860569837225,116.47703966803485
4196,L09-1,2,distance_3_prime,22099,22099,12,0.29801628150552234,116.77505594954037
3691,L06-3,2,distance_3_prime,22151,22151,12,0.17681017710152158,116.95186612664189
115,L01-3,2,distance_5_prime,22270,22270,12,0.15121636830612656,117.10308249494801
427,L02-4,2,distance_5_prime,22349,22349,12,0.1866058071653713,117.28968830211339
3628,L06-2,2,distance_3_prime,22408,22408,12,0.136989497655249,117.42667779976864
4398,L10-2,2,distance_3_prime,22678,22678,12,0.12936507785597073,117.5560428776246
1205,L06-1,2,distance_5_prime,22824,22824,12,0.2226932674412081,117.7787361450658
2086,L10-3,2,distance_5_prime,22834,22834,12,0.19489018543188608,117.9736263304977
3460,L05-3,2,distance_3_prime,22907,22907,12,0.19380862100206794,118.16743495149976
2435,L01-2,2,distance_3_prime,23057,23057,12,0.26993429300344873,118.4373692445032
2425,L01-2,1,distance_3_prime,23060,23060,8,0.24301567061154378,118.68038491511474
2483,L01-3,2,distance_3_prime,23060,23060,12,0.1565805771503942,118.83696549226514
2472,L01-3,1,distance_3_prime,23060,23060,8,0.24301567061154378,119.07998116287668
2369,L01-1,1,distance_3_prime,23060,23060,8,0.24301567061154378,119.32299683348822
2379,L01-1,2,distance_3_prime,23060,23060,12,0.2231591307180898,119.5461559642063
2526,L01-4,1,distance_3_prime,23060,23060,8,0.24301567061154378,119.78917163481785
2536,L01-4,2,distance_3_prime,23061,23061,12,0.2304400504627837,120.01961168528064
2543,L01-4,2,distance_3_prime,23062,23062,12,0.23045004309321876,120.25006172837385
126,L01-3,2,distance_5_prime,23072,23072,12,0.15666205880372486,120.40672378717757
4697,L11-4,2,distance_3_prime,23082,23082,12,0.16555265805065728,120.57227644522823
1270,L06-2,2,distance_5_prime,23199,23199,12,0.14182521225027317,120.7141016574785
2501,L01-3,2,distance_3_prime,23248,23248,12,0.15785712305257432,120.87195878053107
1140,L05-4,2,distance_5_prime,23337,23337,12,0.13041856384219785,121.00237734437327
2126,L10-4,2,distance_5_prime,23437,23437,12,0.2259802932945295,121.2283576376678
2037,L10-2,2,distance_5_prime,23456,23456,12,0.1338031248870998,121.3621607625549
3642,L06-2,2,distance_3_prime,23502,23502,12,0.14367757827087033,121.50583834082576
542,L03-2,2,distance_5_prime,23532,23532,12,0.1787204309786131,121.68455877180438
3215,L04-3,2,distance_3_prime,23633,23633,12,0.08459100596410797,121.76914977776849
910,L04-4,2,distance_5_prime,23694,23694,12,0.1498703324969955,121.91902011026549
2495,L01-3,2,distance_3_prime,23812,23812,12,0.16168676075911478,122.0807068710246
3153,L04-2,2,distance_3_prime,23832,23832,12,0.20947771208241284,122.29018458310702
652,L03-4,2,distance_5_prime,23835,23835,12,0.1797940684678342,122.46997865157485
1385,L06-4,2,distance_5_prime,23957,23957,12,0.17895296418625092,122.6489316157611
68,L01-2,2,distance_5_prime,23984,23984,12,0.2807869229906196,122.92971853875171
1543,L07-3,2,distance_5_prime,24085,24085,12,0.23271580683187004,123.16243434558359
1388,L06-4,2,distance_5_prime,24182,24182,12,0.1806336594712159,123.3430680050548
2607,L02-1,2,distance_3_prime,24292,24292,12,0.19659646616799964,123.5396644712228
2964,L03-3,2,distance_3_prime,24321,24321,12,0.2028997396421731,123.74256421086498
4701,L11-4,2,distance_3_prime,24443,24443,12,0.17531425442908827,123.91787846529407
1208,L06-1,2,distance_5_prime,24504,24504,12,0.2390849905967124,124.15696345589078
2043,L10-2,2,distance_5_prime,24555,24555,12,0.14007229415086697,124.29703575004164
430,L02-4,2,distance_5_prime,24651,24651,12,0.20582664783361979,124.50286239787526
297,L02-2,2,distance_5_prime,24680,24680,12,0.15836704836034277,124.66122944623561
1917,L09-3,2,distance_5_prime,24779,24779,12,0.24751525806354946,124.90874470429915
1874,L09-2,2,distance_5_prime,24780,24780,12,0.36225642774911526,125.27100113204827
1834,L09-1,2,distance_5_prime,24780,24780,12,0.33417093333213466,125.6051720653804
1961,L09-4,2,distance_5_prime,24781,24781,12,0.3893863248892881,125.99455839026969
1949,L09-4,1,distance_5_prime,24782,24782,8,0.2932772388247372,126.28783562909443
1820,L09-1,1,distance_5_prime,24782,24782,8,0.2690617527231075,126.55689738181754
1900,L09-3,1,distance_5_prime,24782,24782,8,0.2690617527231075,126.82595913454064
1863,L09-2,1,distance_5_prime,24782,24782,8,0.2932772388247372,127.11923637336538
1830,L09-1,2,distance_5_prime,24800,24800,12,0.3344406435285286,127.4536770168939
3565,L06-1,2,distance_3_prime,24801,24801,12,0.24198281308313188,127.69565982997703
2807,L02-4,2,distance_3_prime,24809,24809,12,0.20714588885255258,127.90280571882958
1542,L07-3,2,distance_5_prime,24855,24855,12,0.240155755815077,128.14296147464466
1644,L08-1,2,distance_5_prime,24855,24855,12,0.3056136762786161,128.4485751509233
1743,L08-3,2,distance_5_prime,24856,24856,12,0.2523823303938143,128.7009574813171
1689,L08-2,2,distance_5_prime,24856,24856,12,0.2515861622212513,128.95254364353835
1494,L07-2,2,distance_5_prime,24856,24856,12,0.21187296089536273,129.1644166044337
1789,L08-4,2,distance_5_prime,24857,24857,12,0.23397576185433577,129.39839236628805
1592,L07-4,2,distance_5_prime,24857,24857,12,0.2247686823086331,129.62316104859667
1446,L07-1,2,distance_5_prime,24857,24857,12,0.2279489758176188,129.85111002441428
1576,L07-4,1,distance_5_prime,24858,24858,8,0.16677289286361227,130.0178829172779
1478,L07-2,1,distance_5_prime,24858,24858,8,0.16859725261356093,130.18648016989144
1526,L07-3,1,distance_5_prime,24858,24858,8,0.16859725261356093,130.355077422505
1429,L07-1,1,distance_5_prime,24858,24858,8,0.16859725261356093,130.52367467511854
1728,L08-3,1,distance_5_prime,24858,24858,8,0.16085715418146582,130.6845318293
1674,L08-2,1,distance_5_prime,24858,24858,8,0.16085715418146582,130.84538898348146
1774,L08-4,1,distance_5_prime,24858,24858,8,0.16085715418146582,131.0062461376629
1629,L08-1,1,distance_5_prime,24858,24858,8,0.16085715418146582,131.16710329184437
1206,L06-1,2,distance_5_prime,24866,24866,12,0.24261701665760083,131.40972030850196
784,L04-2,2,distance_5_prime,24988,24988,12,0.21963868200383235,131.62935899050578
3576,L06-1,2,distance_3_prime,25076,25076,12,0.24466598205203882,131.8740249725578
4503,L10-4,2,distance_3_prime,25197,25197,12,0.24295026881180443,132.1169752413696
4352,L10-1,1,distance_3_prime,25198,25198,8,0.20115433434184582,132.31812957571145
4489,L10-4,1,distance_3_prime,25198,25198,8,0.20115433434184582,132.5192839100533
4364,L10-1,2,distance_3_prime,25198,25198,12,0.25349186774789306,132.7727757778012
4444,L10-3,1,distance_3_prime,25198,25198,8,0.20115433434184582,132.97393011214305
4458,L10-3,2,distance_3_prime,25198,25198,12,0.21506713201859795,133.18899724416164
4391,L10-2,1,distance_3_prime,25198,25198,8,0.20115433434184582,133.3901515785035
4413,L10-2,2,distance_3_prime,25198,25198,12,0.1437402430467744,133.53389182155027
1868,L09-2,2,distance_5_prime,25286,25286,12,0.36965359290008587,133.90354541445035
1264,L06-2,2,distance_5_prime,25387,25387,12,0.15520137348151583,134.05874678793185
11,L01-1,2,distance_5_prime,25639,25639,12,0.2481169537068996,134.30686374163875
3634,L06-2,2,distance_3_prime,26111,26111,12,0.1596274889894773,134.46649123062824
4689,L11-4,2,distance_3_prime,26146,26146,12,0.1875288015506665,134.6540200321789
1207,L06-1,2,distance_5_prime,26193,26193,12,0.2555645265548354,134.90958455873374
2676,L02-2,2,distance_3_prime,26421,26421,12,0.16953872709597312,135.07912328582972
4406,L10-2,2,distance_3_prime,26536,26536,12,0.15137277123141543,135.23049605706115
4156,L08-4,2,distance_3_prime,26550,26550,12,0.24991175432403812,135.4804078113852
4141,L08-4,1,distance_3_prime,26550,26550,8,0.1718061567108342,135.65221396809602
4041,L08-2,1,distance_3_prime,26550,26550,8,0.1718061567108342,135.82402012480685
3893,L07-3,1,distance_3_prime,26550,26550,8,0.18007309746922692,136.00409322227608
3845,L07-2,1,distance_3_prime,26550,26550,8,0.18007309746922692,136.18416631974532
3796,L07-1,1,distance_3_prime,26550,26550,8,0.18007309746922692,136.36423941721455
3943,L07-4,1,distance_3_prime,26550,26550,8,0.17812455972036792,136.54236397693492
3959,L07-4,2,distance_3_prime,26550,26550,12,0.24007758439450488,136.78244156132942
3996,L08-1,1,distance_3_prime,26550,26550,8,0.1718061567108342,136.95424771804025
4095,L08-3,1,distance_3_prime,26550,26550,8,0.1718061567108342,137.12605387475108
3861,L07-2,2,distance_3_prime,26551,26551,12,0.22632116932462087,137.3523750440757
4056,L08-2,2,distance_3_prime,26551,26551,12,0.2687425246675428,137.62111756874324
3812,L07-1,2,distance_3_prime,26551,26551,12,0.24348365679420675,137.86460122553746
3909,L07-3,2,distance_3_prime,26552,26552,12,0.25655263039235265,138.1211538559298
3574,L06-1,2,distance_3_prime,26655,26655,12,0.2600722504225991,138.38122610635241
1958,L09-4,2,distance_5_prime,26885,26885,12,0.42244668676197533,138.8036727931144
1871,L09-2,2,distance_5_prime,26887,26887,12,0.39305845734021233,139.1967312504546
1897,L09-3,1,distance_5_prime,26888,26888,8,0.2919268988466998,139.4886581493013
1946,L09-4,1,distance_5_prime,26888,26888,8,0.3182002420111183,139.80685839131243
1914,L09-3,2,distance_5_prime,26888,26888,12,0.2685818741197271,140.07544026543215
1860,L09-2,1,distance_5_prime,26888,26888,8,0.3182002420111183,140.39364050744328
1831,L09-1,2,distance_5_prime,26888,26888,12,0.36259838803205957,140.75623889547535
1817,L09-1,1,distance_5_prime,26888,26888,8,0.2919268988466998,141.04816579432205
2734,L02-3,2,distance_3_prime,26975,26975,12,0.20100171754943078,141.24916751187146
1313,L06-3,1,distance_5_prime,26996,26996,8,0.2949709560796922,141.54413846795114
1193,L06-1,1,distance_5_prime,26996,26996,8,0.2949709560796922,141.83910942403082
1248,L06-2,1,distance_5_prime,26996,26996,8,0.2949709560796922,142.1340803801105
1212,L06-1,2,distance_5_prime,26996,26996,12,0.2633993799440437,142.39747976005455
1369,L06-4,1,distance_5_prime,26996,26996,8,0.2949709560796922,142.69245071613423
1271,L06-2,2,distance_5_prime,26996,26996,12,0.16503786499023126,142.85748858112447
1333,L06-3,2,distance_5_prime,26997,26997,12,0.21549114492392119,143.0729797260484
224,L02-1,2,distance_5_prime,27010,27010,12,0.21859338676097773,143.29157311280937
1908,L09-3,2,distance_5_prime,27158,27158,12,0.2712788804427086,143.56285199325208
3405,L05-2,2,distance_3_prime,27167,27167,12,0.18053841876867663,143.74339041202074
3751,L06-4,2,distance_3_prime,27272,27272,12,0.20371520805140186,143.94710562007214
360,L02-3,2,distance_5_prime,27273,27273,12,0.20322223698704822,144.15032785705918
3020,L03-4,2,distance_3_prime,27372,27372,12,0.2064746482945902,144.35680250535378
2870,L03-1,2,distance_3_prime,27373,27373,12,0.2688393639049622,144.62564186925874
3008,L03-4,1,distance_3_prime,27374,27374,8,0.27634803457631396,144.90198990383504
2859,L03-1,1,distance_3_prime,27374,27374,8,0.27634803457631396,145.17833793841135
2900,L03-2,1,distance_3_prime,27374,27374,8,0.27634803457631396,145.45468597298765
2952,L03-3,1,distance_3_prime,27374,27374,8,0.27634803457631396,145.73103400756395
2914,L03-2,2,distance_3_prime,27375,27375,12,0.20790718162670124,145.93894118919064
1317,L06-3,2,distance_5_prime,27526,27526,12,0.21971364430032428,146.15865483349097
2596,L02-1,2,distance_3_prime,27535,27535,12,0.2228422400763984,146.38149707356737
2665,L02-2,2,distance_3_prime,27537,27537,12,0.17669989508503886,146.55819696865242
2800,L02-4,2,distance_3_prime,27537,27537,12,0.22992367049589826,146.78812063914833
2579,L02-1,1,distance_3_prime,27539,27539,8,0.2495873479814887,147.0377079871298
2715,L02-3,1,distance_3_prime,27539,27539,8,0.2495873479814887,147.28729533511128
2646,L02-2,1,distance_3_prime,27539,27539,8,0.2495873479814887,147.53688268309276
2782,L02-4,1,distance_3_prime,27539,27539,8,0.2495873479814887,147.78647003107423
2080,L10-3,2,distance_5_prime,27600,27600,12,0.23556841192607758,148.0220384430003
1950,L09-4,2,distance_5_prime,27818,27818,12,0.4371070088281432,148.45914545182845
656,L03-4,2,distance_5_prime,27967,27967,12,0.21096289963666537,148.6701083514651
3958,L07-4,2,distance_3_prime,28112,28112,12,0.25420192288129273,148.9243102743464
2386,L01-1,2,distance_3_prime,28157,28157,12,0.2724844598278081,149.1967947341742
4704,L11-4,2,distance_3_prime,28304,28304,12,0.20300677729251376,149.3998015114667
2669,L02-2,2,distance_3_prime,28306,28306,12,0.18163442750761194,149.58143593897432
3688,L06-3,2,distance_3_prime,28589,28589,12,0.22819855325517585,149.8096344922295
845,L04-3,2,distance_5_prime,28690,28690,12,0.10269182757628138,149.91232631980577
2234,L11-2,2,distance_5_prime,28703,28703,12,0.23800428971022342,150.150330609516
2679,L02-2,2,distance_3_prime,28782,28782,12,0.18468883249219553,150.3350194420082
3030,L03-4,2,distance_3_prime,28793,28793,12,0.21719364855860498,150.5522130905668
2085,L10-3,2,distance_5_prime,28813,28813,12,0.24592147292848096,150.79813456349527
854,L04-3,2,distance_5_prime,29069,29069,12,0.10404840487329811,150.90218296836858
920,L04-4,2,distance_5_prime,29071,29071,12,0.18388116974846613,151.08606413811705
786,L04-2,2,distance_5_prime,29072,29072,12,0.25553608785078497,151.34160022596782
899,L04-4,1,distance_5_prime,29073,29073,8,0.24746796048326603,151.5890681864511
708,L04-1,1,distance_5_prime,29073,29073,8,0.24746796048326603,151.83653614693438
768,L04-2,1,distance_5_prime,29073,29073,8,0.24746796048326603,152.08400410741766
829,L04-3,1,distance_5_prime,29073,29073,8,0.24746796048326603,152.33147206790093
1148,L05-4,2,distance_5_prime,29149,29149,12,0.1628988609262641,152.4943709288272
4009,L08-1,2,distance_3_prime,29226,29226,12,0.35935889370021457,152.8537298225274
439,L02-4,2,distance_5_prime,29538,29538,12,0.24663127352681274,153.10036109605423
233,L02-1,2,distance_5_prime,29538,29538,12,0.23905262710647018,153.3394137231607
371,L02-3,2,distance_5_prime,29538,29538,12,0.2200996749944425,153.55951339815513
301,L02-2,2,distance_5_prime,29541,29541,12,0.18955919674282362,153.74907259489797
416,L02-4,1,distance_5_prime,29542,29542,8,0.267740638152044,154.01681323305002
213,L02-1,1,distance_5_prime,29542,29542,8,0.267740638152044,154.28455387120206
349,L02-3,1,distance_5_prime,29542,29542,8,0.267740638152044,154.5522945093541
280,L02-2,1,distance_5_prime,29542,29542,8,0.267740638152044,154.82003514750616
1911,L09-3,2,distance_5_prime,29585,29585,12,0.29552197061262,155.11555711811877
2728,L02-3,2,distance_3_prime,29648,29648,12,0.22091932982040868,155.3364764479392
1037,L05-2,2,distance_5_prime,29731,29731,12,0.19757749211953934,155.53405394005873
3353,L05-1,2,distance_3_prime,29845,29845,12,0.19717033537234938,155.7312242754311
3335,L05-1,1,distance_3_prime,29852,29852,8,0.21065872309495856,155.94188299852604
3449,L05-3,1,distance_3_prime,29852,29852,8,0.21051462440906915,156.1523976229351
3500,L05-4,1,distance_3_prime,29852,29852,8,0.21065872309495856,156.36305634603005
3385,L05-2,1,distance_3_prime,29852,29852,8,0.21051462440906915,156.5735709704391
3465,L05-3,2,distance_3_prime,29853,29853,12,0.2525764509876778,156.82614742142678
2026,L10-2,2,distance_5_prime,29886,29886,12,0.17048261384617433,156.99663003527294
1259,L06-2,2,distance_5_prime,29916,29916,12,0.18288904908311449,157.17951908435606
1134,L05-4,2,distance_5_prime,29936,29936,12,0.1672970016360301,157.3468160859921
132,L01-3,2,distance_5_prime,29957,29957,12,0.20341215740218382,157.55022824339426
2316,L11-4,1,distance_5_prime,30008,30008,8,0.2673381003341949,157.81756634372846
2337,L11-4,2,distance_5_prime,30008,30008,12,0.21522849678468603,158.03279484051313
2188,L11-1,2,distance_5_prime,30008,30008,12,0.32020003610182135,158.35299487661496
2221,L11-2,1,distance_5_prime,30008,30008,8,0.2673381003341949,158.62033297694916
2172,L11-1,1,distance_5_prime,30008,30008,8,0.2673381003341949,158.88767107728336
2241,L11-2,2,distance_5_prime,30008,30008,12,0.24882530486793664,159.1364963821513
2278,L11-3,1,distance_5_prime,30008,30008,8,0.2673381003341949,159.4038344824855
4603,L11-2,2,distance_3_prime,30038,30038,12,0.24907406383707945,159.65290854632258
2036,L10-2,2,distance_5_prime,30082,30082,12,0.1716006822499035,159.82450922857248
1991,L10-1,2,distance_5_prime,30083,30083,12,0.30263496537264334,160.12714419394513
2129,L10-4,2,distance_5_prime,30084,30084,12,0.290070876966874,160.417215070912
1980,L10-1,1,distance_5_prime,30085,30085,8,0.2401670032809918,160.65738207419298
2072,L10-3,1,distance_5_prime,30085,30085,8,0.2401670032809918,160.89754907747397
2117,L10-4,1,distance_5_prime,30085,30085,8,0.2401670032809918,161.13771608075496
2019,L10-2,1,distance_5_prime,30085,30085,8,0.2401670032809918,161.37788308403594
1389,L06-4,2,distance_5_prime,30098,30098,12,0.22482474083056225,161.6027078248665
2805,L02-4,2,distance_3_prime,30130,30130,12,0.2515742525344596,161.85428207740097
2740,L02-3,2,distance_3_prime,30167,30167,12,0.22478661031746722,162.07906868771843
2808,L02-4,2,distance_3_prime,30168,30168,12,0.2518915383491397,162.33096022606756
2602,L02-1,2,distance_3_prime,30168,30168,12,0.24415125108497504,162.57511147715255
2582,L02-1,1,distance_3_prime,30169,30169,8,0.2734231708215089,162.84853464797405
2670,L02-2,2,distance_3_prime,30169,30169,12,0.1935889579409717,163.042123605915
2718,L02-3,1,distance_3_prime,30169,30169,8,0.2734231708215089,163.3155467767365
2785,L02-4,1,distance_3_prime,30169,30169,8,0.2734231708215089,163.588969947558
2649,L02-2,1,distance_3_prime,30169,30169,8,0.2734231708215089,163.86239311837952
158,L01-4,1,distance_5_prime,30275,30275,8,0.3190502787408711,164.18144339712038
104,L01-3,1,distance_5_prime,30275,30275,8,0.3190502787408711,164.50049367586124
57,L01-2,1,distance_5_prime,30275,30275,8,0.3190502787408711,164.8195439546021
1,L01-1,1,distance_5_prime,30275,30275,8,0.3190502787408711,165.13859423334296
290,L02-2,2,distance_5_prime,30276,30276,12,0.19427555738078356,165.33286979072375
432,L02-4,2,distance_5_prime,30298,30298,12,0.25297698982041344,165.58584678054416
971,L05-1,2,distance_5_prime,30371,30371,12,0.2006453427908736,165.78649212333502
960,L05-1,1,distance_5_prime,30378,30378,8,0.21437058455643343,166.00086270789146
1125,L05-4,1,distance_5_prime,30378,30378,8,0.21437058455643343,166.2152332924479
2020,L10-2,1,distance_5_prime,30500,30500,8,0.24347992687619247,166.4587132193241
1981,L10-1,1,distance_5_prime,30500,30500,8,0.24347992687619247,166.7021931462003
2118,L10-4,1,distance_5_prime,30500,30500,8,0.24347992687619247,166.9456730730765
3457,L05-3,2,distance_3_prime,30500,30500,12,0.25805050598345797,167.20372357905995
2073,L10-3,1,distance_5_prime,30500,30500,8,0.24347992687619247,167.44720350593616
2132,L10-4,2,distance_5_prime,30502,30502,12,0.29410124615222677,167.74130475208838
2087,L10-3,2,distance_5_prime,30503,30503,12,0.2603457706152589,168.00165052270364
1993,L10-1,2,distance_5_prime,30504,30504,12,0.3068702251679391,168.30852074787157
2801,L02-4,2,distance_3_prime,30544,30544,12,0.25503099798913154,168.5635517458607
3025,L03-4,2,distance_3_prime,30560,30560,12,0.23052262355263325,168.79407436941335
2917,L03-2,2,distance_3_prime,30632,30632,12,0.23264338950097213,169.02671775891432
538,L03-2,2,distance_5_prime,30711,30711,12,0.23324337734931952,169.25996113626363
1086,L05-3,2,distance_5_prime,30757,30757,12,0.2602248987715809,169.5201860350352
2916,L03-2,2,distance_3_prime,30763,30763,12,0.23363830605962413,169.75382434109483
1074,L05-3,1,distance_5_prime,30766,30766,8,0.2169601009838343,169.97078444207867
1010,L05-2,1,distance_5_prime,30766,30766,8,0.2169601009838343,170.1877445430625
3516,L05-4,2,distance_3_prime,30908,30908,12,0.17272901277947683,170.360473555842
661,L03-4,2,distance_5_prime,30913,30913,12,0.2331854012396123,170.5936589570816
121,L01-3,2,distance_5_prime,31068,31068,12,0.21095600047304627,170.80461495755463
3514,L05-4,2,distance_3_prime,31271,31271,12,0.1747576342250233,170.97937259177965
4499,L10-4,2,distance_3_prime,31374,31374,12,0.30250909765851297,171.28188168943817
2546,L01-4,2,distance_3_prime,31426,31426,12,0.31402840405201166,171.59591009349018
1589,L07-4,2,distance_5_prime,31595,31595,12,0.28569684666457185,171.88160694015474
3015,L03-4,2,distance_3_prime,31721,31721,12,0.23928037112935466,172.1208873112841
2865,L03-1,2,distance_3_prime,31722,31722,12,0.3115523436157239,172.4324396548998
2856,L03-1,1,distance_3_prime,31722,31722,8,0.3202422865795949,172.7526819414794
2958,L03-3,2,distance_3_prime,31722,31722,12,0.2646431290213813,173.0173250705008
3005,L03-4,1,distance_3_prime,31722,31722,8,0.3202422865795949,173.3375673570804
2949,L03-3,1,distance_3_prime,31722,31722,8,0.3202422865795949,173.65780964366
2897,L03-2,1,distance_3_prime,31722,31722,8,0.3202422865795949,173.9780519302396
2906,L03-2,2,distance_3_prime,31723,31723,12,0.2409292976344783,174.21898122787405
3205,L04-3,2,distance_3_prime,31730,31730,12,0.11357308082939727,174.33255430870346
4399,L10-2,2,distance_3_prime,31827,31827,12,0.18155491370147192,174.51410922240493
172,L01-4,2,distance_5_prime,31961,31961,12,0.31937446133476566,174.8334836837397
1901,L09-3,2,distance_5_prime,32064,32064,12,0.320284484222513,175.15376816796223
4531,L11-1,1,distance_3_prime,32077,32077,8,0.28577060265329146,175.4395387706155
4637,L11-3,1,distance_3_prime,32077,32077,8,0.28577060265329146,175.7253093732688
4675,L11-4,1,distance_3_prime,32077,32077,8,0.28577060265329146,176.0110799759221
4580,L11-2,1,distance_3_prime,32077,32077,8,0.28577060265329146,176.29685057857537
4543,L11-1,2,distance_3_prime,32078,32078,12,0.3422879484828788,176.63913852705826
4649,L11-3,2,distance_3_prime,32078,32078,12,0.44271265816670385,177.08185118522496
4593,L11-2,2,distance_3_prime,32078,32078,12,0.265989673738792,177.34784085896376
4687,L11-4,2,distance_3_prime,32079,32079,12,0.23008247628485545,177.5779233352486
3900,L07-3,2,distance_3_prime,32101,32101,12,0.3101685744284767,177.8880919096771
12,L01-1,2,distance_5_prime,32108,32108,12,0.310719573681545,178.19881148335864
1252,L06-2,2,distance_5_prime,32135,32135,12,0.19645472630986374,178.3952662096685
3697,L06-3,2,distance_3_prime,32374,32374,12,0.258410576203542,178.65367678587205
1686,L08-2,2,distance_5_prime,32469,32469,12,0.328643027887102,178.98231981375915
229,L02-1,2,distance_5_prime,32487,32487,12,0.2629190431582334,179.24523885691738
235,L02-1,2,distance_5_prime,32653,32653,12,0.2642624901112997,179.50950134702867
3398,L05-2,2,distance_3_prime,32744,32744,12,0.2176003969581311,179.7271017439868
2313,L11-4,1,distance_5_prime,32995,32995,8,0.2939489676261917,180.021050711613
2169,L11-1,1,distance_5_prime,32995,32995,8,0.2939489676261917,180.31499967923918
2218,L11-2,1,distance_5_prime,32995,32995,8,0.2939489676261917,180.60894864686537
2275,L11-3,1,distance_5_prime,32995,32995,8,0.2939489676261917,180.90289761449156
2184,L11-1,2,distance_5_prime,32999,32999,12,0.35211546891908835,181.25501308341066
2287,L11-3,2,distance_5_prime,32999,32999,12,0.4554234991845832,181.71043658259524
2330,L11-4,2,distance_5_prime,32999,32999,12,0.23668105723133348,181.94711763982656
2282,L11-3,2,distance_5_prime,33209,33209,12,0.45832173655022346,182.4054393763768
2321,L11-4,2,distance_5_prime,33209,33209,12,0.23818725505607297,182.64362663143285
2226,L11-2,2,distance_5_prime,33210,33210,12,0.27537617884111487,182.91900281027398
2177,L11-1,2,distance_5_prime,33210,33210,12,0.35436694211348596,183.27336975238745
2270,L11-3,1,distance_5_prime,33211,33211,8,0.2958732887962859,183.56924304118374
2308,L11-4,1,distance_5_prime,33211,33211,8,0.2958732887962859,183.86511632998003
2213,L11-2,1,distance_5_prime,33211,33211,8,0.2958732887962859,184.1609896187763
2164,L11-1,1,distance_5_prime,33211,33211,8,0.2958732887962859,184.4568629075726
1725,L08-3,1,distance_5_prime,33330,33330,8,0.21567981932851618,184.67254272690113
1426,L07-1,1,distance_5_prime,33330,33330,8,0.22605786586249843,184.89860059276361
1523,L07-3,1,distance_5_prime,33330,33330,8,0.22605786586249843,185.1246584586261
1671,L08-2,1,distance_5_prime,33330,33330,8,0.21567981932851618,185.34033827795463
1475,L07-2,1,distance_5_prime,33330,33330,8,0.22605786586249843,185.56639614381712
1771,L08-4,1,distance_5_prime,33330,33330,8,0.21567981932851618,185.78207596314564
1573,L07-4,1,distance_5_prime,33330,33330,8,0.22361173542297036,186.0056876985686
1626,L08-1,1,distance_5_prime,33330,33330,8,0.21567981932851618,186.22136751789714
1442,L07-1,2,distance_5_prime,33332,33332,12,0.3056682327695567,186.5270357506667
1539,L07-3,2,distance_5_prime,33333,33333,12,0.3220724928016078,186.8491082434683
1786,L08-4,2,distance_5_prime,33333,33333,12,0.313759265795976,187.16286750926426
1491,L07-2,2,distance_5_prime,33334,33334,12,0.28413957509197063,187.44700708435624
1740,L08-3,2,distance_5_prime,33334,33334,12,0.33846606860908457,187.78547315296532
1588,L07-4,2,distance_5_prime,33334,33334,12,0.30142170238065635,188.08689485534597
1641,L08-1,2,distance_5_prime,33335,33335,12,0.40988259500091195,188.49677745034688
3469,L05-3,2,distance_3_prime,33523,33523,12,0.28362711842896593,188.78040456877585
3291,L04-4,2,distance_3_prime,33550,33550,12,0.21221193784393516,188.99261650661978
418,L02-4,1,distance_5_prime,33591,33591,8,0.30443692966506364,189.29705343628484
282,L02-2,1,distance_5_prime,33591,33591,8,0.30443692966506364,189.6014903659499
351,L02-3,1,distance_5_prime,33591,33591,8,0.30443692966506364,189.90592729561496
215,L02-1,1,distance_5_prime,33591,33591,8,0.30443692966506364,190.21036422528002
374,L02-3,2,distance_5_prime,33594,33594,12,0.2503225838500677,190.4606868091301
441,L02-4,2,distance_5_prime,33595,33595,12,0.2805057090572576,190.74119251818735
4591,L11-2,1,distance_3_prime,33631,33631,8,0.29961502440480237,191.04080754259215
4686,L11-4,1,distance_3_prime,33631,33631,8,0.29961502440480237,191.34042256699695
4542,L11-1,1,distance_3_prime,33631,33631,8,0.29961502440480237,191.64003759140175
4648,L11-3,1,distance_3_prime,33631,33631,8,0.29961502440480237,191.93965261580655
4611,L11-2,2,distance_3_prime,33634,33634,12,0.27889197227166695,192.21854458807823
4660,L11-3,2,distance_3_prime,33636,33636,12,0.4642148191936919,192.68275940727193
4559,L11-1,2,distance_3_prime,33636,33636,12,0.35891257045857317,193.04167197773052
4707,L11-4,2,distance_3_prime,33637,33637,12,0.24125702967030405,193.2829290074008
603,L03-3,2,distance_5_prime,33657,33657,12,0.2807860095035821,193.56371501690438
2820,L02-4,2,distance_3_prime,33675,33675,12,0.28117367919342606,193.8448886960978
3078,L04-1,1,distance_3_prime,33757,33757,8,0.28733794042698074,194.1322266365248
3269,L04-4,1,distance_3_prime,33757,33757,8,0.28733794042698074,194.41956457695179
3138,L04-2,1,distance_3_prime,33757,33757,8,0.28733794042698074,194.70690251737878
3157,L04-2,2,distance_3_prime,33757,33757,12,0.29671614328491147,195.0036186606637
3199,L04-3,1,distance_3_prime,33757,33757,8,0.28733794042698074,195.2909566010907
3225,L04-3,2,distance_3_prime,33758,33758,12,0.12083202214430486,195.411788623235
3685,L06-3,2,distance_3_prime,33776,33776,12,0.2696013968570716,195.68139002009207
4159,L08-4,2,distance_3_prime,33852,33852,12,0.31864454641722556,196.0000345665093
