,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight_rv
1916,L09-3,2,distance_5_prime,22035,22035,12,9.988912307338854e-06,755.4680943403151
4307,L09-3,2,distance_3_prime,22081,22081,12,9.988912307338854e-06,755.247988657623
4212,L09-1,1,distance_3_prime,22095,22095,8,1.0857144408163487e-05,755.0274234849646
4292,L09-3,1,distance_3_prime,22095,22095,8,1.0857144408163487e-05,754.7875348792662
4225,L09-1,2,distance_3_prime,22099,22099,12,1.3485509819698733e-05,754.5476462735678
3720,L06-3,2,distance_3_prime,22151,22151,12,7.982040409079571e-06,754.2496299920623
116,L01-3,2,distance_5_prime,22270,22270,12,6.790137777553954e-06,754.0728198149608
434,L02-4,2,distance_5_prime,22349,22349,12,8.349626702106193e-06,753.9216034466547
3657,L06-2,2,distance_3_prime,22408,22408,12,6.113419209891512e-06,753.7349976394893
4428,L10-2,2,distance_3_prime,22678,22678,12,5.704430631271309e-06,753.598008141834
1219,L06-1,2,distance_5_prime,22824,22824,12,9.756978068752546e-06,753.4686430639781
2101,L10-3,2,distance_5_prime,22834,22834,12,8.534978118449848e-06,753.2459497965369
3487,L05-3,2,distance_3_prime,22907,22907,12,8.46067232732649e-06,753.0510621061802
2451,L01-2,2,distance_3_prime,23057,23057,12,1.1707259964585538e-05,752.8572534851781
2542,L01-4,1,distance_3_prime,23060,23060,8,1.0538407225131994e-05,752.5873191921747
2441,L01-2,1,distance_3_prime,23060,23060,8,1.0538407225131994e-05,752.3443035215632
2384,L01-1,1,distance_3_prime,23060,23060,8,1.0538407225131994e-05,752.1012878509517
2499,L01-3,2,distance_3_prime,23060,23060,12,6.790137777553954e-06,751.8582721803402
2488,L01-3,1,distance_3_prime,23060,23060,8,1.0538407225131994e-05,751.7016916031898
2394,L01-1,2,distance_3_prime,23061,23061,12,7.559159874971496e-06,751.4586759325783
2552,L01-4,2,distance_3_prime,23061,23061,12,9.992630435054149e-06,751.2843541467016
2559,L01-4,2,distance_3_prime,23062,23062,12,9.992630435054149e-06,751.0539140962388
127,L01-3,2,distance_5_prime,23072,23072,12,6.790137777553954e-06,750.8234640531456
4727,L11-4,2,distance_3_prime,23082,23082,12,7.172370593997801e-06,750.6668019943419
1284,L06-2,2,distance_5_prime,23199,23199,12,6.113419209891512e-06,750.5012493362913
2517,L01-3,2,distance_3_prime,23248,23248,12,6.790137777553954e-06,750.359424124041
1152,L05-4,2,distance_5_prime,23337,23337,12,3.7404151860856554e-06,750.2015670009883
2141,L10-4,2,distance_5_prime,23437,23437,12,9.642031543906196e-06,750.1142769317906
2052,L10-2,2,distance_5_prime,23456,23456,12,5.704430631271309e-06,749.8882966384961
3671,L06-2,2,distance_3_prime,23502,23502,12,6.113419209891512e-06,749.754493513609
549,L03-2,2,distance_5_prime,23532,23532,12,7.594782890473104e-06,749.6108159353381
3240,L04-3,2,distance_3_prime,23633,23633,12,3.5793596227354955e-06,749.4320955043595
920,L04-4,2,distance_5_prime,23694,23694,12,6.325244048999557e-06,749.3475044983954
2511,L01-3,2,distance_3_prime,23812,23812,12,6.790137777553954e-06,749.1976341658984
3178,L04-2,2,distance_3_prime,23832,23832,12,8.78976636800994e-06,749.0359474051393
659,L03-4,2,distance_5_prime,23835,23835,12,5.468557390003386e-06,748.8264696930569
1399,L06-4,2,distance_5_prime,23957,23957,12,7.469756822066657e-06,748.6961266276661
69,L01-2,2,distance_5_prime,23984,23984,12,1.1707259964585538e-05,748.5171736634799
1557,L07-3,2,distance_5_prime,24085,24085,12,9.662271406762302e-06,748.2363867404893
1402,L06-4,2,distance_5_prime,24182,24182,12,7.469756822066657e-06,748.0036709336574
2625,L02-1,2,distance_3_prime,24292,24292,12,6.2998409290165425e-06,747.8230372741862
2986,L03-3,2,distance_3_prime,24321,24321,12,8.342573892610218e-06,747.6700015383385
4731,L11-4,2,distance_3_prime,24443,24443,12,7.172370593997801e-06,747.4671017986964
1222,L06-1,2,distance_5_prime,24504,24504,12,9.756978068752546e-06,747.2917875442673
2058,L10-2,2,distance_5_prime,24555,24555,12,5.704430631271309e-06,747.0527025536707
437,L02-4,2,distance_5_prime,24651,24651,12,8.349626702106193e-06,746.9126302595198
303,L02-2,2,distance_5_prime,24680,24680,12,6.416817194503354e-06,746.7068036116862
1931,L09-3,2,distance_5_prime,24779,24779,12,9.988912307338854e-06,746.5484365633258
1848,L09-1,2,distance_5_prime,24780,24780,12,1.3485509819698733e-05,746.3009213052622
1888,L09-2,2,distance_5_prime,24780,24780,12,1.4618903460416273e-05,745.9667503719301
1976,L09-4,2,distance_5_prime,24781,24781,12,1.571309974937606e-05,745.604493944181
1834,L09-1,1,distance_5_prime,24782,24782,8,1.0857144408163487e-05,745.2151076192916
1877,L09-2,1,distance_5_prime,24782,24782,8,1.1834284513951141e-05,744.9460458665685
1914,L09-3,1,distance_5_prime,24782,24782,8,1.0857144408163487e-05,744.6527686277437
1964,L09-4,1,distance_5_prime,24782,24782,8,1.1834284513951141e-05,744.3837068750206
1844,L09-1,2,distance_5_prime,24800,24800,12,1.3485509819698733e-05,744.0904296361958
3594,L06-1,2,distance_3_prime,24801,24801,12,9.756978068752546e-06,743.7559889926673
2829,L02-4,2,distance_3_prime,24809,24809,12,8.349626702106193e-06,743.5140061795842
1656,L08-1,2,distance_5_prime,24855,24855,12,1.2295863056874513e-05,743.3068602907316
1556,L07-3,2,distance_5_prime,24855,24855,12,9.662271406762302e-06,743.001246614453
1701,L08-2,2,distance_5_prime,24856,24856,12,1.0121747755924174e-05,742.7610908586379
1756,L08-3,2,distance_5_prime,24856,24856,12,4.900401383710004e-06,742.5095046964167
1508,L07-2,2,distance_5_prime,24856,24856,12,8.52401677242367e-06,742.3877003196231
1604,L07-4,2,distance_5_prime,24857,24857,12,9.747918819332073e-06,742.1758273587278
1460,L07-1,2,distance_5_prime,24857,24857,12,9.170413799638686e-06,741.9335233406357
1803,L08-4,2,distance_5_prime,24857,24857,12,9.412872102600306e-06,741.7055743648181
1641,L08-1,1,distance_5_prime,24858,24858,8,6.4710416840238876e-06,741.4715986029637
1540,L07-3,1,distance_5_prime,24858,24858,8,6.7824142172966825e-06,741.3107414487822
1788,L08-4,1,distance_5_prime,24858,24858,8,6.4710416840238876e-06,741.1421441961686
1686,L08-2,1,distance_5_prime,24858,24858,8,6.4710416840238876e-06,740.9812870419871
1590,L07-4,1,distance_5_prime,24858,24858,8,6.709022964985609e-06,740.8204298878056
1740,L08-3,1,distance_5_prime,24858,24858,8,6.4710416840238876e-06,740.653656994942
1492,L07-2,1,distance_5_prime,24858,24858,8,6.7824142172966825e-06,740.4927998407605
1443,L07-1,1,distance_5_prime,24858,24858,8,6.7824142172966825e-06,740.3242025881469
1220,L06-1,2,distance_5_prime,24866,24866,12,9.756978068752546e-06,740.1556053355333
794,L04-2,2,distance_5_prime,24988,24988,12,8.78976636800994e-06,739.9129883188757
3605,L06-1,2,distance_3_prime,25076,25076,12,9.756978068752546e-06,739.6933496368719
4533,L10-4,2,distance_3_prime,25197,25197,12,9.642031543906196e-06,739.4486836548198
4474,L10-3,1,distance_3_prime,25198,25198,8,7.982948422170244e-06,739.205733386008
4421,L10-2,1,distance_3_prime,25198,25198,8,7.982948422170244e-06,739.0045790516662
4443,L10-2,2,distance_3_prime,25198,25198,12,5.704430631271309e-06,738.8034247173243
4382,L10-1,1,distance_3_prime,25198,25198,8,7.982948422170244e-06,738.6596844742776
4394,L10-1,2,distance_3_prime,25198,25198,12,1.005999951376669e-05,738.4585301399358
4519,L10-4,1,distance_3_prime,25198,25198,8,7.982948422170244e-06,738.2050382721878
4488,L10-3,2,distance_3_prime,25198,25198,12,8.534978118449848e-06,738.003883937846
1882,L09-2,2,distance_5_prime,25286,25286,12,1.4618903460416273e-05,737.7888195592174
1278,L06-2,2,distance_5_prime,25387,25387,12,6.113419209891512e-06,737.4191659663172
11,L01-1,2,distance_5_prime,25639,25639,12,7.559159874971496e-06,737.2639645928357
3663,L06-2,2,distance_3_prime,26111,26111,12,6.113419209891512e-06,737.0701552928012
4719,L11-4,2,distance_3_prime,26146,26146,12,7.172370593997801e-06,736.9105278038118
1221,L06-1,2,distance_5_prime,26193,26193,12,9.756978068752546e-06,736.7229990022611
2697,L02-2,2,distance_3_prime,26421,26421,12,6.416817194503354e-06,736.4674344757062
4436,L10-2,2,distance_3_prime,26536,26536,12,5.704430631271309e-06,736.2978957486102
3986,L07-4,2,distance_3_prime,26550,26550,12,9.747918819332073e-06,736.1465229773788
4122,L08-3,1,distance_3_prime,26550,26550,8,6.4710416840238876e-06,735.8877157327256
3922,L07-3,1,distance_3_prime,26550,26550,8,6.7824142172966825e-06,735.7159095760147
4068,L08-2,1,distance_3_prime,26550,26550,8,6.4710416840238876e-06,735.5358364785455
4023,L08-1,1,distance_3_prime,26550,26550,8,6.4710416840238876e-06,735.3640303218347
3825,L07-1,1,distance_3_prime,26550,26550,8,6.7824142172966825e-06,735.1922241651238
3972,L07-4,1,distance_3_prime,26550,26550,8,6.709022964985609e-06,735.0121510676546
4185,L08-4,2,distance_3_prime,26550,26550,12,9.412872102600306e-06,734.8340265079343
3874,L07-2,1,distance_3_prime,26550,26550,8,6.7824142172966825e-06,734.5841147536103
4170,L08-4,1,distance_3_prime,26550,26550,8,6.4710416840238876e-06,734.4040416561411
3841,L07-1,2,distance_3_prime,26551,26551,12,9.170413799638686e-06,734.2322354994302
3890,L07-2,2,distance_3_prime,26551,26551,12,8.52401677242367e-06,733.988751842636
4083,L08-2,2,distance_3_prime,26551,26551,12,1.0121747755924174e-05,733.7624306733114
3938,L07-3,2,distance_3_prime,26552,26552,12,9.662271406762302e-06,733.4936881486439
3603,L06-1,2,distance_3_prime,26655,26655,12,9.756978068752546e-06,733.2371355182515
1973,L09-4,2,distance_5_prime,26885,26885,12,1.571309974937606e-05,732.977063267829
1885,L09-2,2,distance_5_prime,26887,26887,12,1.4618903460416273e-05,732.554616581067
1911,L09-3,1,distance_5_prime,26888,26888,8,1.0857144408163487e-05,732.1615581237268
1845,L09-1,2,distance_5_prime,26888,26888,12,1.3485509819698733e-05,731.8696312248801
1928,L09-3,2,distance_5_prime,26888,26888,12,9.988912307338854e-06,731.507032836848
1961,L09-4,1,distance_5_prime,26888,26888,8,1.1834284513951141e-05,731.2384509627283
1831,L09-1,1,distance_5_prime,26888,26888,8,1.0857144408163487e-05,730.9202507207171
1874,L09-2,1,distance_5_prime,26888,26888,8,1.1834284513951141e-05,730.6283238218705
2755,L02-3,2,distance_3_prime,26975,26975,12,7.0366456779163085e-06,730.3101235798594
1327,L06-3,1,distance_5_prime,26996,26996,8,1.0926468961316203e-05,730.1203100626975
1285,L06-2,2,distance_5_prime,26996,26996,12,6.113419209891512e-06,729.8253391066178
1262,L06-2,1,distance_5_prime,26996,26996,8,1.0926468961316203e-05,729.6603012416275
1207,L06-1,1,distance_5_prime,26996,26996,8,1.0926468961316203e-05,729.3653302855478
1226,L06-1,2,distance_5_prime,26996,26996,12,9.756978068752546e-06,729.070359329468
1383,L06-4,1,distance_5_prime,26996,26996,8,1.0926468961316203e-05,728.806959949524
1347,L06-3,2,distance_5_prime,26997,26997,12,7.982040409079571e-06,728.5119889934442
227,L02-1,2,distance_5_prime,27010,27010,12,6.2998409290165425e-06,728.2964978485203
1922,L09-3,2,distance_5_prime,27158,27158,12,9.988912307338854e-06,728.1263391450276
3432,L05-2,2,distance_3_prime,27167,27167,12,4.967929942251954e-06,727.8550602645848
3780,L06-4,2,distance_3_prime,27272,27272,12,7.469756822066657e-06,727.7200965118436
366,L02-3,2,distance_5_prime,27274,27274,12,7.0366456779163085e-06,727.5163813037922
3042,L03-4,2,distance_3_prime,27372,27372,12,5.468557390003386e-06,727.3244638295727
2892,L03-1,2,distance_3_prime,27373,27373,12,9.821333573410376e-06,727.1747784766935
2881,L03-1,1,distance_3_prime,27374,27374,8,1.009527414978863e-05,726.9059391127886
3030,L03-4,1,distance_3_prime,27374,27374,8,1.009527414978863e-05,726.6295910782122
2974,L03-3,1,distance_3_prime,27374,27374,8,1.009527414978863e-05,726.3532430436359
2922,L03-2,1,distance_3_prime,27374,27374,8,1.009527414978863e-05,726.0768950090595
2936,L03-2,2,distance_3_prime,27375,27375,12,7.594782890473104e-06,725.8005469744832
1331,L06-3,2,distance_5_prime,27526,27526,12,7.982040409079571e-06,725.5926397928564
2614,L02-1,2,distance_3_prime,27537,27537,12,6.2998409290165425e-06,725.3729261485561
2686,L02-2,2,distance_3_prime,27537,27537,12,6.416817194503354e-06,725.1994474288938
2822,L02-4,2,distance_3_prime,27537,27537,12,8.349626702106193e-06,725.0227475338088
2597,L02-1,1,distance_3_prime,27539,27539,8,9.06305050951337e-06,724.792823863313
2804,L02-4,1,distance_3_prime,27539,27539,8,9.06305050951337e-06,724.5432365153315
2667,L02-2,1,distance_3_prime,27539,27539,8,9.06305050951337e-06,724.29364916735
2736,L02-3,1,distance_3_prime,27539,27539,8,9.06305050951337e-06,724.0440618193686
2095,L10-3,2,distance_5_prime,27600,27600,12,8.534978118449848e-06,723.7944744713872
1965,L09-4,2,distance_5_prime,27818,27818,12,1.571309974937606e-05,723.558909075318
663,L03-4,2,distance_5_prime,27967,27967,12,5.468557390003386e-06,723.1218020664899
2401,L01-1,2,distance_3_prime,28157,28157,12,7.559159874971496e-06,722.9688629219636
4734,L11-4,2,distance_3_prime,28304,28304,12,7.172370593997801e-06,722.756019657364
2690,L02-2,2,distance_3_prime,28306,28306,12,6.416817194503354e-06,722.5530128800715
3717,L06-3,2,distance_3_prime,28589,28589,12,7.982040409079571e-06,722.3713784525639
855,L04-3,2,distance_5_prime,28690,28690,12,3.5793596227354955e-06,722.1431798993087
2249,L11-2,2,distance_5_prime,28703,28703,12,8.291965638094397e-06,722.0404880717324
2700,L02-2,2,distance_3_prime,28782,28782,12,6.416817194503354e-06,721.8024837820221
3053,L03-4,2,distance_3_prime,28793,28793,12,5.468557390003386e-06,721.61779494953
2100,L10-3,2,distance_5_prime,28813,28813,12,8.534978118449848e-06,721.4603387765997
864,L04-3,2,distance_5_prime,29069,29069,12,3.5793596227354955e-06,721.2144204520728
930,L04-4,2,distance_5_prime,29071,29071,12,6.325244048999557e-06,721.1103720471995
796,L04-2,2,distance_5_prime,29072,29072,12,8.78976636800994e-06,720.926490877451
778,L04-2,1,distance_5_prime,29073,29073,8,8.511951311638497e-06,720.6709547896002
909,L04-4,1,distance_5_prime,29073,29073,8,8.511951311638497e-06,720.4234868291169
839,L04-3,1,distance_5_prime,29073,29073,8,8.511951311638497e-06,720.1760188686336
716,L04-1,1,distance_5_prime,29073,29073,8,8.511951311638497e-06,719.9285509081503
1162,L05-4,2,distance_5_prime,29151,29151,12,3.7404151860856554e-06,719.681082947667
4036,L08-1,2,distance_3_prime,29226,29226,12,1.2295863056874513e-05,719.5720461045775
377,L02-3,2,distance_5_prime,29538,29538,12,7.0366456779163085e-06,719.2126872108772
446,L02-4,2,distance_5_prime,29538,29538,12,8.349626702106193e-06,719.004838770843
236,L02-1,2,distance_5_prime,29539,29539,12,6.2998409290165425e-06,718.7582074973162
307,L02-2,2,distance_5_prime,29541,29541,12,6.416817194503354e-06,718.572116496114
355,L02-3,1,distance_5_prime,29542,29542,8,9.06305050951337e-06,718.3825572993711
286,L02-2,1,distance_5_prime,29542,29542,8,9.06305050951337e-06,718.114816661219
216,L02-1,1,distance_5_prime,29542,29542,8,9.06305050951337e-06,717.847076023067
423,L02-4,1,distance_5_prime,29542,29542,8,9.06305050951337e-06,717.5793353849149
1925,L09-3,2,distance_5_prime,29585,29585,12,9.988912307338854e-06,717.3115947467628
2749,L02-3,2,distance_3_prime,29648,29648,12,7.0366456779163085e-06,717.0160727761502
1049,L05-2,2,distance_5_prime,29733,29733,12,4.967929942251954e-06,716.8074503050913
3378,L05-1,2,distance_3_prime,29845,29845,12,6.6064779819852355e-06,716.6597388441182
3476,L05-3,1,distance_3_prime,29852,29852,8,7.051943736066902e-06,716.4625685087459
3527,L05-4,1,distance_3_prime,29852,29852,8,7.056770839305861e-06,716.2520538843369
3410,L05-2,1,distance_3_prime,29852,29852,8,7.051943736066902e-06,716.0413951612419
3360,L05-1,1,distance_3_prime,29852,29852,8,7.056770839305861e-06,715.8308805368329
3492,L05-3,2,distance_3_prime,29853,29853,12,8.46067232732649e-06,715.6202218137379
2041,L10-2,2,distance_5_prime,29886,29886,12,5.704430631271309e-06,715.3676453627502
1273,L06-2,2,distance_5_prime,29916,29916,12,6.113419209891512e-06,715.197162748904
1146,L05-4,2,distance_5_prime,29938,29938,12,3.7404151860856554e-06,715.0142736998209
133,L01-3,2,distance_5_prime,29957,29957,12,6.790137777553954e-06,714.9022931499799
2293,L11-3,1,distance_5_prime,30008,30008,8,8.909697983512604e-06,714.6988809925776
2187,L11-1,1,distance_5_prime,30008,30008,8,8.909697983512604e-06,714.4315187754884
2203,L11-1,2,distance_5_prime,30008,30008,12,1.0670489072974586e-05,714.1641565583991
2331,L11-4,1,distance_5_prime,30008,30008,8,8.909697983512604e-06,713.8439565222973
2256,L11-2,2,distance_5_prime,30008,30008,12,8.291965638094397e-06,713.576594305208
2236,L11-2,1,distance_5_prime,30008,30008,8,8.909697983512604e-06,713.32776900034
2352,L11-4,2,distance_5_prime,30008,30008,12,7.172370593997801e-06,713.0604067832508
4633,L11-2,2,distance_3_prime,30038,30038,12,8.291965638094397e-06,712.8451782864661
2051,L10-2,2,distance_5_prime,30082,30082,12,5.704430631271309e-06,712.596104222629
2006,L10-1,2,distance_5_prime,30083,30083,12,1.005999951376669e-05,712.4245035403791
2144,L10-4,2,distance_5_prime,30084,30084,12,9.642031543906196e-06,712.1218685750065
2087,L10-3,1,distance_5_prime,30085,30085,8,7.982948422170244e-06,711.8317976980396
1995,L10-1,1,distance_5_prime,30085,30085,8,7.982948422170244e-06,711.5916306947586
2034,L10-2,1,distance_5_prime,30085,30085,8,7.982948422170244e-06,711.3514636914775
2132,L10-4,1,distance_5_prime,30085,30085,8,7.982948422170244e-06,711.1112966881965
1403,L06-4,2,distance_5_prime,30098,30098,12,7.469756822066657e-06,710.8711296849154
2827,L02-4,2,distance_3_prime,30130,30130,12,8.349626702106193e-06,710.6463049440849
2761,L02-3,2,distance_3_prime,30167,30167,12,7.0366456779163085e-06,710.3947306915504
2620,L02-1,2,distance_3_prime,30168,30168,12,6.2998409290165425e-06,710.1824562013848
2830,L02-4,2,distance_3_prime,30168,30168,12,8.349626702106193e-06,709.9924026002382
2807,L02-4,1,distance_3_prime,30169,30169,8,9.06305050951337e-06,709.740511061889
2600,L02-1,1,distance_3_prime,30169,30169,8,9.06305050951337e-06,709.4670878910675
2739,L02-3,1,distance_3_prime,30169,30169,8,9.06305050951337e-06,709.193664720246
2691,L02-2,2,distance_3_prime,30169,30169,12,6.416817194503354e-06,708.9202415494245
2670,L02-2,1,distance_3_prime,30169,30169,8,9.06305050951337e-06,708.7266525914836
105,L01-3,1,distance_5_prime,30275,30275,8,1.0538407225131994e-05,708.4532294206621
1,L01-1,1,distance_5_prime,30275,30275,8,1.0538407225131994e-05,708.1341791419212
159,L01-4,1,distance_5_prime,30275,30275,8,1.0538407225131994e-05,707.8151288631803
58,L01-2,1,distance_5_prime,30275,30275,8,1.0538407225131994e-05,707.4960785844395
296,L02-2,2,distance_5_prime,30276,30276,12,6.416817194503354e-06,707.1770283056986
439,L02-4,2,distance_5_prime,30298,30298,12,8.349626702106193e-06,706.9827527483178
981,L05-1,2,distance_5_prime,30371,30371,12,6.6064779819852355e-06,706.7297757584973
970,L05-1,1,distance_5_prime,30378,30378,8,7.056770839305861e-06,706.5291304157065
1137,L05-4,1,distance_5_prime,30378,30378,8,7.056770839305861e-06,706.3147598311501
387,L02-3,2,distance_5_prime,30478,30478,12,7.0366456779163085e-06,706.1003892465937
245,L02-1,2,distance_5_prime,30478,30478,12,6.2998409290165425e-06,705.8859263596222
3484,L05-3,2,distance_3_prime,30500,30500,12,8.46067232732649e-06,705.6939198077877
1996,L10-1,1,distance_5_prime,30500,30500,8,7.982948422170244e-06,705.4358693018042
2088,L10-3,1,distance_5_prime,30500,30500,8,7.982948422170244e-06,705.1923893749281
2035,L10-2,1,distance_5_prime,30500,30500,8,7.982948422170244e-06,704.948909448052
2133,L10-4,1,distance_5_prime,30500,30500,8,7.982948422170244e-06,704.7054295211758
2147,L10-4,2,distance_5_prime,30502,30502,12,9.642031543906196e-06,704.4619495942997
2008,L10-1,2,distance_5_prime,30504,30504,12,1.005999951376669e-05,704.1678483481475
2102,L10-3,2,distance_5_prime,30504,30504,12,8.534978118449848e-06,703.8609781229795
2823,L02-4,2,distance_3_prime,30544,30544,12,8.349626702106193e-06,703.6006271504543
3047,L03-4,2,distance_3_prime,30560,30560,12,5.468557390003386e-06,703.3455961524652
2939,L03-2,2,distance_3_prime,30632,30632,12,7.594782890473104e-06,703.1784770386267
545,L03-2,2,distance_5_prime,30711,30711,12,7.594782890473104e-06,702.9458336491258
1098,L05-3,2,distance_5_prime,30757,30757,12,8.46067232732649e-06,702.7125902717764
2938,L03-2,2,distance_3_prime,30763,30763,12,7.594782890473104e-06,702.4523653730049
1086,L05-3,1,distance_5_prime,30766,30766,8,7.051943736066902e-06,702.2187270669452
1020,L05-2,1,distance_5_prime,30766,30766,8,7.051943736066902e-06,702.0017669659615
3545,L05-4,2,distance_3_prime,30912,30912,12,3.7404151860856554e-06,701.7848068649777
122,L01-3,2,distance_5_prime,31068,31068,12,6.790137777553954e-06,701.6691831507454
3543,L05-4,2,distance_3_prime,31272,31272,12,3.7404151860856554e-06,701.4582271502724
4529,L10-4,2,distance_3_prime,31374,31374,12,9.642031543906196e-06,701.3412568865731
2562,L01-4,2,distance_3_prime,31426,31426,12,9.992630435054149e-06,701.0387477889146
3037,L03-4,2,distance_3_prime,31721,31721,12,5.468557390003386e-06,700.7247193848626
2980,L03-3,2,distance_3_prime,31722,31722,12,8.342573892610218e-06,700.5512512758943
2971,L03-3,1,distance_3_prime,31722,31722,8,1.009527414978863e-05,700.2866081468729
2878,L03-1,1,distance_3_prime,31722,31722,8,1.009527414978863e-05,699.9663658602933
2919,L03-2,1,distance_3_prime,31722,31722,8,1.009527414978863e-05,699.6461235737137
3027,L03-4,1,distance_3_prime,31722,31722,8,1.009527414978863e-05,699.325881287134
2887,L03-1,2,distance_3_prime,31722,31722,12,9.821333573410376e-06,699.0056390005544
2928,L03-2,2,distance_3_prime,31723,31723,12,7.594782890473104e-06,698.6940866569387
3230,L04-3,2,distance_3_prime,31730,31730,12,3.5793596227354955e-06,698.4531573593042
4429,L10-2,2,distance_3_prime,31827,31827,12,5.704430631271309e-06,698.3395842784748
173,L01-4,2,distance_5_prime,31961,31961,12,9.992630435054149e-06,698.1580293647734
1915,L09-3,2,distance_5_prime,32064,32064,12,9.988912307338854e-06,697.8386549034386
4561,L11-1,1,distance_3_prime,32077,32077,8,8.909697983512604e-06,697.5183704192161
4610,L11-2,1,distance_3_prime,32077,32077,8,8.909697983512604e-06,697.232574036999
4667,L11-3,1,distance_3_prime,32077,32077,8,8.909697983512604e-06,696.946777654782
4705,L11-4,1,distance_3_prime,32077,32077,8,8.909697983512604e-06,696.6609812725649
4573,L11-1,2,distance_3_prime,32078,32078,12,1.0670489072974586e-05,696.3751848903478
4679,L11-3,2,distance_3_prime,32078,32078,12,1.3801130312572599e-05,696.0328969418649
4623,L11-2,2,distance_3_prime,32078,32078,12,8.291965638094397e-06,695.5901842836982
4717,L11-4,2,distance_3_prime,32079,32079,12,7.172370593997801e-06,695.3241946099595
3929,L07-3,2,distance_3_prime,32101,32101,12,9.662271406762302e-06,695.0941121336746
12,L01-1,2,distance_5_prime,32109,32109,12,7.559159874971496e-06,694.783943559246
1266,L06-2,2,distance_5_prime,32135,32135,12,6.113419209891512e-06,694.5412264948205
3726,L06-3,2,distance_3_prime,32374,32374,12,7.982040409079571e-06,694.3447717685107
1698,L08-2,2,distance_5_prime,32469,32469,12,1.0121747755924174e-05,694.0863611923071
232,L02-1,2,distance_5_prime,32488,32488,12,6.2998409290165425e-06,693.75771816442
238,L02-1,2,distance_5_prime,32653,32653,12,6.2998409290165425e-06,693.5530489323181
3425,L05-2,2,distance_3_prime,32744,32744,12,4.967929942251954e-06,693.347340226463
2290,L11-3,1,distance_5_prime,32995,32995,8,8.909697983512604e-06,693.1846703284339
2328,L11-4,1,distance_5_prime,32995,32995,8,8.909697983512604e-06,692.8906948434678
2184,L11-1,1,distance_5_prime,32995,32995,8,8.909697983512604e-06,692.5967193585018
2233,L11-2,1,distance_5_prime,32995,32995,8,8.909697983512604e-06,692.3027438735357
2302,L11-3,2,distance_5_prime,32999,32999,12,1.3801130312572599e-05,692.0087683885697
2345,L11-4,2,distance_5_prime,32999,32999,12,7.172370593997801e-06,691.5533448893851
2199,L11-1,2,distance_5_prime,32999,32999,12,1.0670489072974586e-05,691.3166638321538
2336,L11-4,2,distance_5_prime,33209,33209,12,7.172370593997801e-06,690.9645483632347
2297,L11-3,2,distance_5_prime,33209,33209,12,1.3801130312572599e-05,690.7263611081786
2241,L11-2,2,distance_5_prime,33210,33210,12,8.291965638094397e-06,690.2680393716283
2192,L11-1,2,distance_5_prime,33210,33210,12,1.0670489072974586e-05,689.9926631927872
2179,L11-1,1,distance_5_prime,33211,33211,8,8.909697983512604e-06,689.6382962506736
2285,L11-3,1,distance_5_prime,33211,33211,8,8.909697983512604e-06,689.3423962709433
2323,L11-4,1,distance_5_prime,33211,33211,8,8.909697983512604e-06,689.0464962912129
2228,L11-2,1,distance_5_prime,33211,33211,8,8.909697983512604e-06,688.7505963114825
1638,L08-1,1,distance_5_prime,33330,33330,8,6.4710416840238876e-06,688.4546963317521
1537,L07-3,1,distance_5_prime,33330,33330,8,6.7824142172966825e-06,688.2390165124235
1683,L08-2,1,distance_5_prime,33330,33330,8,6.4710416840238876e-06,688.0129586465611
1785,L08-4,1,distance_5_prime,33330,33330,8,6.4710416840238876e-06,687.7972788272325
1587,L07-4,1,distance_5_prime,33330,33330,8,6.709022964985609e-06,687.581599007904
1737,L08-3,1,distance_5_prime,33330,33330,8,6.4710416840238876e-06,687.357987272481
1440,L07-1,1,distance_5_prime,33330,33330,8,6.7824142172966825e-06,687.1423074531524
1489,L07-2,1,distance_5_prime,33330,33330,8,6.7824142172966825e-06,686.9162495872899
1601,L07-4,2,distance_5_prime,33332,33332,12,9.747918819332073e-06,686.6901917214275
1456,L07-1,2,distance_5_prime,33332,33332,12,9.170413799638686e-06,686.3652740913415
1800,L08-4,2,distance_5_prime,33333,33333,12,9.412872102600306e-06,686.0596058585719
1553,L07-3,2,distance_5_prime,33333,33333,12,9.662271406762302e-06,685.7458465927759
1752,L08-3,2,distance_5_prime,33334,33334,12,4.900401383710004e-06,685.4237740999744
1505,L07-2,2,distance_5_prime,33334,33334,12,8.52401677242367e-06,685.2604241202498
1653,L08-1,2,distance_5_prime,33335,33335,12,1.2295863056874513e-05,684.9762845451578
3496,L05-3,2,distance_3_prime,33523,33523,12,8.46067232732649e-06,684.5664019501569
3316,L04-4,2,distance_3_prime,33550,33550,12,6.325244048999557e-06,684.2827748317279
425,L02-4,1,distance_5_prime,33591,33591,8,9.06305050951337e-06,684.070562893884
218,L02-1,1,distance_5_prime,33591,33591,8,9.06305050951337e-06,683.766125964219
288,L02-2,1,distance_5_prime,33591,33591,8,9.06305050951337e-06,683.461689034554
357,L02-3,1,distance_5_prime,33591,33591,8,9.06305050951337e-06,683.1572521048889
380,L02-3,2,distance_5_prime,33594,33594,12,7.0366456779163085e-06,682.8528151752239
448,L02-4,2,distance_5_prime,33595,33595,12,8.349626702106193e-06,682.6164261003199
4572,L11-1,1,distance_3_prime,33631,33631,8,8.909697983512604e-06,682.3359203912627
