,start,end,IS_strand,max_alignment_length,length,cluster_id,line,gen_id,closest_gene_5_prime,position_5_prime,distance_5_prime,closest_gene_3_prime,position_3_prime,distance_3_prime
1200,1275225,1278317,reverse,3093,3093,2,L06-1,1,fldA,1207650,67575,infA,1417042,138725
1201,1440626,1443718,reverse,3093,3093,3,L06-1,1,serS,1431536,9090,rpsA,1455485,11767
1202,1660104,1663196,reverse,3093,3093,4,L06-1,1,trmU,1655900,4204,pth,1697214,34018
1203,2309995,2313087,reverse,3093,3093,5,L06-1,1,pgsA,2290042,19953,metG,2405387,92300
1204,3401694,3404785,reverse,3093,3092,6,L06-1,1,rnpB,3380837,20857,infB,3426688,21903
1205,3505155,3508247,reverse,3093,3093,7,L06-1,1,degS,3491130,14025,mreD,3509353,1106
1206,3524145,3527237,reverse,3093,3093,8,L06-1,1,accC,3518231,5914,yrdC,3544910,17673
1207,3725465,3728556,reverse,3093,3092,9,L06-1,1,ftsY,3698469,26996,glyS,3783529,54973
1208,310048,313140,reverse,3093,3093,0,L06-1,2,rpoC,263812,46236,ubiA,330357,17217
1209,414546,417636,reverse,3092,3091,1,L06-1,2,ssb,352000,62546,groS,457107,39471
1210,429216,432306,forward,3093,3091,2,L06-1,2,ssb,352000,77216,groS,457107,24801
1211,452035,455127,reverse,3093,3093,3,L06-1,2,ssb,352000,100035,groS,457107,1980
1212,513930,517022,forward,3093,3093,4,L06-1,2,rpsR,512477,1453,proS,570521,53499
1213,625381,628472,forward,3092,3092,5,L06-1,2,folK,623933,1448,can,642758,14286
1214,898724,901816,reverse,3093,3093,6,L06-1,2,ppa,877024,21700,hemB,945195,43379
1215,1290148,1293240,reverse,3093,3093,7,L06-1,2,fldA,1222581,67567,infA,1431961,138721
1216,1455546,1458637,reverse,3093,3092,8,L06-1,2,serS,1446456,9090,rpsA,1470404,11767
1217,1675018,1678110,reverse,3093,3093,9,L06-1,2,trmU,1670814,4204,pth,1712127,34017
1218,2324902,2327994,reverse,3093,3093,10,L06-1,2,pgsA,2304948,19954,metG,2420290,92296
1219,2445146,2448237,forward,3093,3092,11,L06-1,2,metG,2422322,22824,ftsB,2474892,26655
1220,2809702,2812793,forward,3092,3092,12,L06-1,2,gltX,2784836,24866,fabB,2850267,37474
1221,2977425,2980515,forward,3092,3091,13,L06-1,2,gyrA,2951232,26193,yejM,3005591,25076
1222,3070820,3073912,forward,3093,3093,14,L06-1,2,folE,3046316,24504,eno,3075753,1841
1223,3423343,3426433,reverse,3092,3091,15,L06-1,2,rnpB,3402486,20857,infB,3448338,21905
1224,3526804,3529895,reverse,3093,3092,16,L06-1,2,degS,3512779,14025,mreD,3531001,1106
1225,3545794,3548886,reverse,3093,3093,17,L06-1,2,accC,3539879,5915,yrdC,3560682,11796
1226,3741242,3744333,reverse,3092,3092,18,L06-1,2,ftsY,3714246,26996,glyS,3799306,54973
1227,307943,311034,reverse,3092,3092,0,L06-1,3,rpoC,263819,44124,ubiA,328251,17217
1228,351510,354602,forward,3093,3093,1,L06-1,3,ssb,349895,1615,groS,440127,85525
1229,415544,418636,forward,3093,3093,2,L06-1,3,ssb,349895,65649,groS,440127,21491
1230,435055,438147,reverse,3093,3093,3,L06-1,3,ssb,349895,85160,groS,440127,1980
1231,496953,500045,forward,3093,3093,4,L06-1,3,rpsR,495500,1453,proS,555850,55805
1232,531722,534814,forward,3093,3093,5,L06-1,3,rpsR,495500,36222,proS,555850,21036
1233,609918,613010,forward,3093,3093,6,L06-1,3,folK,609260,658,can,627296,14286
1234,883250,886342,reverse,3093,3093,7,L06-1,3,ppa,861551,21699,hemB,929720,43378
1235,1148501,1151593,forward,3093,3093,8,L06-1,3,argU,1088565,59936,mrdB,1165128,13535
1236,1277778,1280869,reverse,3093,3092,9,L06-1,3,fldA,1210205,67573,infA,1419588,138719
1237,1443171,1446263,reverse,3093,3093,10,L06-1,3,serS,1434081,9090,rpsA,1458030,11767
1238,1482857,1485949,forward,3093,3093,11,L06-1,3,mukB,1476820,6037,asnS,1486721,772
1239,1665742,1668833,reverse,3093,3092,12,L06-1,3,trmU,1661538,4204,pth,1702850,34017
1240,2277488,2280580,forward,3093,3093,13,L06-1,3,aspS,2270134,7354,argS,2282776,2196
1241,2318717,2321809,reverse,3093,3093,14,L06-1,3,pgsA,2298766,19951,metG,2414107,92298
1242,2438962,2442054,forward,3093,3093,15,L06-1,3,metG,2416139,22823,ftsB,2468713,26659
1243,2803517,2806609,forward,3093,3093,16,L06-1,3,gltX,2778652,24865,fabB,2844081,37472
1244,2971239,2974331,forward,3093,3093,17,L06-1,3,gyrA,2945045,26194,rnpB,2995056,20725
1245,3072335,3075426,reverse,3093,3092,18,L06-1,3,cca,3062137,10198,ribB,3077637,2211
1246,3168353,3171445,forward,3093,3093,19,L06-1,3,fbaA,3163793,4560,prfB,3202952,31507
1247,3329450,3332541,reverse,3093,3092,20,L06-1,3,eno,3326312,3138,folE,3358456,25915
1248,3352787,3355879,forward,3093,3093,21,L06-1,3,eno,3326312,26475,folE,3358456,2577
1249,3424925,3428017,reverse,3093,3093,22,L06-1,3,yejM,3401607,23318,infB,3449919,21902
1250,3528381,3531472,reverse,3093,3092,23,L06-1,3,degS,3514357,14024,mreD,3532578,1106
1251,3547370,3550462,reverse,3093,3093,24,L06-1,3,accC,3541456,5914,yrdC,3562258,11796
1252,3742814,3745906,reverse,3093,3093,25,L06-1,3,ftsY,3715818,26996,glyS,3800876,54970
1253,442857,445949,reverse,3093,3093,0,L06-2,1,ssb,348912,93945,groS,447929,1980
1254,883797,886888,reverse,3093,3092,1,L06-2,1,proS,832011,51786,hemB,930265,43377
1255,1275225,1278317,reverse,3093,3093,2,L06-2,1,fldA,1207650,67575,infA,1417042,138725
1256,1440626,1443718,reverse,3093,3093,3,L06-2,1,serS,1431536,9090,rpsA,1455485,11767
1257,1660104,1663196,reverse,3093,3093,4,L06-2,1,trmU,1655900,4204,pth,1697214,34018
1258,2309995,2313087,reverse,3093,3093,5,L06-2,1,pgsA,2290042,19953,metG,2405387,92300
1259,3401694,3404785,reverse,3093,3092,6,L06-2,1,rnpB,3380837,20857,infB,3426688,21903
1260,3505155,3508247,reverse,3093,3093,7,L06-2,1,degS,3491130,14025,mreD,3509353,1106
1261,3524145,3527237,reverse,3093,3093,8,L06-2,1,accC,3518231,5914,yrdC,3544910,17673
1262,3725465,3728556,reverse,3093,3092,9,L06-2,1,ftsY,3698469,26996,glyS,3783529,54973
1263,76750,79841,forward,3093,3092,0,L06-2,2,hemC,65010,11740,hemG,97974,18133
1264,431962,435054,reverse,3093,3093,1,L06-2,2,ssb,338020,93942,groS,437034,1980
1265,872886,875978,reverse,3093,3093,2,L06-2,2,proS,821103,51783,hemB,919353,43375
1266,1228875,1231967,reverse,3093,3093,3,L06-2,2,fldA,1196740,32135,infA,1412327,180360
1267,1267412,1270503,reverse,3092,3092,4,L06-2,2,fldA,1196740,70672,infA,1412327,141824
1268,1285197,1288287,forward,3093,3091,5,L06-2,2,fldA,1196740,88457,infA,1412327,124040
1269,1435911,1439003,reverse,3093,3093,6,L06-2,2,serS,1426821,9090,rpsA,1450771,11768
1270,1643799,1646888,forward,3093,3090,7,L06-2,2,lolE,1635958,7841,trmU,1653161,6273
1271,1657847,1660937,reverse,3092,3091,8,L06-2,2,trmU,1654266,3581,pth,1694953,34016
1272,1884191,1887283,forward,3093,3093,9,L06-2,2,fabI,1786861,97330,tyrS,2031929,144646
1273,2089135,2092226,forward,3093,3092,10,L06-2,2,ribC,2059219,29916,pheT,2114634,22408
1274,2313640,2316731,reverse,3093,3092,11,L06-2,2,pgsA,2293692,19948,metG,2406519,89788
1275,2450025,2453116,forward,3092,3092,12,L06-2,2,metG,2408551,41474,folE,2458301,5185
1276,2600285,2603378,forward,3094,3094,13,L06-2,2,nrdB,2560047,40238,folC,2646305,42927
1277,3015186,3018277,reverse,3094,3092,14,L06-2,2,alaS,2976773,38413,ispF,3029163,10886
1278,3149275,3152367,forward,3093,3093,15,L06-2,2,lgt,3123888,25387,prfB,3192256,39889
1279,3258472,3261562,forward,3092,3091,16,L06-2,2,yqgF,3250276,8196,plsC,3287673,26111
1280,3409455,3412547,reverse,3093,3093,17,L06-2,2,rnpB,3388597,20858,infB,3434449,21902
1281,3512914,3516006,reverse,3093,3093,18,L06-2,2,degS,3498889,14025,mreD,3517112,1106
1282,3531903,3534995,reverse,3093,3093,19,L06-2,2,accC,3525989,5914,yrdC,3552280,17285
1283,3559367,3562459,reverse,3093,3093,20,L06-2,2,fmt,3556597,2770,rplQ,3564155,1696
1284,3606361,3609451,forward,3092,3091,21,L06-2,2,rpsL,3583162,23199,trpS,3624345,14894
1285,3739032,3742122,reverse,3092,3091,22,L06-2,2,ftsY,3712036,26996,glyS,3800193,58071
1286,3777514,3780605,forward,3092,3092,23,L06-2,2,ftsY,3712036,65478,glyS,3800193,19588
1287,3960422,3963513,reverse,3093,3092,24,L06-2,2,yidC,3956243,4179,glmS,3987015,23502
1288,3971299,3974391,reverse,3093,3093,25,L06-2,2,yidC,3956243,15056,glmS,3987015,12624
1289,76756,79846,forward,3092,3091,0,L06-2,3,hemC,65015,11741,hemG,97979,18133
1290,150339,153430,forward,3093,3092,1,L06-2,3,yihA,114095,36244,ftsN,188841,35411
1291,435061,438152,reverse,3093,3092,2,L06-2,3,ssb,341118,93943,groS,440132,1980
1292,869621,872713,reverse,3093,3093,3,L06-2,3,proS,824196,45425,hemB,916089,43376
1293,1205102,1207021,reverse,1920,1920,4,L06-2,3,fldA,1193465,11637,infA,1408267,201246
1294,1221715,1224806,forward,3093,3092,5,L06-2,3,fldA,1193465,28250,infA,1408267,183461
1295,1312868,1315960,reverse,3093,3093,6,L06-2,3,fldA,1193465,119403,infA,1408267,92307
1296,1330654,1333745,forward,3093,3092,7,L06-2,3,fldA,1193465,137189,infA,1408267,74522
1297,1369189,1372281,forward,3093,3093,8,L06-2,3,fldA,1193465,175724,infA,1408267,35986
1298,1431851,1434942,reverse,3093,3092,9,L06-2,3,serS,1422761,9090,rpsA,1446709,11767
1299,1639744,1642836,forward,3093,3093,10,L06-2,3,lolE,1631904,7840,trmU,1649109,6273
1300,1653793,1656884,reverse,3093,3092,11,L06-2,3,trmU,1650214,3579,pth,1690900,34016
1301,1880134,1883224,forward,3092,3091,12,L06-2,3,fabI,1782804,97330,tyrS,2027867,144643
1302,2085075,2091265,reverse,3093,6191,13,L06-2,3,ribC,2055158,29917,pheT,2111254,19989
1303,2310252,2313343,reverse,3092,3092,14,L06-2,3,pgsA,2290299,19953,metG,2403129,89786
1304,2446635,2449726,forward,3093,3092,15,L06-2,3,metG,2405161,41474,folE,2454911,5185
1305,2596896,2599988,forward,3093,3093,16,L06-2,3,nrdB,2556657,40239,folC,2642914,42926
1306,2937227,2940318,forward,3093,3092,17,L06-2,3,grpE,2937186,41,alaS,2981358,41040
1307,3014907,3017999,reverse,3093,3093,18,L06-2,3,uppS,3013937,970,ispF,3028886,10887
1308,3148998,3152089,forward,3093,3092,19,L06-2,3,lgt,3123612,25386,prfB,3187827,35738
1309,3254044,3257135,forward,3092,3092,20,L06-2,3,yqgF,3245845,8199,plsC,3283244,26109
1310,3405025,3408116,reverse,3093,3092,21,L06-2,3,rnpB,3384169,20856,infB,3430019,21903
1311,3508483,3511574,reverse,3093,3092,22,L06-2,3,degS,3494458,14025,mreD,3512680,1106
1312,3527472,3530563,reverse,3093,3092,23,L06-2,3,accC,3521558,5914,yrdC,3547849,17286
1313,3554936,3558028,reverse,3093,3093,24,L06-2,3,fmt,3552166,2770,rplQ,3559724,1696
1314,3601933,3605023,forward,3093,3091,25,L06-2,3,rpsL,3578733,23200,trpS,3619915,14892
1315,3734607,3737698,reverse,3093,3092,26,L06-2,3,ftsY,3707611,26996,glyS,3795770,58072
1316,3773091,3776182,forward,3093,3092,27,L06-2,3,ftsY,3707611,65480,glyS,3795770,19588
1317,3956003,3962196,reverse,3093,6194,28,L06-2,3,yidC,3951824,4179,glmS,3974821,12625
1318,442857,445949,reverse,3093,3093,0,L06-3,1,ssb,348912,93945,groS,447929,1980
1319,883797,886888,reverse,3093,3092,1,L06-3,1,proS,832011,51786,hemB,930265,43377
1320,1275225,1278317,reverse,3093,3093,2,L06-3,1,fldA,1207650,67575,infA,1417042,138725
1321,1440626,1443718,reverse,3093,3093,3,L06-3,1,serS,1431536,9090,rpsA,1455485,11767
1322,1660104,1663196,reverse,3093,3093,4,L06-3,1,trmU,1655900,4204,pth,1697214,34018
1323,2309995,2313087,reverse,3093,3093,5,L06-3,1,pgsA,2290042,19953,metG,2405387,92300
1324,3401694,3404785,reverse,3093,3092,6,L06-3,1,rnpB,3380837,20857,infB,3426688,21903
1325,3505155,3508247,reverse,3093,3093,7,L06-3,1,degS,3491130,14025,mreD,3509353,1106
1326,3524145,3527237,reverse,3093,3093,8,L06-3,1,accC,3518231,5914,yrdC,3544910,17673
1327,3725465,3728556,reverse,3093,3092,9,L06-3,1,ftsY,3698469,26996,glyS,3783529,54973
1328,398185,401277,forward,3093,3093,0,L06-3,2,ssb,348912,49273,groS,451031,49754
1329,445960,449051,reverse,3093,3092,1,L06-3,2,ssb,348912,97048,groS,451031,1980
1330,885234,888325,reverse,3092,3092,2,L06-3,2,proS,835105,50129,lgt,922101,33776
1331,1006847,1009938,reverse,3093,3092,3,L06-3,2,eno,979321,27526,ftsB,1017848,7910
1332,1478197,1481288,reverse,3093,3092,4,L06-3,2,folC,1397557,80640,nrdB,1486206,4918
1333,1606931,1610023,reverse,3093,3093,5,L06-3,2,folE,1586160,20771,metG,1638612,28589
1334,1649269,1652361,reverse,3093,3093,6,L06-3,2,metG,1636580,12689,pgsA,1721420,69059
1335,1713380,1716472,forward,3093,3093,7,L06-3,2,metG,1636580,76800,pgsA,1721420,4948
1336,1848289,1851380,reverse,3093,3092,8,L06-3,2,gapA,1831715,16574,nadE,1873531,22151
1337,2147340,2150432,forward,3093,3093,9,L06-3,2,tyrS,1978766,168574,fabI,2226178,75746
1338,2351316,2354405,forward,3092,3090,10,L06-3,2,pth,2316714,34602,trmU,2359714,5309
1339,2421022,2424113,reverse,3093,3092,11,L06-3,2,mviN,2411415,9607,serT,2481036,56923
1340,2562425,2565517,forward,3093,3093,12,L06-3,2,rpsA,2548986,13439,serS,2575898,10381
1341,2727825,2730916,forward,3093,3092,13,L06-3,2,infA,2588884,138941,fldA,2799020,68104
1342,3119239,3122331,forward,3093,3093,14,L06-3,2,hemB,3074894,44345,prfB,3154705,32374
1343,3170382,3173474,reverse,3093,3093,15,L06-3,2,prfB,3155802,14580,fbaA,3192784,19310
1344,3374346,3377438,reverse,3093,3093,16,L06-3,2,rnpB,3359878,14468,infB,3399341,21903
1345,3477804,3480896,reverse,3093,3093,17,L06-3,2,degS,3463779,14025,mreD,3482002,1106
1346,3496794,3499886,reverse,3093,3093,18,L06-3,2,accC,3490880,5914,yrdC,3517106,17220
1347,3697664,3700755,reverse,3093,3092,19,L06-3,2,ftsY,3670667,26997,glyS,3755727,54972
1348,398184,401276,forward,3093,3093,0,L06-3,3,ssb,348913,49271,groS,412844,11568
1349,407772,410864,reverse,3093,3093,1,L06-3,3,ssb,348913,58859,groS,412844,1980
1350,470977,474069,forward,3093,3093,2,L06-3,3,rpsR,468219,2758,ppa,494378,20309
1351,672687,675779,forward,3093,3093,3,L06-3,3,imp,644280,28407,ftsL,681305,5526
1352,853969,857061,reverse,3093,3093,4,L06-3,3,proS,803132,50837,lgt,890841,33780
1353,975591,978683,reverse,3093,3093,5,L06-3,3,eno,948063,27528,ftsB,986594,7911
1354,1200074,1203166,forward,3093,3093,6,L06-3,3,der,1186655,13419,hda,1209037,5871
1355,1295338,1298430,reverse,3093,3093,7,L06-3,3,ligA,1290144,5194,gltX,1536474,238044
1356,1463535,1466627,reverse,3093,3093,8,L06-3,3,ligA,1290144,173391,gltX,1536474,69847
1357,1527648,1530740,forward,3093,3093,9,L06-3,3,ligA,1290144,237504,gltX,1536474,5734
1358,1685291,1688383,reverse,3093,3093,10,L06-3,3,folC,1604836,80455,pgsA,1877422,189039
1359,1853641,1856733,reverse,3093,3093,11,L06-3,3,folC,1604836,248805,pgsA,1877422,20689
1360,1870831,1873923,forward,3093,3093,12,L06-3,3,folC,1604836,265995,pgsA,1877422,3499
1361,2004300,2007392,reverse,3093,3093,13,L06-3,3,gapA,1987723,16577,nadE,2029544,22152
1362,2303361,2306453,forward,3093,3093,14,L06-3,3,tyrS,2134779,168582,fabI,2382202,75749
1363,2507344,2510436,forward,3093,3093,15,L06-3,3,pth,2472741,34603,trmU,2515552,5116
1364,2576862,2579954,reverse,3093,3093,16,L06-3,3,mviN,2567254,9608,serT,2636877,56923
1365,2718272,2721364,forward,3093,3093,17,L06-3,3,rpsA,2704833,13439,serS,2731745,10381
1366,2883674,2886766,forward,3093,3093,18,L06-3,3,infA,2744731,138943,fldA,2954870,68104
1367,3275107,3278199,forward,3093,3093,19,L06-3,3,hemB,3230757,44350,prfB,3310572,32373
1368,3326250,3329342,reverse,3093,3093,20,L06-3,3,prfB,3311669,14581,fbaA,3348654,19312
1369,3530222,3533314,reverse,3093,3093,21,L06-3,3,rnpB,3515754,14468,infB,3555217,21903
1370,3603047,3606139,forward,3093,3093,22,L06-3,3,yhbG,3586543,16504,rpsI,3607092,953
1371,3626568,3629659,reverse,3092,3092,23,L06-3,3,degS,3612543,14025,mreD,3630765,1106
1372,3645557,3648649,reverse,3093,3093,24,L06-3,3,accC,3639643,5914,yrdC,3665869,17220
1373,3846427,3849519,reverse,3093,3093,25,L06-3,3,ftsY,3819431,26996,glyS,3904492,54973
1374,442857,445949,reverse,3093,3093,0,L06-4,1,ssb,348912,93945,groS,447929,1980
1375,883797,886888,reverse,3093,3092,1,L06-4,1,proS,832011,51786,hemB,930265,43377
1376,1275225,1278317,reverse,3093,3093,2,L06-4,1,fldA,1207650,67575,infA,1417042,138725
1377,1440626,1443718,reverse,3093,3093,3,L06-4,1,serS,1431536,9090,rpsA,1455485,11767
1378,1660104,1663196,reverse,3093,3093,4,L06-4,1,trmU,1655900,4204,pth,1697214,34018
1379,2309995,2313087,reverse,3093,3093,5,L06-4,1,pgsA,2290042,19953,metG,2405387,92300
1380,3401694,3404785,reverse,3093,3092,6,L06-4,1,rnpB,3380837,20857,infB,3426688,21903
1381,3505155,3508247,reverse,3093,3093,7,L06-4,1,degS,3491130,14025,mreD,3509353,1106
1382,3524145,3527237,reverse,3093,3093,8,L06-4,1,accC,3518231,5914,yrdC,3544910,17673
1383,3725465,3728556,reverse,3093,3092,9,L06-4,1,ftsY,3698469,26996,glyS,3783529,54973
1384,305931,309023,forward,3093,3093,0,L06-4,2,rpoC,263817,42114,ubiA,315193,6170
1385,425111,431304,forward,3092,6194,1,L06-4,2,ssb,336836,88275,groS,433284,1980
1386,869142,872234,reverse,3093,3093,2,L06-4,2,proS,817358,51784,hemB,915612,43378
1387,1139462,1142553,forward,3093,3092,3,L06-4,2,argU,1074459,65003,mrdB,1151024,8471
1388,1263671,1266763,reverse,3093,3093,4,L06-4,2,fldA,1196101,67570,infA,1389267,122504
1389,1412850,1415941,reverse,3093,3092,5,L06-4,2,serS,1403760,9090,rpsA,1427709,11768
1390,1632321,1635413,reverse,3093,3093,6,L06-4,2,trmU,1628117,4204,pth,1669432,34019
1391,1900801,1906994,forward,3093,6194,7,L06-4,2,fabI,1761339,139462,tyrS,2009792,102798
1392,2288402,2291494,reverse,3093,3093,8,L06-4,2,pgsA,2268448,19954,yejM,2295908,4414
1393,2432110,2435201,forward,3093,3092,9,L06-4,2,metG,2383951,48159,gyrA,2528706,93505
1394,2481383,2484474,forward,3093,3092,10,L06-4,2,metG,2383951,97432,gyrA,2528706,44232
1395,3159158,3162250,reverse,3093,3093,11,L06-4,2,lgt,3098086,61072,prfB,3166455,4205
1396,3240338,3243429,reverse,3093,3092,12,L06-4,2,yqgF,3224476,15862,plsC,3270701,27272
1397,3288466,3291558,reverse,3093,3093,13,L06-4,2,parE,3283352,5114,ribB,3294872,3314
1398,3382106,3385196,forward,3092,3091,14,L06-4,2,rnpB,3374729,7377,infB,3423680,38484
1399,3398686,3401778,reverse,3093,3093,15,L06-4,2,rnpB,3374729,23957,infB,3423680,21902
1400,3502143,3505234,reverse,3093,3092,16,L06-4,2,degS,3488119,14024,mreD,3506339,1105
1401,3521131,3524223,reverse,3093,3093,17,L06-4,2,accC,3515217,5914,yrdC,3536579,12356
1402,3714326,3717418,forward,3093,3093,18,L06-4,2,ftsY,3690144,24182,glyS,3778958,61540
1403,3720242,3723334,reverse,3093,3093,19,L06-4,2,ftsY,3690144,30098,glyS,3778958,55624
1404,3762719,3765811,forward,3093,3093,20,L06-4,2,ftsY,3690144,72575,glyS,3778958,13147
1405,3860399,3863490,reverse,3092,3092,21,L06-4,2,rpmB,3860050,349,dfp,3864209,719
1406,305936,309028,forward,3093,3093,0,L06-4,3,rpoC,263822,42114,ubiA,315198,6170
1407,425120,428212,forward,3093,3093,1,L06-4,3,ssb,336842,88278,proS,481712,53500
1408,866062,869154,forward,3093,3093,2,L06-4,3,groS,863789,2273,hemB,921303,52149
1409,874832,877924,reverse,3093,3093,3,L06-4,3,groS,863789,11043,hemB,921303,43379
1410,1075486,1078578,reverse,3093,3093,4,L06-4,3,folD,1073090,2396,argU,1083175,4597
1411,1148252,1151344,forward,3093,3093,5,L06-4,3,argU,1083250,65002,mrdB,1159815,8471
1412,1272465,1275556,reverse,3093,3092,6,L06-4,3,fldA,1204893,67572,infA,1398062,122506
1413,1421645,1424737,reverse,3093,3093,7,L06-4,3,serS,1412555,9090,rpsA,1436504,11767
1414,1641120,1644212,reverse,3093,3093,8,L06-4,3,trmU,1636916,4204,pth,1678231,34019
1415,1909608,1912699,forward,3093,3092,9,L06-4,3,fabI,1770141,139467,tyrS,2015499,102800
1416,2141767,2144858,reverse,3093,3092,10,L06-4,3,nadE,2122832,18935,gapA,2168520,23662
1417,2157869,2160961,forward,3093,3093,11,L06-4,3,nadE,2122832,35037,gapA,2168520,7559
1418,2300317,2303409,reverse,3093,3093,12,L06-4,3,pgsA,2280362,19955,yejM,2307823,4414
1419,2444029,2447121,forward,3093,3093,13,L06-4,3,metG,2395867,48162,gyrA,2540628,93507
1420,2493304,2496396,forward,3093,3093,14,L06-4,3,metG,2395867,97437,gyrA,2540628,44232
1421,3171096,3174188,reverse,3093,3093,15,L06-4,3,lgt,3110022,61074,prfB,3178393,4205
1422,3252281,3255373,reverse,3093,3093,16,L06-4,3,yqgF,3236415,15866,plsC,3282646,27273
1423,3300411,3303502,reverse,3092,3092,17,L06-4,3,parE,3295297,5114,ribB,3306816,3314
1424,3375470,3378562,reverse,3093,3093,18,L06-4,3,rpoD,3330974,44496,rnpB,3389405,10843
1425,3397157,3400249,forward,3093,3093,19,L06-4,3,rnpB,3389780,7377,infB,3438734,38485
1426,3413739,3416831,reverse,3093,3093,20,L06-4,3,rnpB,3389780,23959,infB,3438734,21903
1427,3517201,3520292,reverse,3093,3092,21,L06-4,3,degS,3503176,14025,mreD,3521397,1105
1428,3536190,3539282,reverse,3093,3093,22,L06-4,3,accC,3530275,5915,yrdC,3551637,12355
1429,3729382,3732474,forward,3093,3093,23,L06-4,3,ftsY,3705200,24182,glyS,3733041,567
1430,3814484,3817576,reverse,3093,3093,24,L06-4,3,rpmB,3814135,349,dfp,3818295,719
1431,33499,36590,forward,3094,3092,0,L07-1,1,trpT,21291,12208,rho,43774,7184
1432,850588,853680,forward,3094,3093,1,L07-1,1,proS,831956,18632,hemB,932379,78699
1433,1071481,1074572,reverse,3093,3092,2,L07-1,1,hemH,1032729,38752,lpxH,1082747,8175
1434,1280429,1283522,reverse,3094,3094,3,L07-1,1,fldA,1212855,67574,infA,1425342,141820
1435,1303488,1306579,reverse,3092,3092,4,L07-1,1,fldA,1212855,90633,infA,1425342,118763
1436,1855300,1858392,reverse,3094,3093,5,L07-1,1,fabI,1791617,63683,tyrS,2015648,157256
1437,2118219,2121312,forward,3095,3094,6,L07-1,1,thrS,2102261,15958,nadE,2125253,3941
1438,2146790,2149882,reverse,3093,3093,7,L07-1,1,nadE,2126079,20711,gapA,2168665,18783
1439,2345195,2348287,forward,3094,3093,8,L07-1,1,pgsA,2280495,64700,metG,2395837,47550
1440,2431199,2434289,reverse,3093,3091,9,L07-1,1,metG,2397869,33330,folE,2447617,13328
1441,2984750,2987841,forward,3093,3092,10,L07-1,1,alaS,2963002,21748,ispF,3014391,26550
1442,3019342,3022434,reverse,3094,3093,11,L07-1,1,ftsB,3015908,3434,eno,3041365,18931
1443,3575484,3578576,forward,3094,3093,12,L07-1,1,rpsL,3550626,24858,trpS,3591813,13237
1444,3797714,3800805,reverse,3093,3092,13,L07-1,1,glyQ,3790018,7696,gpsA,3842192,41387
1445,33491,36583,forward,3093,3093,0,L07-1,2,trpT,21285,12206,rho,43770,7187
1446,164069,167160,reverse,3092,3092,1,L07-1,2,yihA,128077,35992,ftsN,202826,35666
1447,853708,856801,forward,3094,3094,2,L07-1,2,proS,835078,18630,hemB,935505,78704
1448,1074607,1077699,reverse,3093,3093,3,L07-1,2,hemH,1035858,38749,lpxH,1085873,8174
1449,1283563,1286655,reverse,3093,3093,4,L07-1,2,fldA,1215990,67573,infA,1427931,141276
1450,1306071,1309162,reverse,3094,3092,5,L07-1,2,fldA,1215990,90081,infA,1427931,118769
1451,1488806,1491898,reverse,3093,3093,6,L07-1,2,mukB,1482490,6316,asnS,1492391,493
1452,1861013,1864105,reverse,3093,3093,7,L07-1,2,fabI,1797328,63685,tyrS,2021363,157258
1453,2122998,2126091,forward,3094,3094,8,L07-1,2,thrS,2107979,15019,nadE,2129087,2996
1454,2150329,2153422,reverse,3094,3094,9,L07-1,2,nadE,2129913,20416,gapA,2172206,18784
1455,2348748,2351840,forward,3093,3093,10,L07-1,2,pgsA,2284048,64700,metG,2397893,46053
1456,2433257,2436349,reverse,3094,3093,11,L07-1,2,metG,2399925,33332,folE,2449676,13327
1457,2986796,2989887,forward,3093,3092,12,L07-1,2,alaS,2965049,21747,ispF,3016438,26551
1458,3021391,3024483,reverse,3093,3093,13,L07-1,2,ftsB,3017956,3435,eno,3043415,18932
1459,3352270,3355363,reverse,3094,3094,14,L07-1,2,rpoD,3314441,37829,rnpB,3372869,17506
1460,3580636,3583728,forward,3093,3093,15,L07-1,2,rpsL,3555779,24857,trpS,3596964,13236
1461,3802870,3805962,reverse,3094,3093,16,L07-1,2,glyQ,3795177,7693,gpsA,3847346,41384
1462,33490,36582,forward,3094,3093,0,L07-1,3,trpT,21283,12207,rho,43767,7185
1463,164057,167149,reverse,3093,3093,1,L07-1,3,yihA,128073,35984,ftsN,202806,35657
1464,853649,856739,forward,3093,3091,2,L07-1,3,proS,835021,18628,hemB,935442,78703
1465,1074535,1077627,reverse,3093,3093,3,L07-1,3,hemH,1035787,38748,lpxH,1085800,8173
1466,1283487,1286576,reverse,3093,3090,4,L07-1,3,fldA,1215915,67572,infA,1421121,134545
1467,1299270,1302361,reverse,3092,3092,5,L07-1,3,fldA,1215915,83355,infA,1421121,118760
1468,1481994,1485087,reverse,3094,3094,6,L07-1,3,mukB,1475678,6316,asnS,1485579,492
1469,1854166,1857255,reverse,3093,3090,7,L07-1,3,fabI,1790485,63681,tyrS,2014510,157255
1470,2116139,2119232,forward,3094,3094,8,L07-1,3,thrS,2101122,15017,nadE,2122227,2995
1471,2143471,2146562,reverse,3093,3092,9,L07-1,3,nadE,2123053,20418,gapA,2165344,18782
1472,2341879,2344970,forward,3093,3092,10,L07-1,3,pgsA,2277179,64700,metG,2391018,46048
1473,2426377,2429469,reverse,3094,3093,11,L07-1,3,metG,2393050,33327,folE,2442796,13327
