start,end,IS_strand,max_alignment_length,length,cluster_id,Line,Gen
2926839,2929931,reverse,3093,3093,23,L05-2,3
2975173,2978265,forward,3093,3093,24,L05-2,3
2990136,2994378,forward,3093,4243,25,L05-2,3
3092960,3096052,forward,3093,3093,26,L05-2,3
3203590,3206682,forward,3093,3093,27,L05-2,3
3393853,3396945,reverse,3093,3093,28,L05-2,3
3397217,3400308,forward,3093,3092,29,L05-2,3
3464553,3467645,reverse,3093,3093,30,L05-2,3
3682180,3685272,reverse,3093,3093,31,L05-2,3
3911110,3914202,reverse,3093,3093,32,L05-2,3
847276,850368,reverse,3093,3093,0,L05-3,1
1238887,1241977,reverse,3093,3091,1,L05-3,1
1278795,1281886,reverse,3093,3092,2,L05-3,1
1859759,1862849,reverse,3092,3091,3,L05-3,1
1938157,1941248,forward,3092,3092,4,L05-3,1
2061669,2064760,forward,3093,3092,5,L05-3,1
2526029,2529120,forward,3092,3092,6,L05-3,1
2981309,2984401,forward,3093,3093,7,L05-3,1
3213597,3216689,forward,3093,3093,8,L05-3,1
3475881,3478972,reverse,3093,3092,9,L05-3,1
48383,51476,forward,3094,3094,0,L05-3,2
450924,454015,reverse,3092,3092,1,L05-3,2
853502,856593,reverse,3093,3092,2,L05-3,2
1245101,1248191,reverse,3092,3091,3,L05-3,2
1285011,1288102,reverse,3092,3092,4,L05-3,2
1670715,1673806,reverse,3094,3092,5,L05-3,2
1817167,1821396,reverse,3093,4230,6,L05-3,2
1860602,1863694,reverse,3093,3093,7,L05-3,2
1899165,1902256,forward,3092,3092,8,L05-3,2
1996936,2000028,forward,3093,3093,9,L05-3,2
2176232,2179323,reverse,3093,3092,10,L05-3,2
2341673,2344765,reverse,3093,3093,11,L05-3,2
2467046,2470138,forward,3093,3093,12,L05-3,2
2900866,2903957,forward,3093,3092,13,L05-3,2
2950688,2953779,forward,3092,3092,14,L05-3,2
3136253,3139346,forward,3095,3094,15,L05-3,2
3392631,3395723,reverse,3093,3093,16,L05-3,2
3634773,3637863,forward,3093,3091,17,L05-3,2
3816704,3819794,reverse,3093,3091,18,L05-3,2
48381,51473,forward,3093,3093,0,L05-3,3
108901,111992,forward,3092,3092,1,L05-3,3
143379,146470,forward,3092,3092,2,L05-3,3
440234,443325,reverse,3093,3092,3,L05-3,3
842828,845919,reverse,3093,3092,4,L05-3,3
1232648,1235738,reverse,3093,3091,5,L05-3,3
1271193,1274283,reverse,3093,3091,6,L05-3,3
1656892,1659982,reverse,3092,3091,7,L05-3,3
1803334,1806425,reverse,3092,3092,8,L05-3,3
1830710,1833801,reverse,3093,3092,9,L05-3,3
1834881,1837972,forward,3092,3092,10,L05-3,3
1932648,1935738,forward,3092,3091,11,L05-3,3
2111944,2115035,reverse,3093,3092,12,L05-3,3
2275142,2278234,reverse,3093,3093,13,L05-3,3
2298477,2301568,forward,3093,3092,14,L05-3,3
2403623,2406714,forward,3093,3092,15,L05-3,3
2837438,2840530,forward,3093,3093,16,L05-3,3
2862687,2865779,forward,3093,3093,17,L05-3,3
3040360,3043450,forward,3092,3091,18,L05-3,3
3296738,3299830,reverse,3093,3093,19,L05-3,3
3538869,3541961,forward,3093,3093,20,L05-3,3
3720827,3723919,reverse,3093,3093,21,L05-3,3
847276,850368,reverse,3093,3093,0,L05-4,1
1238499,1241589,reverse,3093,3091,1,L05-4,1
1278407,1281498,reverse,3093,3092,2,L05-4,1
1859371,1862461,reverse,3092,3091,3,L05-4,1
1937769,1940860,forward,3092,3092,4,L05-4,1
2061281,2064372,forward,3093,3092,5,L05-4,1
2525641,2528732,forward,3092,3092,6,L05-4,1
2980921,2984013,forward,3093,3093,7,L05-4,1
3213209,3216301,forward,3093,3093,8,L05-4,1
3475493,3478584,reverse,3093,3092,9,L05-4,1
378835,381927,reverse,3093,3093,0,L05-4,2
413111,416202,forward,3093,3092,1,L05-4,2
590331,593422,reverse,3093,3092,2,L05-4,2
672189,675280,reverse,3092,3092,3,L05-4,2
1047136,1050228,reverse,3093,3093,4,L05-4,2
1276652,1279744,forward,3093,3093,5,L05-4,2
1465957,1469048,reverse,3093,3092,6,L05-4,2
1517706,1520797,reverse,3092,3092,7,L05-4,2
1641225,1644317,reverse,3093,3093,8,L05-4,2
1712147,1715239,reverse,3093,3093,9,L05-4,2
1722726,1725818,forward,3093,3093,10,L05-4,2
1764309,1767401,forward,3093,3093,11,L05-4,2
2302896,2305988,forward,3093,3093,12,L05-4,2
2342338,2345431,forward,3094,3094,13,L05-4,2
2651507,2654599,reverse,3093,3093,14,L05-4,2
2736665,2739758,forward,3094,3094,15,L05-4,2
2951595,2954686,reverse,3093,3092,16,L05-4,2
3211318,3214408,reverse,3092,3091,17,L05-4,2
3245594,3248684,forward,3096,3091,18,L05-4,2
3507512,3510603,reverse,3093,3092,19,L05-4,2
120573,123665,forward,3093,3093,0,L05-4,3
387143,390235,forward,3093,3093,1,L05-4,3
460986,464078,forward,3093,3093,2,L05-4,3
644753,647844,forward,3092,3092,3,L05-4,3
859681,862773,reverse,3093,3093,4,L05-4,3
944833,947923,forward,3092,3091,5,L05-4,3
1254005,1257097,reverse,3093,3093,6,L05-4,3
1293449,1296541,reverse,3093,3093,7,L05-4,3
1458016,1461108,forward,3093,3093,8,L05-4,3
1594309,1597400,reverse,3092,3092,9,L05-4,3
1604888,1607979,forward,3092,3092,10,L05-4,3
1845481,1848571,reverse,3092,3091,11,L05-4,3
1887065,1890156,reverse,3092,3092,12,L05-4,3
1991236,1994326,reverse,3092,3091,13,L05-4,3
2051836,2054927,reverse,3093,3092,14,L05-4,3
2111972,2115063,forward,3092,3092,15,L05-4,3
2132787,2135878,forward,3093,3092,16,L05-4,3
2370052,2373143,reverse,3093,3092,17,L05-4,3
2599574,2602666,forward,3093,3093,18,L05-4,3
2956932,2960024,forward,3093,3093,19,L05-4,3
3038788,3041880,forward,3093,3093,20,L05-4,3
3124126,3127217,reverse,3093,3092,21,L05-4,3
3134705,3137796,forward,3093,3092,22,L05-4,3
3195490,3198581,reverse,3093,3092,23,L05-4,3
3228693,3231785,forward,3093,3093,24,L05-4,3
3361718,3364809,reverse,3093,3092,25,L05-4,3
3372297,3375388,forward,3092,3092,26,L05-4,3
3498318,3501410,reverse,3093,3093,27,L05-4,3
3778293,3781385,reverse,3093,3093,28,L05-4,3
3788873,3791965,forward,3093,3093,29,L05-4,3
442857,445949,reverse,3093,3093,0,L06-1,1
883797,886888,reverse,3093,3092,1,L06-1,1
1275225,1278317,reverse,3093,3093,2,L06-1,1
1440626,1443718,reverse,3093,3093,3,L06-1,1
1660104,1663196,reverse,3093,3093,4,L06-1,1
2309995,2313087,reverse,3093,3093,5,L06-1,1
3401694,3404785,reverse,3093,3092,6,L06-1,1
3505155,3508247,reverse,3093,3093,7,L06-1,1
3524145,3527237,reverse,3093,3093,8,L06-1,1
3725465,3728556,reverse,3093,3092,9,L06-1,1
310048,313140,reverse,3093,3093,0,L06-1,2
414546,417636,reverse,3092,3091,1,L06-1,2
429216,432306,forward,3093,3091,2,L06-1,2
452035,455127,reverse,3093,3093,3,L06-1,2
513930,517022,forward,3093,3093,4,L06-1,2
625381,628472,forward,3092,3092,5,L06-1,2
898724,901816,reverse,3093,3093,6,L06-1,2
1290148,1293240,reverse,3093,3093,7,L06-1,2
1455546,1458637,reverse,3093,3092,8,L06-1,2
1675018,1678110,reverse,3093,3093,9,L06-1,2
2324902,2327994,reverse,3093,3093,10,L06-1,2
2445146,2448237,forward,3093,3092,11,L06-1,2
2809702,2812793,forward,3092,3092,12,L06-1,2
2977425,2980515,forward,3092,3091,13,L06-1,2
3070820,3073912,forward,3093,3093,14,L06-1,2
3423343,3426433,reverse,3092,3091,15,L06-1,2
3526804,3529895,reverse,3093,3092,16,L06-1,2
3545794,3548886,reverse,3093,3093,17,L06-1,2
3741242,3744333,reverse,3092,3092,18,L06-1,2
307943,311034,reverse,3092,3092,0,L06-1,3
351510,354602,forward,3093,3093,1,L06-1,3
415544,418636,forward,3093,3093,2,L06-1,3
435055,438147,reverse,3093,3093,3,L06-1,3
496953,500045,forward,3093,3093,4,L06-1,3
531722,534814,forward,3093,3093,5,L06-1,3
609918,613010,forward,3093,3093,6,L06-1,3
883250,886342,reverse,3093,3093,7,L06-1,3
1148501,1151593,forward,3093,3093,8,L06-1,3
1277778,1280869,reverse,3093,3092,9,L06-1,3
1443171,1446263,reverse,3093,3093,10,L06-1,3
1482857,1485949,forward,3093,3093,11,L06-1,3
1665742,1668833,reverse,3093,3092,12,L06-1,3
2277488,2280580,forward,3093,3093,13,L06-1,3
2318717,2321809,reverse,3093,3093,14,L06-1,3
2438962,2442054,forward,3093,3093,15,L06-1,3
2803517,2806609,forward,3093,3093,16,L06-1,3
2971239,2974331,forward,3093,3093,17,L06-1,3
3072335,3075426,reverse,3093,3092,18,L06-1,3
3168353,3171445,forward,3093,3093,19,L06-1,3
3329450,3332541,reverse,3093,3092,20,L06-1,3
3352787,3355879,forward,3093,3093,21,L06-1,3
3424925,3428017,reverse,3093,3093,22,L06-1,3
3528381,3531472,reverse,3093,3092,23,L06-1,3
3547370,3550462,reverse,3093,3093,24,L06-1,3
3742814,3745906,reverse,3093,3093,25,L06-1,3
442857,445949,reverse,3093,3093,0,L06-2,1
883797,886888,reverse,3093,3092,1,L06-2,1
1275225,1278317,reverse,3093,3093,2,L06-2,1
1440626,1443718,reverse,3093,3093,3,L06-2,1
1660104,1663196,reverse,3093,3093,4,L06-2,1
2309995,2313087,reverse,3093,3093,5,L06-2,1
3401694,3404785,reverse,3093,3092,6,L06-2,1
3505155,3508247,reverse,3093,3093,7,L06-2,1
3524145,3527237,reverse,3093,3093,8,L06-2,1
3725465,3728556,reverse,3093,3092,9,L06-2,1
76750,79841,forward,3093,3092,0,L06-2,2
431962,435054,reverse,3093,3093,1,L06-2,2
872886,875978,reverse,3093,3093,2,L06-2,2
1228875,1231967,reverse,3093,3093,3,L06-2,2
1267412,1270503,reverse,3092,3092,4,L06-2,2
1285197,1288287,forward,3093,3091,5,L06-2,2
1435911,1439003,reverse,3093,3093,6,L06-2,2
1643799,1646888,forward,3093,3090,7,L06-2,2
1657847,1660937,reverse,3092,3091,8,L06-2,2
1884191,1887283,forward,3093,3093,9,L06-2,2
2089135,2092226,forward,3093,3092,10,L06-2,2
2313640,2316731,reverse,3093,3092,11,L06-2,2
2450025,2453116,forward,3092,3092,12,L06-2,2
2600285,2603378,forward,3094,3094,13,L06-2,2
3015186,3018277,reverse,3094,3092,14,L06-2,2
3149275,3152367,forward,3093,3093,15,L06-2,2
3258472,3261562,forward,3092,3091,16,L06-2,2
3409455,3412547,reverse,3093,3093,17,L06-2,2
3512914,3516006,reverse,3093,3093,18,L06-2,2
3531903,3534995,reverse,3093,3093,19,L06-2,2
3559367,3562459,reverse,3093,3093,20,L06-2,2
3606361,3609451,forward,3092,3091,21,L06-2,2
3739032,3742122,reverse,3092,3091,22,L06-2,2
3777514,3780605,forward,3092,3092,23,L06-2,2
3960422,3963513,reverse,3093,3092,24,L06-2,2
3971299,3974391,reverse,3093,3093,25,L06-2,2
76756,79846,forward,3092,3091,0,L06-2,3
150339,153430,forward,3093,3092,1,L06-2,3
435061,438152,reverse,3093,3092,2,L06-2,3
869621,872713,reverse,3093,3093,3,L06-2,3
1205102,1207021,reverse,1920,1920,4,L06-2,3
1221715,1224806,forward,3093,3092,5,L06-2,3
1312868,1315960,reverse,3093,3093,6,L06-2,3
1330654,1333745,forward,3093,3092,7,L06-2,3
1369189,1372281,forward,3093,3093,8,L06-2,3
1431851,1434942,reverse,3093,3092,9,L06-2,3
1639744,1642836,forward,3093,3093,10,L06-2,3
1653793,1656884,reverse,3093,3092,11,L06-2,3
1880134,1883224,forward,3092,3091,12,L06-2,3
2085075,2091265,reverse,3093,6191,13,L06-2,3
2310252,2313343,reverse,3092,3092,14,L06-2,3
2446635,2449726,forward,3093,3092,15,L06-2,3
2596896,2599988,forward,3093,3093,16,L06-2,3
2937227,2940318,forward,3093,3092,17,L06-2,3
3014907,3017999,reverse,3093,3093,18,L06-2,3
3148998,3152089,forward,3093,3092,19,L06-2,3
3254044,3257135,forward,3092,3092,20,L06-2,3
3405025,3408116,reverse,3093,3092,21,L06-2,3
3508483,3511574,reverse,3093,3092,22,L06-2,3
3527472,3530563,reverse,3093,3092,23,L06-2,3
3554936,3558028,reverse,3093,3093,24,L06-2,3
3601933,3605023,forward,3093,3091,25,L06-2,3
3734607,3737698,reverse,3093,3092,26,L06-2,3
3773091,3776182,forward,3093,3092,27,L06-2,3
3956003,3962196,reverse,3093,6194,28,L06-2,3
442857,445949,reverse,3093,3093,0,L06-3,1
883797,886888,reverse,3093,3092,1,L06-3,1
1275225,1278317,reverse,3093,3093,2,L06-3,1
1440626,1443718,reverse,3093,3093,3,L06-3,1
1660104,1663196,reverse,3093,3093,4,L06-3,1
2309995,2313087,reverse,3093,3093,5,L06-3,1
3401694,3404785,reverse,3093,3092,6,L06-3,1
3505155,3508247,reverse,3093,3093,7,L06-3,1
3524145,3527237,reverse,3093,3093,8,L06-3,1
3725465,3728556,reverse,3093,3092,9,L06-3,1
398185,401277,forward,3093,3093,0,L06-3,2
445960,449051,reverse,3093,3092,1,L06-3,2
885234,888325,reverse,3092,3092,2,L06-3,2
1006847,1009938,reverse,3093,3092,3,L06-3,2
1478197,1481288,reverse,3093,3092,4,L06-3,2
1606931,1610023,reverse,3093,3093,5,L06-3,2
1649269,1652361,reverse,3093,3093,6,L06-3,2
1713380,1716472,forward,3093,3093,7,L06-3,2
1848289,1851380,reverse,3093,3092,8,L06-3,2
2147340,2150432,forward,3093,3093,9,L06-3,2
2351316,2354405,forward,3092,3090,10,L06-3,2
2421022,2424113,reverse,3093,3092,11,L06-3,2
2562425,2565517,forward,3093,3093,12,L06-3,2
2727825,2730916,forward,3093,3092,13,L06-3,2
3119239,3122331,forward,3093,3093,14,L06-3,2
3170382,3173474,reverse,3093,3093,15,L06-3,2
3374346,3377438,reverse,3093,3093,16,L06-3,2
3477804,3480896,reverse,3093,3093,17,L06-3,2
3496794,3499886,reverse,3093,3093,18,L06-3,2
3697664,3700755,reverse,3093,3092,19,L06-3,2
398154,401246,forward,3093,3093,0,L06-3,3
407742,410834,reverse,3093,3093,1,L06-3,3
470945,474037,forward,3093,3093,2,L06-3,3
672637,675727,forward,3092,3091,3,L06-3,3
853904,856996,reverse,3093,3093,4,L06-3,3
975511,978603,reverse,3093,3093,5,L06-3,3
1199979,1203071,forward,3093,3093,6,L06-3,3
1295238,1298319,reverse,3082,3082,7,L06-3,3
1463185,1466277,reverse,3093,3093,8,L06-3,3
1527293,1530385,forward,3093,3093,9,L06-3,3
1684922,1688003,reverse,3082,3082,10,L06-3,3
1852869,1855961,reverse,3093,3093,11,L06-3,3
1916977,1920069,forward,3093,3093,12,L06-3,3
2050437,2053529,reverse,3093,3093,13,L06-3,3
2349471,2352562,forward,3093,3092,14,L06-3,3
2553439,2556530,forward,3093,3092,15,L06-3,3
2622952,2626043,reverse,3093,3092,16,L06-3,3
2764349,2767441,forward,3093,3093,17,L06-3,3
2929739,2932830,forward,3093,3092,18,L06-3,3
3321144,3324235,forward,3093,3092,19,L06-3,3
3372286,3375378,reverse,3093,3093,20,L06-3,3
3576239,3579330,reverse,3093,3092,21,L06-3,3
3649055,3652147,forward,3093,3093,22,L06-3,3
3672575,3675666,reverse,3092,3092,23,L06-3,3
3691564,3694655,reverse,3093,3092,24,L06-3,3
3892425,3895517,reverse,3093,3093,25,L06-3,3
442857,445949,reverse,3093,3093,0,L06-4,1
883797,886888,reverse,3093,3092,1,L06-4,1
1275225,1278317,reverse,3093,3093,2,L06-4,1
1440626,1443718,reverse,3093,3093,3,L06-4,1
1660104,1663196,reverse,3093,3093,4,L06-4,1
2309995,2313087,reverse,3093,3093,5,L06-4,1
3401694,3404785,reverse,3093,3092,6,L06-4,1
3505155,3508247,reverse,3093,3093,7,L06-4,1
3524145,3527237,reverse,3093,3093,8,L06-4,1
3725465,3728556,reverse,3093,3092,9,L06-4,1
305931,309023,forward,3093,3093,0,L06-4,2
425111,431304,forward,3092,6194,1,L06-4,2
869142,872234,reverse,3093,3093,2,L06-4,2
1139462,1142553,forward,3093,3092,3,L06-4,2
1263671,1266763,reverse,3093,3093,4,L06-4,2
1412850,1415941,reverse,3093,3092,5,L06-4,2
1632321,1635413,reverse,3093,3093,6,L06-4,2
1900801,1906994,forward,3093,6194,7,L06-4,2
2288402,2291494,reverse,3093,3093,8,L06-4,2
2432110,2435201,forward,3093,3092,9,L06-4,2
2481383,2484474,forward,3093,3092,10,L06-4,2
3159158,3162250,reverse,3093,3093,11,L06-4,2
3240338,3243429,reverse,3093,3092,12,L06-4,2
3288466,3291558,reverse,3093,3093,13,L06-4,2
3382106,3385196,forward,3092,3091,14,L06-4,2
3398686,3401778,reverse,3093,3093,15,L06-4,2
3502143,3505234,reverse,3093,3092,16,L06-4,2
3521131,3524223,reverse,3093,3093,17,L06-4,2
3714326,3717418,forward,3093,3093,18,L06-4,2
3720242,3723334,reverse,3093,3093,19,L06-4,2
3762719,3765811,forward,3093,3093,20,L06-4,2
3860399,3863490,reverse,3092,3092,21,L06-4,2
305936,309028,forward,3093,3093,0,L06-4,3
425120,428212,forward,3093,3093,1,L06-4,3
866062,869154,forward,3093,3093,2,L06-4,3
874832,877924,reverse,3093,3093,3,L06-4,3
1075486,1078578,reverse,3093,3093,4,L06-4,3
1148252,1151344,forward,3093,3093,5,L06-4,3
1272465,1275556,reverse,3093,3092,6,L06-4,3
1421645,1424737,reverse,3093,3093,7,L06-4,3
1641120,1644212,reverse,3093,3093,8,L06-4,3
1909608,1912699,forward,3093,3092,9,L06-4,3
2141767,2144858,reverse,3093,3092,10,L06-4,3
2157869,2160961,forward,3093,3093,11,L06-4,3
2300317,2303409,reverse,3093,3093,12,L06-4,3
2444029,2447121,forward,3093,3093,13,L06-4,3
2493304,2496396,forward,3093,3093,14,L06-4,3
3171096,3174188,reverse,3093,3093,15,L06-4,3
3252281,3255373,reverse,3093,3093,16,L06-4,3
3300411,3303502,reverse,3092,3092,17,L06-4,3
3375470,3378562,reverse,3093,3093,18,L06-4,3
3397157,3400249,forward,3093,3093,19,L06-4,3
3413739,3416831,reverse,3093,3093,20,L06-4,3
3517201,3520292,reverse,3093,3092,21,L06-4,3
3536190,3539282,reverse,3093,3093,22,L06-4,3
3729382,3732474,forward,3093,3093,23,L06-4,3
3814484,3817576,reverse,3093,3093,24,L06-4,3
33499,36590,forward,3094,3092,0,L07-1,1
850588,853680,forward,3094,3093,1,L07-1,1
1071481,1074572,reverse,3093,3092,2,L07-1,1
1280429,1283522,reverse,3094,3094,3,L07-1,1
1303488,1306579,reverse,3092,3092,4,L07-1,1
1855300,1858392,reverse,3094,3093,5,L07-1,1
2118219,2121312,forward,3095,3094,6,L07-1,1
2146790,2149882,reverse,3093,3093,7,L07-1,1
2345195,2348287,forward,3094,3093,8,L07-1,1
2431199,2434289,reverse,3093,3091,9,L07-1,1
2984750,2987841,forward,3093,3092,10,L07-1,1
3019342,3022434,reverse,3094,3093,11,L07-1,1
3575484,3578576,forward,3094,3093,12,L07-1,1
3797714,3800805,reverse,3093,3092,13,L07-1,1
33491,36583,forward,3093,3093,0,L07-1,2
164069,167160,reverse,3092,3092,1,L07-1,2
853708,856801,forward,3094,3094,2,L07-1,2
1074607,1077699,reverse,3093,3093,3,L07-1,2
1283563,1286655,reverse,3093,3093,4,L07-1,2
1306071,1309162,reverse,3094,3092,5,L07-1,2
1488806,1491898,reverse,3093,3093,6,L07-1,2
1861013,1864105,reverse,3093,3093,7,L07-1,2
2122998,2126091,forward,3094,3094,8,L07-1,2
2150329,2153422,reverse,3094,3094,9,L07-1,2
2348748,2351840,forward,3093,3093,10,L07-1,2
2433257,2436349,reverse,3094,3093,11,L07-1,2
2986796,2989887,forward,3093,3092,12,L07-1,2
3021391,3024483,reverse,3093,3093,13,L07-1,2
3352270,3355363,reverse,3094,3094,14,L07-1,2
3580636,3583728,forward,3093,3093,15,L07-1,2
3802870,3805962,reverse,3094,3093,16,L07-1,2
33490,36582,forward,3094,3093,0,L07-1,3
164057,167149,reverse,3093,3093,1,L07-1,3
853649,856739,forward,3093,3091,2,L07-1,3
1074535,1077627,reverse,3093,3093,3,L07-1,3
1283487,1286576,reverse,3093,3090,4,L07-1,3
1299270,1302361,reverse,3092,3092,5,L07-1,3
1481994,1485087,reverse,3094,3094,6,L07-1,3
1854166,1857255,reverse,3093,3090,7,L07-1,3
2116139,2119232,forward,3094,3094,8,L07-1,3
2143471,2146562,reverse,3093,3092,9,L07-1,3
2341879,2344970,forward,3093,3092,10,L07-1,3
2426377,2429469,reverse,3094,3093,11,L07-1,3
2926463,2929557,reverse,3095,3095,12,L07-1,3
2983000,2986090,forward,3094,3091,13,L07-1,3
3017591,3020681,reverse,3093,3091,14,L07-1,3
3348440,3351532,reverse,3093,3093,15,L07-1,3
3576780,3579873,forward,3095,3094,16,L07-1,3
3799014,3802103,reverse,3092,3090,17,L07-1,3
33499,36590,forward,3094,3092,0,L07-2,1
850588,853680,forward,3094,3093,1,L07-2,1
1071481,1074572,reverse,3093,3092,2,L07-2,1
1280429,1283522,reverse,3094,3094,3,L07-2,1
1303488,1306579,reverse,3092,3092,4,L07-2,1
1855300,1858392,reverse,3094,3093,5,L07-2,1
2118219,2121312,forward,3095,3094,6,L07-2,1
2146790,2149882,reverse,3093,3093,7,L07-2,1
2345195,2348287,forward,3094,3093,8,L07-2,1
2431199,2434289,reverse,3093,3091,9,L07-2,1
2984750,2987841,forward,3093,3092,10,L07-2,1
3019342,3022434,reverse,3094,3093,11,L07-2,1
3575484,3578576,forward,3094,3093,12,L07-2,1
3797714,3800805,reverse,3093,3092,13,L07-2,1
33495,36587,forward,3093,3093,0,L07-2,2
850641,853734,forward,3094,3094,1,L07-2,2
1071544,1074636,reverse,3094,3093,2,L07-2,2
1278807,1281900,reverse,3094,3094,3,L07-2,2
1301864,1304957,reverse,3094,3094,4,L07-2,2
1484507,1487600,forward,3094,3094,5,L07-2,2
1856814,1859907,reverse,3094,3094,6,L07-2,2
1923109,1926200,forward,3093,3092,7,L07-2,2
2122849,2125942,forward,3094,3094,8,L07-2,2
2150623,2153715,reverse,3094,3093,9,L07-2,2
2349040,2352133,forward,3094,3094,10,L07-2,2
2431799,2434891,reverse,3094,3093,11,L07-2,2
2985360,2988453,forward,3094,3094,12,L07-2,2
3019957,3023050,reverse,3094,3094,13,L07-2,2
3576113,3579205,forward,3093,3093,14,L07-2,2
3798354,3801446,reverse,3093,3093,15,L07-2,2
33487,36578,forward,3093,3092,0,L07-2,3
850367,853457,forward,3092,3091,1,L07-2,3
1071213,1074301,reverse,3093,3089,2,L07-2,3
1278413,1281502,reverse,3092,3090,3,L07-2,3
1301464,1304559,reverse,3097,3096,4,L07-2,3
1484062,1487152,forward,3096,3091,5,L07-2,3
1856237,1859327,reverse,3093,3091,6,L07-2,3
1921772,1924862,forward,3092,3091,7,L07-2,3
2121460,2124551,forward,3093,3092,8,L07-2,3
2149222,2152313,reverse,3093,3092,9,L07-2,3
2167077,2170168,forward,3093,3092,10,L07-2,3
2350670,2353759,forward,3092,3090,11,L07-2,3
2433393,2436484,reverse,3093,3092,12,L07-2,3
2986817,2989904,forward,3092,3088,13,L07-2,3
3021398,3024489,reverse,3093,3092,14,L07-2,3
3570404,3573496,forward,3094,3093,15,L07-2,3
3702283,3705374,reverse,3097,3092,16,L07-2,3
3789626,3792717,reverse,3093,3092,17,L07-2,3
33499,36590,forward,3094,3092,0,L07-3,1
850588,853680,forward,3094,3093,1,L07-3,1
1071481,1074572,reverse,3093,3092,2,L07-3,1
1280429,1283522,reverse,3094,3094,3,L07-3,1
1303488,1306579,reverse,3092,3092,4,L07-3,1
1855300,1858392,reverse,3094,3093,5,L07-3,1
2118219,2121312,forward,3095,3094,6,L07-3,1
2146790,2149882,reverse,3093,3093,7,L07-3,1
2345195,2348287,forward,3094,3093,8,L07-3,1
2431199,2434289,reverse,3093,3091,9,L07-3,1
2984750,2987841,forward,3093,3092,10,L07-3,1
3019342,3022434,reverse,3094,3093,11,L07-3,1
3575484,3578576,forward,3094,3093,12,L07-3,1
3797714,3800805,reverse,3093,3092,13,L07-3,1
33493,36586,forward,3094,3094,0,L07-3,2
850628,853721,forward,3094,3094,1,L07-3,2
1071529,1074619,reverse,3092,3091,2,L07-3,2
1280482,1283573,reverse,3093,3092,3,L07-3,2
1302427,1305519,reverse,3093,3093,4,L07-3,2
1484546,1487638,forward,3093,3093,5,L07-3,2
1544109,1547202,reverse,3094,3094,6,L07-3,2
1860488,1863580,reverse,3093,3093,7,L07-3,2
2123419,2126512,forward,3094,3094,8,L07-3,2
2151162,2154254,reverse,3093,3093,9,L07-3,2
2349574,2352666,forward,3093,3093,10,L07-3,2
2435434,2438527,reverse,3094,3094,11,L07-3,2
2988985,2992077,forward,3093,3093,12,L07-3,2
3023124,3026216,reverse,3093,3093,13,L07-3,2
3579278,3582371,forward,3094,3094,14,L07-3,2
3707386,3710478,forward,3094,3093,15,L07-3,2
3783887,3786979,reverse,3094,3093,16,L07-3,2
33480,36570,forward,3093,3091,0,L07-3,3
69453,72572,reverse,3131,3120,1,L07-3,3
853551,856640,forward,3092,3090,2,L07-3,3
1074393,1077483,reverse,3093,3091,3,L07-3,3
1283289,1286381,reverse,3093,3093,4,L07-3,3
1305229,1308319,reverse,3095,3091,5,L07-3,3
1487300,1490389,forward,3093,3090,6,L07-3,3
1546843,1549936,reverse,3095,3094,7,L07-3,3
1863078,1866168,reverse,3092,3091,8,L07-3,3
2125928,2129019,forward,3094,3092,9,L07-3,3
2153665,2156754,reverse,3093,3090,10,L07-3,3
2351994,2355081,forward,3093,3088,11,L07-3,3
2437807,2440899,reverse,3093,3093,12,L07-3,3
2614832,2617923,forward,3092,3092,13,L07-3,3
2994310,2997400,forward,3092,3091,14,L07-3,3
3028903,3031995,reverse,3094,3093,15,L07-3,3
3584880,3587970,forward,3094,3091,16,L07-3,3
3712965,3716056,forward,3094,3092,17,L07-3,3
3788954,3792043,reverse,3094,3090,18,L07-3,3
33499,36590,forward,3094,3092,0,L07-4,1
852029,855121,forward,3094,3093,1,L07-4,1
1072922,1076013,reverse,3093,3092,2,L07-4,1
1281870,1284963,reverse,3094,3094,3,L07-4,1
1304929,1308020,reverse,3092,3092,4,L07-4,1
1856741,1859833,reverse,3094,3093,5,L07-4,1
2119660,2122753,forward,3095,3094,6,L07-4,1
2148231,2151323,reverse,3093,3093,7,L07-4,1
2346636,2349728,forward,3094,3093,8,L07-4,1
2432640,2435730,reverse,3093,3091,9,L07-4,1
2986191,2989282,forward,3093,3092,10,L07-4,1
3032245,3035337,reverse,3094,3093,11,L07-4,1
3588387,3591479,forward,3094,3093,12,L07-4,1
3810617,3813708,reverse,3093,3092,13,L07-4,1
33495,36588,forward,3094,3094,0,L07-4,2
849791,852884,forward,3094,3094,1,L07-4,2
1069985,1073087,reverse,1838,3103,2,L07-4,2
1278956,1282049,reverse,3094,3094,3,L07-4,2
1302013,1305105,reverse,3094,3093,4,L07-4,2
1611895,1614987,reverse,3093,3093,5,L07-4,2
1856966,1860057,reverse,3093,3092,6,L07-4,2
2119904,2122997,forward,3094,3094,7,L07-4,2
2148476,2151568,reverse,3093,3093,8,L07-4,2
2346892,2349984,forward,3093,3093,9,L07-4,2
2432902,2435994,reverse,3093,3093,10,L07-4,2
2675755,2678847,reverse,3094,3093,11,L07-4,2
2989572,2992665,forward,3094,3094,12,L07-4,2
3031897,3034988,reverse,3093,3092,13,L07-4,2
3588058,3591151,forward,3094,3094,14,L07-4,2
3713971,3717063,forward,3093,3093,15,L07-4,2
3782723,3785815,reverse,3093,3093,16,L07-4,2
