group,start,end,depth,length,start_fix,end_fix,is_start,is_end,line,gen_id
9,2743902,3910851,1.0,1166950,2771742,3953483,24,33,L10-1,3
10,3910852,3923218,0.0,12367,3953484,3965850,33,34,L10-1,3
11,3923219,3946535,1.0,23317,3968944,3992260,34,-1,L10-1,3
1,1,120541,1.0,120541,1,120541,-1,1,L10-2,2
2,120542,125371,3.0,4830,123635,128464,1,3,L10-2,2
3,125372,136190,2.0,10819,128465,139283,3,5,L10-2,2
4,136191,1901650,1.0,1765460,139284,1907836,5,12,L10-2,2
5,1901651,1913945,0.0,12295,1907837,1923225,12,15,L10-2,2
6,1913946,3043947,1.0,1130002,1923226,3065600,15,26,L10-2,2
7,3043948,3044334,0.0,387,3065601,3065987,26,27,L10-2,2
8,3044335,3910895,1.0,866561,3065988,3941837,27,33,L10-2,2
9,3910896,3925052,0.0,14157,3941838,3955994,33,34,L10-2,2
10,3925053,3948368,1.0,23316,3955995,3982402,34,-1,L10-2,2
1,1,116657,1.0,116657,1,116657,-1,1,L10-2,3
2,116658,141032,0.0,24375,116658,147218,1,6,L10-2,3
3,141033,3942315,1.0,3801283,153418,4026576,6,-1,L10-2,3
1,1,120145,1.0,120145,1,120145,-1,2,L10-3,2
2,120146,120541,0.0,396,120146,120541,2,3,L10-3,2
3,120542,1382453,1.0,1261912,123635,1388639,3,8,L10-3,2
4,1382454,1399801,0.0,17348,1388640,1405987,8,9,L10-3,2
5,1399802,2073386,1.0,673585,1405988,2085759,9,14,L10-3,2
6,2073387,2074655,0.0,1269,2085760,2087028,14,15,L10-3,2
7,2074656,2261772,1.0,187117,2087029,2277238,15,-1,L10-3,2
8,2261773,2267468,0.0,5696,2277239,2282934,-1,-1,L10-3,2
9,2267469,3923798,1.0,1656330,2282935,3954740,-1,26,L10-3,2
10,3923799,3925053,0.0,1255,3954741,3955995,26,27,L10-3,2
11,3925054,3948368,1.0,23315,3959088,3982402,27,-1,L10-3,2
1,1,117973,1.0,117973,1,121066,-1,1,L10-3,3
2,117974,120158,0.0,2185,121067,123251,1,3,L10-3,3
3,120159,1008838,1.0,888680,126345,1020435,3,8,L10-3,3
4,1008839,1009793,0.0,955,1020436,1021390,8,9,L10-3,3
5,1009794,1377101,1.0,367308,1021391,1391791,9,12,L10-3,3
6,1377102,1383211,0.0,6110,1391792,1404095,12,15,L10-3,3
7,1383212,1933675,1.0,550464,1404096,1957652,15,18,L10-3,3
8,1933676,1957377,0.0,23702,1957653,1981354,18,19,L10-3,3
9,1957378,3469660,1.0,1512283,1981355,3512988,19,32,L10-3,3
10,3469661,3533009,2.0,63349,3512989,3576337,32,33,L10-3,3
11,3533010,3886362,1.0,353353,3579431,3942078,33,39,L10-3,3
12,3886363,3899307,0.0,12945,3942079,3955023,39,40,L10-3,3
13,3899308,3922624,1.0,23317,3958118,3981434,40,-1,L10-3,3
1,1,118315,1.0,118315,1,118315,-1,1,L10-4,2
2,118316,120896,0.0,2581,118316,123989,1,4,L10-4,2
3,120897,3924884,1.0,3803988,123990,3955826,4,25,L10-4,2
4,3924885,3925053,0.0,169,3955827,3955995,25,26,L10-4,2
5,3925054,3948368,1.0,23315,3959088,3982402,26,-1,L10-4,2
1,1,1270036,1.0,1270036,1,1273129,-1,5,L10-4,3
2,1270037,1270272,0.0,236,1273130,1276458,5,7,L10-4,3
3,1270273,1908254,1.0,637982,1276459,1920625,7,14,L10-4,3
4,1908255,1908584,0.0,330,1920626,1920955,14,15,L10-4,3
5,1908585,2281965,1.0,373381,1924049,2303615,15,23,L10-4,3
6,2281966,2311870,2.0,29905,2303616,2333520,23,24,L10-4,3
7,2311871,3688375,1.0,1376505,2336615,3725493,24,37,L10-4,3
8,3688376,3688641,0.0,266,3725494,3725759,37,38,L10-4,3
9,3688642,3945803,1.0,257162,3731954,3992207,38,-1,L10-4,3
1,1,1186262,1.0,1186262,1,1195540,-1,-1,L11-1,2
2,1186263,1186284,0.0,22,1195541,1195562,-1,-1,L11-1,2
3,1186285,1782835,1.0,596551,1195563,1798301,-1,-1,L11-1,2
4,1782836,1783588,0.0,753,1798302,1799054,-1,-1,L11-1,2
5,1783589,3967244,1.0,2183656,1799055,4004368,-1,-1,L11-1,2
1,1,161100,1.0,161100,1,164194,-1,3,L11-1,3
2,161101,161296,0.0,196,167289,167484,3,5,L11-1,3
3,161297,1210929,1.0,1049633,167485,1226389,5,12,L11-1,3
4,1210930,1231586,0.0,20657,1226390,1247046,12,13,L11-1,3
5,1231587,3630160,1.0,2398574,1247047,3676553,13,34,L11-1,3
6,3630161,3634397,0.0,4237,3676554,3680790,34,36,L11-1,3
7,3634398,3714446,1.0,80049,3680791,3760839,36,37,L11-1,3
8,3714447,3714622,0.0,176,3760840,3761015,37,38,L11-1,3
9,3714623,3966427,1.0,251805,3761016,4019007,38,-1,L11-1,3
1,1,1186262,1.0,1186262,1,1195540,-1,-1,L11-2,2
2,1186263,1186284,0.0,22,1195541,1195562,-1,-1,L11-2,2
3,1186285,1271822,1.0,85538,1195563,1281100,-1,8,L11-2,2
4,1271823,1286435,2.0,14613,1284195,1298807,8,10,L11-2,2
5,1286436,1782835,1.0,496400,1298808,1798301,10,-1,L11-2,2
6,1782836,1783588,0.0,753,1798302,1799054,-1,-1,L11-2,2
7,1783589,2108353,1.0,324765,1799055,2126911,-1,-1,L11-2,2
8,2108354,2111685,2.0,3332,2126912,2133339,-1,19,L11-2,2
9,2111686,3967244,1.0,1855559,2133340,4004368,19,-1,L11-2,2
1,1,1271522,1.0,1271522,1,1283895,-1,11,L11-2,3
2,1271523,1286137,2.0,14615,1283896,1301603,11,13,L11-2,3
3,1286138,1286218,0.0,81,1304699,1304779,13,15,L11-2,3
4,1286219,1860128,1.0,573910,1304780,1891062,15,24,L11-2,3
5,1860129,1860320,0.0,192,1891063,1894347,24,26,L11-2,3
6,1860321,2097827,1.0,237507,1894348,2138040,26,29,L11-2,3
7,2097828,2123759,2.0,25932,2138041,2163972,29,-1,L11-2,3
8,2123760,3984320,1.0,1860561,2163973,4046183,-1,-1,L11-2,3
1,1,1186262,1.0,1186262,1,1195540,-1,-1,L11-3,2
2,1186263,1186284,0.0,22,1195541,1195562,-1,-1,L11-3,2
3,1186285,1782835,1.0,596551,1195563,1798301,-1,-1,L11-3,2
4,1782836,1783588,0.0,753,1798302,1799054,-1,-1,L11-3,2
5,1783589,2429745,1.0,646157,1799055,2454490,-1,17,L11-3,2
6,2429746,2429911,0.0,166,2457587,2457752,17,19,L11-3,2
7,2429912,3604926,1.0,1175015,2457753,3635861,19,22,L11-3,2
8,3604927,3632994,0.0,28068,3635862,3667024,22,25,L11-3,2
9,3632995,3967244,1.0,334250,3667025,4004368,25,-1,L11-3,2
1,1,1845527,1.0,1845527,1,1864089,-1,13,L11-3,3
2,1845528,1868423,0.0,22896,1864090,1886985,13,15,L11-3,3
3,1868424,3938152,1.0,2069729,1886986,3975273,15,-1,L11-3,3
1,1,1186262,1.0,1186262,1,1195540,-1,-1,L11-4,2
2,1186263,1186284,0.0,22,1195541,1195562,-1,-1,L11-4,2
3,1186285,1782835,1.0,596551,1195563,1798301,-1,-1,L11-4,2
4,1782836,1783588,0.0,753,1798302,1799054,-1,-1,L11-4,2
5,1783589,1978803,1.0,195215,1799055,1997361,-1,17,L11-4,2
6,1978804,1996366,0.0,17563,1997362,2014924,17,18,L11-4,2
7,1996367,2111679,1.0,115313,2014925,2130237,18,19,L11-4,2
8,2111680,2117214,0.0,5535,2133334,2138868,19,21,L11-4,2
9,2117215,2429745,1.0,312531,2138869,2454490,21,24,L11-4,2
10,2429746,2434787,0.0,5042,2457587,2462628,24,26,L11-4,2
11,2434788,3967244,1.0,1532457,2462629,4004368,26,-1,L11-4,2
1,1,161100,1.0,161100,1,164193,-1,3,L11-4,3
2,161101,381042,2.0,219942,167287,390321,3,7,L11-4,3
3,381043,1845346,1.0,1464304,393415,1873186,7,21,L11-4,3
4,1845347,1845536,0.0,190,1873187,1873376,21,22,L11-4,3
5,1845537,3912458,1.0,2066922,1873377,3978933,22,49,L11-4,3
6,3912459,3913930,0.0,1472,3978934,3980405,49,50,L11-4,3
7,3913931,3938293,1.0,24363,3983500,4007862,50,-1,L11-4,3
